# Swiss Law Collection — all cantonal acts: instrument type × canton × enactment year × legal domain
# counting_unit: published_copies — one count per canton whose collection publishes the act
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
instrument_type,canton,year,domain,count
dekret,OW,2012,infra,1
dekret,SG,2012,educ,3
dekret,SG,2012,etat,4
dekret,SG,2012,fin,2
dekret,SZ,2012,sante,1
dekret,TI,2012,educ,1
dekret,TI,2012,etat,2
dekret,VD,2012,etat,2
dekret,VS,2012,infra,1
dekret,ZG,2012,fin,2
dekret,BE,2013,educ,1
dekret,BE,2013,etat,1
dekret,BL,2013,fin,1
dekret,NW,2013,fin,1
dekret,SG,2013,educ,1
dekret,SG,2013,fin,1
dekret,SG,2013,infra,3
dekret,SZ,2013,infra,1
dekret,TI,2013,educ,2
dekret,TI,2013,fin,1
dekret,TI,2013,sante,1
dekret,VD,2013,fin,1
dekret,VS,2013,eco,1
dekret,ZG,2013,educ,1
dekret,ZH,2013,etat,1
dekret,AI,2014,educ,1
dekret,AI,2014,fin,1
dekret,BE,2014,educ,1
dekret,BL,2014,fin,1
dekret,FR,2014,etat,1
dekret,LU,2014,autres,1
dekret,LU,2014,infra,1
dekret,NE,2014,fin,1
dekret,OW,2014,educ,2
dekret,SG,2014,educ,4
dekret,SG,2014,fin,6
dekret,SG,2014,infra,1
dekret,SZ,2014,educ,1
dekret,TI,2014,etat,1
dekret,TI,2014,fin,1
dekret,VD,2014,infra,1
dekret,VS,2014,etat,1
dekret,VS,2014,fin,1
dekret,VS,2014,infra,1
dekret,ZG,2014,educ,1
dekret,ZH,2014,fin,1
dekret,AG,2015,fin,1
dekret,AI,2015,educ,1
dekret,BE,2015,educ,1
dekret,NW,2015,infra,1
dekret,SG,2015,etat,1
dekret,SG,2015,fin,3
dekret,SH,2015,etat,1
dekret,SH,2015,sante,1
dekret,TI,2015,educ,1
dekret,TI,2015,etat,1
dekret,TI,2015,fin,1
dekret,VD,2015,educ,1
dekret,VD,2015,fin,2
dekret,VD,2015,sante,1
dekret,VS,2015,eco,1
dekret,VS,2015,infra,2
dekret,ZG,2015,educ,1
dekret,AG,2016,etat,3
dekret,AG,2016,sante,1
dekret,AI,2016,autres,2
dekret,BE,2016,sante,1
dekret,BL,2016,fin,1
dekret,LU,2016,etat,7
dekret,NE,2016,educ,1
dekret,NW,2016,etat,1
dekret,SG,2016,fin,1
dekret,SG,2016,infra,3
dekret,SG,2016,sante,1
dekret,SZ,2016,infra,1
dekret,TI,2016,fin,1
dekret,VD,2016,sante,2
dekret,VS,2016,etat,1
dekret,ZG,2016,etat,1
dekret,ZG,2016,infra,1
dekret,AI,2017,etat,1
dekret,BL,2017,etat,1
dekret,BL,2017,fin,1
dekret,BL,2017,infra,1
dekret,LU,2017,etat,1
dekret,SG,2017,fin,2
dekret,SG,2017,sante,1
dekret,UR,2017,sante,1
dekret,VD,2017,fin,1
dekret,VD,2017,infra,1
dekret,ZG,2017,fin,1
dekret,ZG,2017,sante,1
dekret,AI,2018,educ,1
dekret,AI,2018,fin,1
dekret,BL,2018,fin,1
dekret,LU,2018,etat,3
dekret,SG,2018,fin,5
dekret,SG,2018,sante,1
dekret,SH,2018,infra,2
dekret,TI,2018,eco,1
dekret,UR,2018,etat,1
dekret,UR,2018,sante,1
dekret,VD,2018,etat,1
dekret,VS,2018,etat,1
dekret,ZG,2018,etat,1
dekret,ZG,2018,fin,3
dekret,ZG,2018,sante,1
dekret,AI,2019,autres,2
dekret,AI,2019,educ,1
dekret,AI,2019,etat,1
dekret,BE,2019,etat,1
dekret,BL,2019,fin,1
dekret,LU,2019,etat,4
dekret,SG,2019,educ,5
dekret,SG,2019,fin,4
dekret,SG,2019,infra,1
dekret,SZ,2019,sante,1
dekret,VD,2019,eco,1
dekret,VD,2019,etat,1
dekret,VD,2019,infra,1
dekret,ZG,2019,educ,1
dekret,ZG,2019,fin,5
dekret,BE,2020,etat,3
dekret,BL,2020,fin,1
dekret,BL,2020,sante,1
dekret,FR,2020,sante,1
dekret,LU,2020,etat,1
dekret,NW,2020,etat,1
dekret,NW,2020,infra,1
dekret,SG,2020,autres,1
dekret,SG,2020,sante,3
dekret,TI,2020,fin,1
dekret,VD,2020,educ,5
dekret,VD,2020,etat,2
dekret,VD,2020,infra,1
dekret,VD,2020,sante,12
dekret,ZG,2020,educ,1
dekret,ZG,2020,fin,3
dekret,ZG,2020,infra,3
dekret,ZG,2020,sante,4
dekret,AG,2021,infra,1
dekret,AI,2021,etat,2
dekret,AI,2021,infra,1
dekret,GL,2021,etat,1
dekret,SG,2021,fin,6
dekret,SG,2021,infra,1
dekret,SG,2021,sante,1
dekret,TI,2021,educ,1
dekret,TI,2021,sante,1
dekret,VD,2021,educ,1
dekret,VD,2021,etat,1
dekret,VD,2021,sante,1
dekret,ZG,2021,fin,7
dekret,ZG,2021,sante,1
dekret,AI,2022,infra,2
dekret,BL,2022,fin,1
dekret,GL,2022,educ,1
dekret,LU,2022,etat,5
dekret,SG,2022,etat,1
dekret,SG,2022,fin,2
dekret,SG,2022,infra,1
dekret,SZ,2022,sante,1
dekret,VD,2022,etat,2
dekret,VD,2022,infra,3
dekret,VD,2022,sante,1
dekret,ZG,2022,educ,2
dekret,ZG,2022,fin,7
dekret,ZG,2022,infra,2
dekret,FR,2023,etat,1
dekret,LU,2023,etat,2
dekret,SG,2023,fin,10
dekret,TI,2023,sante,1
dekret,VD,2023,sante,3
dekret,VS,2023,fin,1
dekret,VS,2023,infra,1
dekret,ZG,2023,etat,2
dekret,ZG,2023,fin,9
dekret,ZG,2023,infra,2
dekret,AG,2024,infra,1
dekret,AI,2024,eco,1
dekret,AI,2024,etat,1
dekret,BE,2024,etat,1
dekret,LU,2024,etat,2
dekret,NW,2024,etat,1
dekret,SG,2024,educ,1
dekret,SG,2024,fin,2
dekret,UR,2024,educ,1
dekret,VD,2024,sante,1
dekret,VS,2024,eco,1
dekret,VS,2024,fin,1
dekret,ZG,2024,educ,1
dekret,ZG,2024,fin,8
dekret,ZG,2024,sante,1
dekret,AG,2025,educ,2
dekret,AI,2025,infra,1
dekret,BL,2025,infra,1
dekret,SG,2025,fin,3
dekret,SG,2025,sante,1
dekret,TI,2025,autres,1
dekret,VD,2025,etat,1
dekret,VD,2025,fin,1
dekret,VS,2025,etat,2
dekret,ZG,2025,fin,9
dekret,ZG,2025,sante,1
dekret,AI,2026,autres,1
dekret,GL,2026,educ,2
dekret,GL,2026,etat,2
dekret,NW,2026,infra,1
dekret,SG,2026,fin,4
dekret,UR,2026,educ,1
dekret,VS,2026,etat,1
dekret,ZG,2026,fin,4
gemeindeerlass,BS,1857,etat,1
gemeindeerlass,BS,1876,etat,1
gemeindeerlass,BS,1906,etat,1
gemeindeerlass,BS,1912,infra,1
gemeindeerlass,BS,1925,etat,1
gemeindeerlass,BS,1925,sante,1
gemeindeerlass,BS,1930,infra,1
gemeindeerlass,BS,1948,etat,1
gemeindeerlass,BS,1950,etat,1
gemeindeerlass,BS,1955,etat,1
gemeindeerlass,BS,1955,infra,1
gemeindeerlass,BS,1956,etat,1
gemeindeerlass,BS,1957,infra,1
gemeindeerlass,BS,1967,etat,1
gemeindeerlass,BS,1971,etat,1
gemeindeerlass,BS,1973,etat,1
gemeindeerlass,BS,1974,infra,2
gemeindeerlass,BS,1975,etat,2
gemeindeerlass,BS,1975,infra,1
gemeindeerlass,BS,1978,etat,2
gemeindeerlass,BS,1980,infra,1
gemeindeerlass,BS,1981,eco,2
gemeindeerlass,BS,1981,etat,3
gemeindeerlass,BS,1981,infra,1
gemeindeerlass,BS,1982,sante,1
gemeindeerlass,BS,1983,infra,1
gemeindeerlass,BS,1984,etat,1
gemeindeerlass,BS,1984,sante,2
gemeindeerlass,BS,1985,etat,8
gemeindeerlass,BS,1986,etat,6
gemeindeerlass,BS,1989,educ,1
gemeindeerlass,BS,1989,etat,1
gemeindeerlass,BS,1990,etat,5
gemeindeerlass,BS,1991,infra,1
gemeindeerlass,BS,1992,etat,2
gemeindeerlass,BS,1992,infra,1
gemeindeerlass,BS,1993,educ,2
gemeindeerlass,BS,1993,etat,1
gemeindeerlass,BS,1993,fin,1
gemeindeerlass,BS,1993,infra,3
gemeindeerlass,BS,1994,educ,3
gemeindeerlass,BS,1994,etat,2
gemeindeerlass,BS,1995,educ,3
gemeindeerlass,BS,1995,etat,1
gemeindeerlass,BS,1995,infra,1
gemeindeerlass,BS,1996,etat,3
gemeindeerlass,BS,1996,infra,1
gemeindeerlass,BS,1997,educ,1
gemeindeerlass,BS,1997,etat,2
gemeindeerlass,BS,1997,fin,1
gemeindeerlass,BS,1997,sante,2
gemeindeerlass,BS,1998,etat,1
gemeindeerlass,BS,1999,educ,1
gemeindeerlass,BS,1999,etat,6
gemeindeerlass,BS,2000,sante,1
gemeindeerlass,BS,2001,etat,2
gemeindeerlass,BS,2001,sante,1
gemeindeerlass,BS,2002,educ,1
gemeindeerlass,BS,2002,etat,7
gemeindeerlass,BS,2002,infra,2
gemeindeerlass,BS,2002,sante,3
gemeindeerlass,BS,2003,educ,1
gemeindeerlass,BS,2003,etat,5
gemeindeerlass,BS,2003,sante,1
gemeindeerlass,BS,2004,etat,2
gemeindeerlass,BS,2004,sante,3
gemeindeerlass,BS,2005,eco,1
gemeindeerlass,BS,2005,educ,2
gemeindeerlass,BS,2005,etat,3
gemeindeerlass,BS,2006,educ,1
gemeindeerlass,BS,2006,infra,3
gemeindeerlass,BS,2007,etat,2
gemeindeerlass,BS,2007,infra,2
gemeindeerlass,BS,2007,sante,3
gemeindeerlass,BS,2008,etat,2
gemeindeerlass,BS,2008,infra,3
gemeindeerlass,BS,2008,sante,2
gemeindeerlass,BS,2009,educ,6
gemeindeerlass,BS,2009,etat,3
gemeindeerlass,BS,2009,infra,1
gemeindeerlass,BS,2010,educ,1
gemeindeerlass,BS,2010,etat,3
gemeindeerlass,BS,2010,infra,2
gemeindeerlass,BS,2011,etat,2
gemeindeerlass,BS,2011,sante,1
gemeindeerlass,BS,2012,etat,4
gemeindeerlass,BS,2012,fin,1
gemeindeerlass,BS,2012,sante,3
gemeindeerlass,BS,2013,etat,2
gemeindeerlass,BS,2013,infra,1
gemeindeerlass,BS,2014,etat,4
gemeindeerlass,BS,2014,infra,1
gemeindeerlass,BS,2014,sante,1
gemeindeerlass,BS,2015,infra,3
gemeindeerlass,BS,2016,educ,1
gemeindeerlass,BS,2016,etat,2
gemeindeerlass,BS,2017,infra,3
gemeindeerlass,BS,2019,educ,1
gemeindeerlass,BS,2019,infra,1
gemeindeerlass,BS,2020,etat,1
gemeindeerlass,BS,2021,etat,1
gemeindeerlass,BS,2022,etat,1
gemeindeerlass,BS,2023,educ,1
gemeindeerlass,BS,2023,etat,1
gemeindeerlass,BS,2024,educ,1
gemeindeerlass,BS,2024,etat,1
gemeindeerlass,BS,2024,infra,1
gemeindeerlass,BS,2025,etat,1
gemeindeerlass,BS,2026,etat,2
gesetz,VS,1802,etat,1
gesetz,GE,1803,etat,1
gesetz,TI,1803,etat,2
gesetz,VD,1803,etat,2
gesetz,VD,1804,autres,1
gesetz,GE,1815,etat,1
gesetz,GE,1817,fin,1
gesetz,VD,1831,etat,1
gesetz,GL,1835,etat,1
gesetz,BE,1837,sante,1
gesetz,AG,1838,infra,1
gesetz,AG,1840,etat,1
gesetz,GE,1841,fin,1
gesetz,LU,1842,etat,1
gesetz,BS,1846,etat,1
gesetz,FR,1848,etat,1
gesetz,GE,1849,autres,1
gesetz,NE,1849,infra,1
gesetz,FR,1850,fin,1
gesetz,VS,1850,etat,1
gesetz,BL,1851,etat,1
gesetz,FR,1852,etat,1
gesetz,VS,1855,etat,1
gesetz,AG,1856,infra,1
gesetz,GE,1856,eco,1
gesetz,VS,1856,fin,1
gesetz,BE,1859,sante,1
gesetz,FR,1859,sante,1
gesetz,LU,1859,fin,1
gesetz,UR,1859,etat,1
gesetz,SH,1860,eco,1
gesetz,AG,1861,sante,1
gesetz,GE,1861,autres,1
gesetz,LU,1861,autres,1
gesetz,AG,1862,infra,1
gesetz,BS,1864,sante,1
gesetz,VS,1864,etat,1
gesetz,ZH,1866,autres,1
gesetz,BE,1868,fin,1
gesetz,FR,1868,sante,1
gesetz,GR,1870,infra,1
gesetz,SZ,1870,infra,1
gesetz,AG,1871,fin,1
gesetz,LU,1871,fin,1
gesetz,NE,1871,etat,1
gesetz,BS,1872,etat,1
gesetz,GE,1872,educ,1
gesetz,LU,1872,etat,1
gesetz,AG,1873,fin,1
gesetz,FR,1873,etat,2
gesetz,NE,1873,etat,1
gesetz,SO,1873,sante,1
gesetz,BS,1875,sante,1
gesetz,FR,1875,etat,1
gesetz,GE,1875,educ,1
gesetz,BL,1876,fin,1
gesetz,BS,1876,infra,1
gesetz,GE,1876,sante,1
gesetz,GL,1877,etat,1
gesetz,OW,1877,infra,1
gesetz,VS,1877,etat,1
gesetz,GE,1878,sante,1
gesetz,BS,1879,sante,1
gesetz,GL,1879,autres,1
gesetz,ZH,1879,infra,1
gesetz,GE,1881,etat,1
gesetz,AR,1882,sante,1
gesetz,VD,1882,fin,1
gesetz,VS,1882,etat,1
gesetz,AR,1883,sante,1
gesetz,AI,1884,autres,1
gesetz,GE,1886,educ,1
gesetz,GE,1887,fin,1
gesetz,VS,1887,infra,1
gesetz,SG,1890,autres,1
gesetz,UR,1890,etat,1
gesetz,BS,1891,sante,1
gesetz,FR,1891,autres,1
gesetz,VD,1891,fin,1
gesetz,BS,1892,autres,1
gesetz,BE,1893,autres,1
gesetz,FR,1893,autres,1
gesetz,GL,1893,fin,1
gesetz,NE,1894,sante,1
gesetz,VD,1894,eco,1
gesetz,BS,1895,etat,1
gesetz,GE,1899,etat,1
gesetz,GE,1899,infra,1
gesetz,ZH,1899,educ,1
gesetz,ZH,1899,etat,1
gesetz,AR,1900,etat,1
gesetz,GL,1900,sante,1
gesetz,NW,1900,sante,1
gesetz,VS,1900,infra,1
gesetz,ZG,1900,autres,1
gesetz,SO,1901,autres,1
gesetz,AR,1902,infra,1
gesetz,BS,1902,etat,1
gesetz,GE,1902,autres,1
gesetz,LU,1902,infra,1
gesetz,NE,1902,eco,1
gesetz,SH,1904,etat,1
gesetz,NE,1905,etat,1
gesetz,SZ,1906,etat,1
gesetz,BS,1907,etat,1
gesetz,BS,1907,sante,1
gesetz,GE,1907,sante,1
gesetz,TI,1907,etat,1
gesetz,GE,1908,etat,1
gesetz,LU,1908,fin,1
gesetz,NE,1908,etat,1
gesetz,SO,1909,educ,1
gesetz,NE,1910,autres,1
gesetz,TI,1910,etat,1
gesetz,VD,1910,autres,1
gesetz,AG,1911,autres,1
gesetz,AG,1911,sante,1
gesetz,AI,1911,autres,1
gesetz,BE,1911,sante,1
gesetz,BL,1911,sante,1
gesetz,BS,1911,sante,2
gesetz,FR,1911,autres,1
gesetz,GL,1911,autres,1
gesetz,NW,1911,sante,1
gesetz,OW,1911,autres,1
gesetz,SG,1911,sante,1
gesetz,SH,1911,sante,1
gesetz,SO,1911,autres,1
gesetz,TI,1911,autres,1
gesetz,VD,1911,eco,1
gesetz,ZG,1911,autres,1
gesetz,GE,1912,autres,1
gesetz,SG,1912,eco,1
gesetz,TI,1912,infra,1
gesetz,AR,1913,infra,1
gesetz,FR,1913,etat,1
gesetz,LU,1913,etat,1
gesetz,LU,1913,infra,1
gesetz,TI,1913,infra,1
gesetz,ZH,1913,autres,1
gesetz,OW,1914,autres,1
gesetz,SG,1914,etat,1
gesetz,TI,1914,etat,1
gesetz,BS,1915,sante,1
gesetz,BE,1918,autres,1
gesetz,BE,1918,sante,1
gesetz,BS,1918,infra,1
gesetz,LU,1918,fin,1
gesetz,SO,1918,etat,1
gesetz,AG,1919,educ,1
gesetz,GE,1919,etat,1
gesetz,LU,1919,fin,1
gesetz,SG,1919,fin,1
gesetz,ZH,1919,autres,1
gesetz,ZH,1919,educ,1
gesetz,AR,1920,sante,1
gesetz,VD,1920,infra,1
gesetz,FR,1921,eco,1
gesetz,GL,1922,eco,1
gesetz,SH,1922,eco,1
gesetz,VD,1922,etat,1
gesetz,ZH,1922,eco,1
gesetz,BS,1923,autres,1
gesetz,BS,1923,eco,1
gesetz,GE,1923,eco,1
gesetz,GL,1923,autres,1
gesetz,NE,1923,eco,1
gesetz,SG,1923,etat,1
gesetz,SG,1923,sante,1
gesetz,VD,1923,eco,1
gesetz,VD,1923,infra,1
gesetz,AR,1924,eco,1
gesetz,BS,1924,etat,1
gesetz,FR,1924,etat,1
gesetz,VS,1924,eco,1
gesetz,VS,1924,infra,1
gesetz,SO,1925,infra,1
gesetz,ZH,1925,etat,1
gesetz,LU,1926,sante,1
gesetz,NE,1926,etat,1
gesetz,SO,1926,etat,1
gesetz,VD,1926,infra,1
gesetz,VS,1926,eco,1
gesetz,ZH,1926,etat,2
gesetz,BS,1927,etat,1
gesetz,GE,1927,educ,1
gesetz,GE,1927,etat,1
gesetz,SG,1927,etat,1
gesetz,SZ,1927,infra,1
gesetz,BS,1928,etat,1
gesetz,TI,1928,etat,1
gesetz,TI,1928,infra,1
gesetz,BS,1929,autres,1
gesetz,BS,1929,educ,1
gesetz,GE,1929,fin,1
gesetz,GE,1929,infra,1
gesetz,SZ,1929,fin,1
gesetz,ZH,1929,infra,1
gesetz,GE,1930,sante,1
gesetz,LU,1930,autres,1
gesetz,AR,1931,fin,1
gesetz,BL,1931,sante,1
gesetz,BS,1931,sante,1
gesetz,TI,1931,eco,1
gesetz,VS,1932,infra,1
gesetz,BS,1933,eco,1
gesetz,FR,1933,etat,1
gesetz,GE,1933,infra,1
gesetz,NE,1933,eco,1
gesetz,VD,1933,etat,1
gesetz,AG,1934,fin,1
gesetz,FR,1934,etat,1
gesetz,GE,1934,etat,1
gesetz,TI,1934,sante,1
gesetz,VD,1934,eco,1
gesetz,VD,1934,etat,2
gesetz,TG,1935,eco,1
gesetz,UR,1935,etat,1
gesetz,VD,1935,autres,1
gesetz,BS,1936,autres,1
gesetz,BS,1936,fin,1
gesetz,VD,1936,autres,1
gesetz,VS,1936,sante,1
gesetz,BS,1937,sante,1
gesetz,FR,1937,autres,2
gesetz,NE,1937,autres,1
gesetz,SG,1937,autres,1
gesetz,VD,1937,educ,1
gesetz,GE,1938,eco,1
gesetz,TG,1938,eco,1
gesetz,VD,1938,etat,1
gesetz,AG,1939,etat,1
gesetz,AI,1940,fin,1
gesetz,BE,1940,sante,1
gesetz,GE,1940,educ,1
gesetz,SG,1940,etat,1
gesetz,VD,1940,autres,1
gesetz,VD,1940,etat,1
gesetz,ZG,1940,autres,2
gesetz,ZG,1940,etat,1
gesetz,BL,1941,sante,1
gesetz,BS,1941,sante,2
gesetz,GE,1941,autres,3
gesetz,SG,1941,eco,1
gesetz,SG,1941,etat,1
gesetz,SH,1941,sante,1
gesetz,SO,1941,autres,1
gesetz,TI,1941,autres,1
gesetz,VD,1941,autres,1
gesetz,AG,1942,sante,1
gesetz,BS,1942,fin,1
gesetz,FR,1942,autres,1
gesetz,LU,1942,educ,1
gesetz,NE,1942,eco,1
gesetz,GE,1943,etat,1
gesetz,SO,1943,sante,1
gesetz,SZ,1943,sante,1
gesetz,ZH,1943,etat,1
gesetz,ZH,1943,sante,1
gesetz,AG,1944,sante,2
gesetz,BS,1944,autres,1
gesetz,GR,1944,etat,1
gesetz,SO,1944,educ,1
gesetz,TI,1944,infra,1
gesetz,VD,1944,eco,1
gesetz,VD,1944,infra,1
gesetz,BE,1945,etat,1
gesetz,BS,1945,autres,1
gesetz,GE,1945,fin,1
gesetz,NE,1945,autres,1
gesetz,TI,1945,autres,1
gesetz,TI,1945,etat,1
gesetz,GE,1946,eco,1
gesetz,GL,1946,etat,1
gesetz,JU,1946,sante,1
gesetz,LU,1946,eco,1
gesetz,NE,1946,eco,1
gesetz,SO,1946,etat,1
gesetz,SO,1946,sante,1
gesetz,SZ,1946,sante,1
gesetz,ZG,1946,etat,1
gesetz,TG,1947,sante,1
gesetz,VD,1947,autres,1
gesetz,VD,1947,etat,1
gesetz,VD,1947,fin,1
gesetz,AR,1948,eco,1
gesetz,BS,1948,etat,1
gesetz,GL,1948,sante,2
gesetz,LU,1948,etat,1
gesetz,VD,1948,etat,1
gesetz,AI,1949,autres,1
gesetz,AR,1949,sante,1
gesetz,FR,1949,autres,1
gesetz,FR,1949,etat,1
gesetz,NE,1949,eco,1
gesetz,VS,1949,sante,1
gesetz,BL,1950,etat,1
gesetz,BL,1950,infra,2
gesetz,GE,1950,eco,1
gesetz,GL,1950,sante,1
gesetz,VS,1950,sante,1
gesetz,AG,1951,sante,1
gesetz,BS,1951,sante,1
gesetz,FR,1951,educ,1
gesetz,GE,1951,sante,1
gesetz,GL,1951,sante,2
gesetz,NE,1951,etat,2
gesetz,SH,1951,sante,1
gesetz,TI,1951,infra,1
gesetz,BS,1952,sante,1
gesetz,GE,1952,sante,1
gesetz,SG,1952,sante,1
gesetz,UR,1952,infra,1
gesetz,VD,1952,etat,1
gesetz,VD,1952,sante,1
gesetz,FR,1953,autres,1
gesetz,FR,1953,etat,1
gesetz,GE,1953,autres,1
gesetz,GR,1953,infra,1
gesetz,LU,1953,autres,1
gesetz,NE,1953,infra,1
gesetz,SG,1953,etat,1
gesetz,SZ,1953,sante,2
gesetz,VS,1953,etat,1
gesetz,VS,1953,fin,1
gesetz,ZG,1953,sante,1
gesetz,AG,1954,infra,1
gesetz,OW,1954,sante,1
gesetz,SO,1954,autres,1
gesetz,TI,1954,etat,1
gesetz,VD,1954,etat,1
gesetz,VD,1954,sante,1
gesetz,AG,1955,etat,1
gesetz,BL,1955,educ,1
gesetz,NE,1955,etat,1
gesetz,SG,1955,etat,1
gesetz,SZ,1955,autres,1
gesetz,VD,1955,autres,2
gesetz,GE,1956,etat,1
gesetz,GR,1956,autres,1
gesetz,NE,1956,sante,1
gesetz,SH,1956,etat,1
gesetz,TI,1956,etat,1
gesetz,VD,1956,etat,1
gesetz,VD,1956,fin,1
gesetz,FR,1957,fin,1
gesetz,GE,1957,eco,1
gesetz,GE,1957,etat,1
gesetz,GE,1957,infra,1
gesetz,GR,1957,sante,2
gesetz,LU,1957,autres,1
gesetz,LU,1957,etat,1
gesetz,TI,1957,autres,1
gesetz,VD,1957,eco,1
gesetz,VD,1957,etat,2
gesetz,VD,1957,fin,1
gesetz,AG,1958,autres,1
gesetz,GE,1958,eco,1
gesetz,GE,1958,educ,1
gesetz,GE,1958,etat,1
gesetz,GE,1958,sante,2
gesetz,GR,1958,fin,1
gesetz,GR,1958,infra,1
gesetz,OW,1958,infra,1
gesetz,SZ,1958,autres,1
gesetz,SZ,1958,etat,1
gesetz,SZ,1958,infra,2
gesetz,SZ,1958,sante,1
gesetz,TI,1958,infra,1
gesetz,VS,1958,sante,1
gesetz,ZH,1958,sante,1
gesetz,GE,1959,fin,1
gesetz,GR,1959,educ,1
gesetz,JU,1959,sante,1
gesetz,SG,1959,eco,1
gesetz,SG,1959,etat,1
gesetz,SZ,1959,eco,1
gesetz,VD,1959,etat,2
gesetz,VS,1959,etat,1
gesetz,ZH,1959,etat,1
gesetz,BS,1960,etat,1
gesetz,FR,1960,fin,1
gesetz,GE,1960,educ,1
gesetz,GE,1960,fin,1
gesetz,LU,1960,infra,1
gesetz,NW,1960,fin,1
gesetz,SG,1960,etat,1
gesetz,SG,1960,infra,1
gesetz,TI,1960,infra,1
gesetz,AI,1961,infra,1
gesetz,BE,1961,sante,1
gesetz,BL,1961,sante,1
gesetz,FR,1961,eco,1
gesetz,FR,1961,infra,1
gesetz,GE,1961,etat,3
gesetz,GE,1961,infra,1
gesetz,GE,1961,sante,1
gesetz,GR,1961,fin,1
gesetz,LU,1961,autres,1
gesetz,LU,1961,fin,1
gesetz,OW,1961,sante,1
gesetz,SO,1961,infra,2
gesetz,SZ,1961,infra,1
gesetz,TI,1961,etat,1
gesetz,TI,1961,infra,1
gesetz,VD,1961,eco,1
gesetz,VD,1961,etat,1
gesetz,AI,1962,autres,1
gesetz,AI,1962,sante,1
gesetz,AR,1962,sante,1
gesetz,BS,1962,educ,1
gesetz,BS,1962,sante,2
gesetz,FR,1962,eco,1
gesetz,GE,1962,sante,1
gesetz,GR,1962,educ,1
gesetz,LU,1962,etat,1
gesetz,VD,1962,eco,1
gesetz,VD,1962,infra,1
gesetz,VS,1962,autres,1
gesetz,VS,1962,educ,1
gesetz,ZH,1962,sante,2
gesetz,AG,1963,sante,1
gesetz,AR,1963,educ,1
gesetz,BL,1963,educ,1
gesetz,BS,1963,educ,1
gesetz,BS,1963,sante,1
gesetz,FR,1963,fin,1
gesetz,GE,1963,etat,2
gesetz,GL,1963,sante,1
gesetz,GR,1963,eco,1
gesetz,NE,1963,etat,1
gesetz,SO,1963,educ,1
gesetz,SO,1963,etat,1
gesetz,TI,1963,etat,1
gesetz,VD,1963,educ,1
gesetz,VD,1963,fin,1
gesetz,VS,1963,educ,1
gesetz,ZH,1963,etat,2
gesetz,ZH,1963,infra,1
gesetz,AG,1964,fin,1
gesetz,BE,1964,infra,1
gesetz,BS,1964,autres,1
gesetz,FR,1964,etat,1
gesetz,GE,1964,infra,1
gesetz,GL,1964,etat,2
gesetz,JU,1964,sante,1
gesetz,LU,1964,etat,1
gesetz,NE,1964,etat,1
gesetz,NE,1964,sante,1
gesetz,NW,1964,autres,1
gesetz,SG,1964,sante,1
gesetz,SH,1964,infra,1
gesetz,SO,1964,sante,1
gesetz,TI,1964,etat,1
gesetz,TI,1964,sante,1
gesetz,UR,1964,fin,1
gesetz,VD,1964,eco,1
gesetz,VD,1964,sante,1
gesetz,ZG,1964,etat,1
gesetz,AG,1965,infra,1
gesetz,AR,1965,sante,1
gesetz,BE,1965,infra,1
gesetz,FR,1965,etat,2
gesetz,FR,1965,sante,3
gesetz,GE,1965,eco,1
gesetz,GE,1965,etat,2
gesetz,GE,1965,infra,1
gesetz,GE,1965,sante,3
gesetz,GL,1965,autres,2
gesetz,GL,1965,sante,1
gesetz,GR,1965,educ,1
gesetz,GR,1965,etat,1
gesetz,NW,1965,etat,1
gesetz,NW,1965,sante,1
gesetz,SG,1965,etat,1
gesetz,SG,1965,infra,1
gesetz,SH,1965,etat,1
gesetz,SZ,1965,autres,1
gesetz,SZ,1965,infra,1
gesetz,SZ,1965,sante,1
gesetz,TI,1965,etat,2
gesetz,VD,1965,sante,3
gesetz,VS,1965,etat,1
gesetz,VS,1965,infra,1
gesetz,ZG,1965,educ,1
gesetz,ZG,1965,etat,1
gesetz,AG,1966,sante,1
gesetz,AI,1966,etat,2
gesetz,AR,1966,sante,2
gesetz,BS,1966,infra,1
gesetz,FR,1966,etat,1
gesetz,FR,1966,sante,1
gesetz,GL,1966,sante,1
gesetz,LU,1966,etat,1
gesetz,SG,1966,eco,1
gesetz,SO,1966,autres,1
gesetz,SO,1966,etat,1
gesetz,SO,1966,sante,1
gesetz,TG,1966,sante,1
gesetz,TI,1966,autres,1
gesetz,TI,1966,etat,1
gesetz,UR,1966,educ,2
gesetz,UR,1966,sante,1
gesetz,VD,1966,autres,1
gesetz,VD,1966,eco,1
gesetz,VD,1966,etat,2
gesetz,VS,1966,sante,1
gesetz,ZG,1966,etat,1
gesetz,ZH,1966,etat,1
gesetz,ZH,1966,infra,1
gesetz,AR,1967,sante,1
gesetz,BL,1967,infra,1
gesetz,BL,1967,sante,1
gesetz,BS,1967,sante,2
gesetz,FR,1967,autres,2
gesetz,FR,1967,infra,2
gesetz,GE,1967,eco,1
gesetz,GE,1967,infra,1
gesetz,GE,1967,sante,1
gesetz,GR,1967,etat,1
gesetz,LU,1967,autres,1
gesetz,NE,1967,sante,1
gesetz,NW,1967,infra,2
gesetz,SG,1967,etat,2
gesetz,SG,1967,fin,1
gesetz,SH,1967,etat,1
