# Swiss Law Collection — all cantonal acts: instrument type × canton × enactment year × legal domain
# counting_unit: published_copies — one count per canton whose collection publishes the act
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
instrument_type,canton,year,domain,count
verordnung,NW,1969,fin,3
verordnung,SG,1969,etat,2
verordnung,SG,1969,sante,1
verordnung,SO,1969,eco,1
verordnung,SO,1969,etat,1
verordnung,SO,1969,sante,1
verordnung,VS,1969,eco,1
verordnung,VS,1969,sante,1
verordnung,ZH,1969,infra,3
verordnung,ZH,1969,sante,1
verordnung,AG,1970,etat,1
verordnung,AR,1970,autres,1
verordnung,BE,1970,infra,1
verordnung,BL,1970,etat,1
verordnung,BS,1970,infra,1
verordnung,GR,1970,etat,1
verordnung,GR,1970,sante,2
verordnung,LU,1970,infra,3
verordnung,LU,1970,sante,1
verordnung,NE,1970,fin,1
verordnung,SG,1970,eco,1
verordnung,SG,1970,etat,4
verordnung,SG,1970,infra,1
verordnung,SO,1970,autres,1
verordnung,SO,1970,educ,1
verordnung,SO,1970,etat,1
verordnung,SZ,1970,autres,1
verordnung,SZ,1970,etat,1
verordnung,SZ,1970,sante,1
verordnung,ZH,1970,etat,2
verordnung,ZH,1970,infra,2
verordnung,AG,1971,sante,2
verordnung,AI,1971,etat,2
verordnung,AR,1971,sante,1
verordnung,BE,1971,sante,1
verordnung,BL,1971,infra,1
verordnung,BS,1971,eco,1
verordnung,BS,1971,educ,2
verordnung,BS,1971,etat,1
verordnung,BS,1971,sante,1
verordnung,FR,1971,eco,1
verordnung,GL,1971,educ,1
verordnung,GR,1971,educ,2
verordnung,GR,1971,etat,1
verordnung,GR,1971,sante,1
verordnung,LU,1971,infra,1
verordnung,LU,1971,sante,1
verordnung,SG,1971,educ,1
verordnung,SG,1971,etat,1
verordnung,SG,1971,fin,1
verordnung,SG,1971,infra,1
verordnung,SO,1971,educ,2
verordnung,SO,1971,etat,2
verordnung,SO,1971,sante,2
verordnung,TG,1971,sante,1
verordnung,TI,1971,infra,1
verordnung,ZH,1971,eco,1
verordnung,ZH,1971,educ,1
verordnung,ZH,1971,etat,1
verordnung,AG,1972,autres,1
verordnung,AG,1972,eco,1
verordnung,AG,1972,educ,1
verordnung,AG,1972,etat,1
verordnung,AG,1972,sante,1
verordnung,AI,1972,autres,1
verordnung,AI,1972,eco,1
verordnung,AI,1972,sante,1
verordnung,BE,1972,etat,1
verordnung,BE,1972,sante,1
verordnung,BL,1972,etat,2
verordnung,BL,1972,fin,1
verordnung,BL,1972,infra,2
verordnung,BS,1972,educ,1
verordnung,BS,1972,etat,1
verordnung,BS,1972,infra,1
verordnung,BS,1972,sante,1
verordnung,FR,1972,infra,1
verordnung,GL,1972,educ,1
verordnung,GR,1972,autres,1
verordnung,GR,1972,etat,1
verordnung,LU,1972,autres,1
verordnung,LU,1972,etat,1
verordnung,NE,1972,etat,1
verordnung,NE,1972,infra,1
verordnung,NW,1972,infra,1
verordnung,OW,1972,autres,1
verordnung,OW,1972,infra,1
verordnung,SG,1972,etat,1
verordnung,SG,1972,fin,2
verordnung,SG,1972,infra,1
verordnung,SH,1972,sante,1
verordnung,SO,1972,autres,1
verordnung,SO,1972,infra,1
verordnung,SZ,1972,autres,1
verordnung,TG,1972,etat,1
verordnung,ZG,1972,infra,1
verordnung,ZH,1972,infra,1
verordnung,AG,1973,etat,1
verordnung,AG,1973,sante,1
verordnung,AI,1973,etat,1
verordnung,AI,1973,infra,1
verordnung,AI,1973,sante,1
verordnung,AR,1973,fin,1
verordnung,AR,1973,infra,1
verordnung,BE,1973,educ,1
verordnung,BE,1973,fin,1
verordnung,BL,1973,infra,1
verordnung,BL,1973,sante,1
verordnung,BS,1973,educ,3
verordnung,BS,1973,etat,1
verordnung,BS,1973,infra,1
verordnung,BS,1973,sante,2
verordnung,FR,1973,autres,1
verordnung,LU,1973,etat,4
verordnung,LU,1973,infra,1
verordnung,NW,1973,autres,1
verordnung,OW,1973,infra,2
verordnung,OW,1973,sante,1
verordnung,SH,1973,educ,1
verordnung,SH,1973,etat,1
verordnung,SH,1973,sante,1
verordnung,SO,1973,educ,2
verordnung,SZ,1973,educ,1
verordnung,SZ,1973,infra,1
verordnung,TG,1973,eco,1
verordnung,TG,1973,infra,1
verordnung,ZG,1973,autres,1
verordnung,BE,1974,sante,2
verordnung,BL,1974,educ,1
verordnung,BL,1974,etat,1
verordnung,BL,1974,fin,1
verordnung,BS,1974,etat,2
verordnung,BS,1974,infra,3
verordnung,GL,1974,educ,1
verordnung,GL,1974,etat,1
verordnung,GR,1974,autres,2
verordnung,GR,1974,educ,2
verordnung,GR,1974,etat,1
verordnung,GR,1974,sante,1
verordnung,JU,1974,eco,1
verordnung,JU,1974,sante,1
verordnung,LU,1974,infra,2
verordnung,NW,1974,infra,1
verordnung,SG,1974,educ,1
verordnung,SG,1974,etat,1
verordnung,SG,1974,fin,1
verordnung,SG,1974,infra,3
verordnung,SH,1974,etat,1
verordnung,SO,1974,educ,2
verordnung,SO,1974,etat,2
verordnung,SO,1974,infra,1
verordnung,SZ,1974,educ,1
verordnung,SZ,1974,fin,1
verordnung,SZ,1974,infra,1
verordnung,TG,1974,infra,1
verordnung,TG,1974,sante,1
verordnung,TI,1974,infra,1
verordnung,VS,1974,educ,1
verordnung,VS,1974,sante,1
verordnung,ZG,1974,etat,1
verordnung,ZH,1974,etat,1
verordnung,AG,1975,educ,1
verordnung,AG,1975,infra,1
verordnung,AI,1975,autres,1
verordnung,BE,1975,educ,4
verordnung,BE,1975,sante,1
verordnung,BL,1975,eco,1
verordnung,BL,1975,fin,1
verordnung,BL,1975,sante,1
verordnung,BS,1975,eco,1
verordnung,BS,1975,educ,3
verordnung,BS,1975,etat,1
verordnung,BS,1975,sante,1
verordnung,FR,1975,autres,1
verordnung,GL,1975,eco,2
verordnung,GR,1975,educ,1
verordnung,GR,1975,infra,1
verordnung,GR,1975,sante,1
verordnung,LU,1975,autres,3
verordnung,LU,1975,etat,1
verordnung,NE,1975,infra,19
verordnung,NW,1975,infra,1
verordnung,OW,1975,etat,1
verordnung,OW,1975,infra,1
verordnung,SG,1975,etat,1
verordnung,SG,1975,infra,4
verordnung,SG,1975,sante,1
verordnung,SZ,1975,eco,1
verordnung,SZ,1975,educ,1
verordnung,SZ,1975,etat,1
verordnung,TG,1975,infra,1
verordnung,ZG,1975,autres,1
verordnung,ZH,1975,autres,1
verordnung,ZH,1975,etat,1
verordnung,ZH,1975,infra,2
verordnung,ZH,1975,sante,1
verordnung,AG,1976,etat,1
verordnung,AG,1976,infra,1
verordnung,BE,1976,etat,1
verordnung,BL,1976,eco,1
verordnung,BL,1976,infra,1
verordnung,BL,1976,sante,1
verordnung,BS,1976,etat,1
verordnung,BS,1976,sante,1
verordnung,GL,1976,sante,1
verordnung,GR,1976,educ,2
verordnung,GR,1976,sante,1
verordnung,JU,1976,sante,2
verordnung,LU,1976,autres,1
verordnung,LU,1976,eco,1
verordnung,LU,1976,etat,1
verordnung,LU,1976,sante,2
verordnung,NE,1976,etat,1
verordnung,NW,1976,etat,1
verordnung,OW,1976,eco,1
verordnung,OW,1976,infra,1
verordnung,SG,1976,autres,1
verordnung,SG,1976,eco,1
verordnung,SG,1976,educ,1
verordnung,SG,1976,sante,1
verordnung,SH,1976,sante,1
verordnung,SO,1976,educ,2
verordnung,SZ,1976,infra,1
verordnung,TG,1976,etat,1
verordnung,TG,1976,infra,1
verordnung,TG,1976,sante,1
verordnung,TI,1976,sante,1
verordnung,VS,1976,fin,3
verordnung,ZH,1976,autres,1
verordnung,ZH,1976,educ,2
verordnung,ZH,1976,etat,1
verordnung,ZH,1976,infra,1
verordnung,AG,1977,infra,1
verordnung,AI,1977,autres,1
verordnung,BL,1977,etat,1
verordnung,BL,1977,infra,3
verordnung,BL,1977,sante,1
verordnung,BS,1977,etat,2
verordnung,BS,1977,infra,1
verordnung,BS,1977,sante,1
verordnung,GR,1977,autres,1
verordnung,GR,1977,infra,1
verordnung,GR,1977,sante,1
verordnung,JU,1977,sante,1
verordnung,LU,1977,autres,1
verordnung,LU,1977,etat,1
verordnung,LU,1977,infra,1
verordnung,OW,1977,autres,1
verordnung,SG,1977,autres,2
verordnung,SG,1977,eco,1
verordnung,SG,1977,educ,1
verordnung,SG,1977,etat,1
verordnung,SG,1977,fin,1
verordnung,SG,1977,infra,1
verordnung,SH,1977,autres,1
verordnung,SH,1977,fin,1
verordnung,SH,1977,infra,1
verordnung,SO,1977,autres,1
verordnung,SO,1977,educ,2
verordnung,SO,1977,etat,1
verordnung,TG,1977,eco,1
verordnung,TG,1977,etat,2
verordnung,TI,1977,infra,1
verordnung,ZG,1977,etat,1
verordnung,ZG,1977,infra,2
verordnung,ZH,1977,autres,1
verordnung,ZH,1977,etat,1
verordnung,ZH,1977,infra,4
verordnung,AG,1978,educ,1
verordnung,AG,1978,infra,1
verordnung,AG,1978,sante,1
verordnung,AI,1978,fin,1
verordnung,BE,1978,infra,1
verordnung,BE,1978,sante,1
verordnung,BL,1978,autres,1
verordnung,BS,1978,autres,1
verordnung,BS,1978,educ,1
verordnung,FR,1978,sante,1
verordnung,GL,1978,eco,1
verordnung,GR,1978,autres,1
verordnung,GR,1978,etat,1
verordnung,JU,1978,autres,9
verordnung,JU,1978,eco,26
verordnung,JU,1978,educ,20
verordnung,JU,1978,etat,25
verordnung,JU,1978,fin,8
verordnung,JU,1978,infra,20
verordnung,JU,1978,sante,21
verordnung,LU,1978,educ,1
verordnung,LU,1978,etat,2
verordnung,LU,1978,infra,1
verordnung,NE,1978,infra,1
verordnung,NW,1978,eco,1
verordnung,OW,1978,sante,1
verordnung,SG,1978,autres,2
verordnung,SG,1978,sante,2
verordnung,SH,1978,educ,1
verordnung,SH,1978,etat,2
verordnung,SH,1978,sante,2
verordnung,SO,1978,autres,3
verordnung,SO,1978,educ,2
verordnung,SO,1978,infra,5
verordnung,SZ,1978,sante,1
verordnung,TG,1978,autres,1
verordnung,TG,1978,etat,1
verordnung,TI,1978,sante,1
verordnung,ZH,1978,etat,4
verordnung,ZH,1978,infra,3
verordnung,ZH,1978,sante,1
verordnung,AG,1979,sante,1
verordnung,AI,1979,autres,1
verordnung,BE,1979,autres,1
verordnung,BE,1979,educ,1
verordnung,BE,1979,sante,1
verordnung,BL,1979,etat,1
verordnung,BL,1979,infra,5
verordnung,BL,1979,sante,1
verordnung,BS,1979,etat,1
verordnung,BS,1979,infra,1
verordnung,BS,1979,sante,1
verordnung,FR,1979,fin,1
verordnung,FR,1979,infra,6
verordnung,GL,1979,infra,1
verordnung,GR,1979,sante,1
verordnung,JU,1979,educ,1
verordnung,JU,1979,etat,2
verordnung,JU,1979,fin,1
verordnung,JU,1979,sante,3
verordnung,LU,1979,autres,1
verordnung,NE,1979,educ,1
verordnung,NE,1979,infra,1
verordnung,NE,1979,sante,1
verordnung,SG,1979,eco,2
verordnung,SG,1979,infra,1
verordnung,SG,1979,sante,1
verordnung,SH,1979,etat,1
verordnung,SH,1979,infra,2
verordnung,SO,1979,educ,1
verordnung,SO,1979,etat,3
verordnung,SO,1979,infra,1
verordnung,SO,1979,sante,2
verordnung,SZ,1979,infra,1
verordnung,TG,1979,etat,2
verordnung,TI,1979,infra,1
verordnung,ZG,1979,sante,1
verordnung,ZH,1979,autres,1
verordnung,ZH,1979,eco,2
verordnung,ZH,1979,etat,1
verordnung,AG,1980,autres,1
verordnung,AG,1980,sante,1
verordnung,BE,1980,etat,3
verordnung,BE,1980,fin,1
verordnung,BE,1980,sante,1
verordnung,BL,1980,eco,1
verordnung,BL,1980,etat,1
verordnung,BL,1980,infra,4
verordnung,BS,1980,eco,1
verordnung,BS,1980,educ,1
verordnung,BS,1980,etat,4
verordnung,BS,1980,infra,1
verordnung,FR,1980,educ,1
verordnung,FR,1980,etat,1
verordnung,GR,1980,etat,3
verordnung,JU,1980,autres,1
verordnung,JU,1980,educ,1
verordnung,JU,1980,etat,11
verordnung,JU,1980,infra,10
verordnung,JU,1980,sante,2
verordnung,LU,1980,etat,1
verordnung,LU,1980,sante,1
verordnung,OW,1980,autres,2
verordnung,OW,1980,eco,1
verordnung,SG,1980,educ,2
verordnung,SG,1980,etat,7
verordnung,SG,1980,infra,1
verordnung,SG,1980,sante,1
verordnung,SH,1980,etat,2
verordnung,SH,1980,infra,2
verordnung,SO,1980,educ,2
verordnung,SO,1980,etat,1
verordnung,SZ,1980,infra,3
verordnung,TG,1980,autres,1
verordnung,TG,1980,etat,3
verordnung,TG,1980,sante,1
verordnung,TI,1980,etat,1
verordnung,ZG,1980,autres,1
verordnung,ZG,1980,infra,1
verordnung,ZG,1980,sante,2
verordnung,ZH,1980,eco,1
verordnung,ZH,1980,etat,5
verordnung,ZH,1980,infra,1
verordnung,ZH,1980,sante,1
verordnung,AG,1981,autres,1
verordnung,AG,1981,eco,1
verordnung,AG,1981,etat,2
verordnung,AG,1981,fin,2
verordnung,AG,1981,infra,1
verordnung,AR,1981,sante,1
verordnung,BE,1981,etat,1
verordnung,BL,1981,etat,3
verordnung,BL,1981,fin,2
verordnung,BL,1981,infra,1
verordnung,BS,1981,etat,2
verordnung,BS,1981,infra,3
verordnung,FR,1981,etat,1
verordnung,GL,1981,eco,1
verordnung,GL,1981,etat,1
verordnung,JU,1981,autres,1
verordnung,JU,1981,educ,1
verordnung,JU,1981,etat,5
verordnung,JU,1981,sante,3
verordnung,LU,1981,etat,1
verordnung,LU,1981,sante,1
verordnung,NE,1981,educ,1
verordnung,NE,1981,etat,1
verordnung,NE,1981,infra,1
verordnung,NW,1981,etat,2
verordnung,OW,1981,autres,1
verordnung,OW,1981,etat,3
verordnung,SG,1981,educ,2
verordnung,SG,1981,etat,3
verordnung,SG,1981,sante,3
verordnung,SH,1981,eco,1
verordnung,SO,1981,autres,1
verordnung,SO,1981,eco,1
verordnung,SO,1981,etat,1
verordnung,SZ,1981,etat,1
verordnung,SZ,1981,sante,1
verordnung,TG,1981,infra,3
verordnung,TG,1981,sante,1
verordnung,ZG,1981,autres,1
verordnung,ZG,1981,etat,1
verordnung,ZG,1981,sante,2
verordnung,ZH,1981,eco,1
verordnung,ZH,1981,etat,1
verordnung,ZH,1981,infra,2
verordnung,ZH,1981,sante,3
verordnung,AG,1982,etat,2
verordnung,AG,1982,infra,1
verordnung,AI,1982,fin,1
verordnung,BE,1982,autres,1
verordnung,BE,1982,eco,1
verordnung,BE,1982,etat,2
verordnung,BE,1982,sante,1
verordnung,BL,1982,autres,1
verordnung,BL,1982,etat,1
verordnung,BL,1982,fin,1
verordnung,BS,1982,educ,2
verordnung,BS,1982,etat,1
verordnung,BS,1982,infra,1
verordnung,BS,1982,sante,5
verordnung,GR,1982,educ,2
verordnung,GR,1982,etat,2
verordnung,JU,1982,autres,2
verordnung,JU,1982,eco,2
verordnung,JU,1982,educ,1
verordnung,JU,1982,etat,5
verordnung,JU,1982,fin,2
verordnung,JU,1982,infra,1
verordnung,LU,1982,autres,1
verordnung,NE,1982,etat,1
verordnung,NE,1982,sante,1
verordnung,NW,1982,sante,1
verordnung,OW,1982,infra,1
verordnung,OW,1982,sante,1
verordnung,SG,1982,eco,1
verordnung,SG,1982,educ,1
verordnung,SG,1982,fin,1
verordnung,SG,1982,infra,1
verordnung,SG,1982,sante,2
verordnung,SH,1982,sante,3
verordnung,SO,1982,educ,2
verordnung,SZ,1982,autres,1
verordnung,TG,1982,eco,1
verordnung,TG,1982,etat,3
verordnung,TG,1982,sante,1
verordnung,UR,1982,sante,1
verordnung,VD,1982,educ,1
verordnung,ZG,1982,eco,1
verordnung,ZG,1982,etat,1
verordnung,ZH,1982,fin,2
verordnung,AG,1983,etat,2
verordnung,AG,1983,infra,1
verordnung,AG,1983,sante,2
verordnung,AI,1983,sante,1
verordnung,BE,1983,educ,2
verordnung,BE,1983,infra,1
verordnung,BE,1983,sante,2
verordnung,BL,1983,autres,1
verordnung,BL,1983,educ,1
verordnung,BL,1983,infra,1
verordnung,BS,1983,etat,1
verordnung,BS,1983,infra,1
verordnung,BS,1983,sante,2
verordnung,FR,1983,autres,1
verordnung,FR,1983,etat,1
verordnung,GL,1983,autres,1
verordnung,GL,1983,infra,1
verordnung,GL,1983,sante,1
verordnung,JU,1983,autres,1
verordnung,JU,1983,eco,1
verordnung,JU,1983,educ,6
verordnung,JU,1983,etat,2
verordnung,JU,1983,infra,1
verordnung,JU,1983,sante,1
verordnung,LU,1983,autres,1
verordnung,LU,1983,sante,4
verordnung,NE,1983,etat,1
verordnung,NE,1983,infra,2
verordnung,NE,1983,sante,1
verordnung,OW,1983,etat,3
verordnung,OW,1983,infra,1
verordnung,OW,1983,sante,2
verordnung,SG,1983,autres,1
verordnung,SG,1983,educ,1
verordnung,SG,1983,etat,1
verordnung,SG,1983,sante,1
verordnung,SH,1983,autres,1
verordnung,SH,1983,educ,2
verordnung,SH,1983,fin,1
verordnung,SO,1983,educ,1
verordnung,SO,1983,etat,2
verordnung,SO,1983,sante,3
verordnung,SZ,1983,infra,1
verordnung,SZ,1983,sante,2
verordnung,TG,1983,educ,1
verordnung,TG,1983,infra,2
verordnung,TG,1983,sante,2
verordnung,VS,1983,eco,1
verordnung,VS,1983,educ,1
verordnung,VS,1983,etat,1
verordnung,ZG,1983,etat,1
verordnung,ZG,1983,sante,4
verordnung,ZH,1983,infra,3
verordnung,ZH,1983,sante,1
verordnung,AG,1984,educ,1
verordnung,AG,1984,etat,5
verordnung,AG,1984,infra,2
verordnung,AG,1984,sante,1
verordnung,AR,1984,autres,1
verordnung,AR,1984,eco,1
verordnung,AR,1984,sante,1
verordnung,BE,1984,etat,1
verordnung,BL,1984,autres,1
verordnung,BL,1984,eco,2
verordnung,BL,1984,educ,6
verordnung,BL,1984,etat,2
verordnung,BL,1984,fin,1
verordnung,BL,1984,infra,1
verordnung,BL,1984,sante,6
verordnung,BS,1984,autres,1
verordnung,BS,1984,eco,2
verordnung,BS,1984,etat,3
verordnung,BS,1984,infra,1
verordnung,BS,1984,sante,2
verordnung,GL,1984,fin,1
verordnung,GL,1984,sante,2
verordnung,GR,1984,educ,1
verordnung,GR,1984,etat,1
verordnung,GR,1984,infra,1
verordnung,GR,1984,sante,2
verordnung,JU,1984,eco,1
verordnung,JU,1984,educ,4
verordnung,JU,1984,etat,2
verordnung,JU,1984,sante,1
verordnung,LU,1984,infra,2
verordnung,NE,1984,infra,2
verordnung,NE,1984,sante,1
verordnung,OW,1984,eco,1
verordnung,OW,1984,infra,1
verordnung,SG,1984,educ,2
verordnung,SG,1984,etat,3
verordnung,SG,1984,fin,1
verordnung,SG,1984,infra,1
verordnung,SH,1984,educ,3
verordnung,SH,1984,etat,2
verordnung,SH,1984,sante,3
verordnung,SO,1984,etat,1
verordnung,SO,1984,infra,1
verordnung,SZ,1984,educ,1
verordnung,SZ,1984,sante,2
verordnung,TG,1984,etat,3
verordnung,TG,1984,sante,1
verordnung,ZG,1984,autres,1
verordnung,ZG,1984,educ,1
verordnung,ZH,1984,educ,1
verordnung,ZH,1984,etat,2
verordnung,ZH,1984,sante,1
verordnung,AG,1985,autres,1
verordnung,AG,1985,educ,6
verordnung,AG,1985,etat,1
verordnung,AG,1985,sante,1
verordnung,AI,1985,eco,1
verordnung,BE,1985,educ,1
verordnung,BE,1985,fin,1
verordnung,BE,1985,infra,6
verordnung,BE,1985,sante,2
verordnung,BL,1985,infra,1
verordnung,BL,1985,sante,2
verordnung,BS,1985,educ,1
verordnung,GL,1985,infra,1
verordnung,GR,1985,educ,1
verordnung,GR,1985,sante,2
verordnung,JU,1985,etat,6
verordnung,JU,1985,infra,2
verordnung,LU,1985,sante,5
verordnung,NE,1985,fin,1
verordnung,NE,1985,sante,1
verordnung,OW,1985,autres,1
verordnung,OW,1985,educ,1
verordnung,SG,1985,etat,1
verordnung,SG,1985,sante,3
verordnung,SH,1985,educ,3
verordnung,SH,1985,infra,1
verordnung,SO,1985,autres,1
verordnung,SO,1985,eco,1
verordnung,SO,1985,sante,1
verordnung,TG,1985,etat,1
verordnung,TG,1985,sante,1
verordnung,TI,1985,eco,1
verordnung,VS,1985,eco,2
verordnung,VS,1985,educ,1
verordnung,VS,1985,infra,1
verordnung,ZG,1985,autres,1
verordnung,ZG,1985,etat,1
verordnung,ZG,1985,infra,2
verordnung,ZH,1985,autres,1
verordnung,ZH,1985,educ,1
verordnung,ZH,1985,infra,1
verordnung,AG,1986,autres,1
verordnung,AG,1986,educ,1
verordnung,AG,1986,etat,2
verordnung,AI,1986,eco,1
verordnung,AR,1986,autres,1
verordnung,AR,1986,sante,1
verordnung,BE,1986,educ,2
verordnung,BE,1986,etat,2
verordnung,BS,1986,autres,1
verordnung,BS,1986,infra,1
verordnung,BS,1986,sante,2
verordnung,FR,1986,autres,1
verordnung,FR,1986,eco,1
verordnung,FR,1986,infra,1
verordnung,GL,1986,educ,1
verordnung,GR,1986,etat,1
verordnung,JU,1986,eco,2
verordnung,JU,1986,educ,3
verordnung,JU,1986,etat,3
verordnung,JU,1986,infra,1
verordnung,LU,1986,autres,1
verordnung,LU,1986,infra,1
verordnung,NE,1986,educ,2
verordnung,NE,1986,fin,1
verordnung,NE,1986,infra,2
verordnung,OW,1986,etat,1
verordnung,OW,1986,fin,1
verordnung,SG,1986,autres,1
verordnung,SG,1986,eco,1
verordnung,SG,1986,educ,3
verordnung,SG,1986,etat,1
verordnung,SG,1986,sante,3
verordnung,SH,1986,etat,1
verordnung,SH,1986,infra,1
verordnung,SH,1986,sante,1
verordnung,SO,1986,autres,1
verordnung,SO,1986,etat,5
verordnung,SO,1986,fin,12
verordnung,SO,1986,infra,1
verordnung,SO,1986,sante,5
verordnung,SZ,1986,fin,1
verordnung,SZ,1986,infra,1
verordnung,TG,1986,autres,1
verordnung,TG,1986,sante,1
verordnung,TI,1986,eco,1
verordnung,VS,1986,educ,1
verordnung,VS,1986,etat,1
verordnung,ZH,1986,autres,1
verordnung,ZH,1986,educ,3
verordnung,ZH,1986,etat,1
verordnung,ZH,1986,fin,2
verordnung,AG,1987,autres,1
verordnung,AG,1987,educ,1
verordnung,AG,1987,etat,1
verordnung,AI,1987,etat,1
verordnung,AR,1987,infra,1
verordnung,BE,1987,educ,1
verordnung,BE,1987,etat,3
verordnung,BE,1987,infra,1
verordnung,BL,1987,eco,1
verordnung,BL,1987,fin,1
verordnung,BS,1987,eco,1
verordnung,BS,1987,etat,1
verordnung,FR,1987,educ,1
verordnung,FR,1987,etat,1
verordnung,GL,1987,etat,1
verordnung,GR,1987,educ,1
verordnung,JU,1987,educ,1
verordnung,JU,1987,etat,1
verordnung,JU,1987,fin,1
verordnung,JU,1987,sante,2
verordnung,LU,1987,autres,2
verordnung,LU,1987,etat,1
verordnung,NE,1987,autres,1
verordnung,NE,1987,infra,3
verordnung,NW,1987,educ,1
verordnung,NW,1987,etat,1
verordnung,OW,1987,autres,1
verordnung,OW,1987,etat,2
verordnung,OW,1987,infra,2
verordnung,OW,1987,sante,1
verordnung,SG,1987,eco,1
verordnung,SG,1987,etat,2
verordnung,SG,1987,infra,1
verordnung,SG,1987,sante,1
verordnung,SH,1987,educ,1
verordnung,SH,1987,etat,1
verordnung,SH,1987,infra,1
verordnung,SO,1987,autres,2
verordnung,SO,1987,eco,1
verordnung,SO,1987,educ,4
verordnung,SO,1987,etat,7
verordnung,SO,1987,fin,2
verordnung,SO,1987,infra,1
verordnung,SO,1987,sante,1
verordnung,SZ,1987,fin,1
verordnung,SZ,1987,sante,2
verordnung,TI,1987,infra,1
verordnung,TI,1987,sante,1
verordnung,VS,1987,educ,2
verordnung,ZH,1987,educ,3
verordnung,ZH,1987,etat,2
verordnung,ZH,1987,infra,1
verordnung,AG,1988,educ,1
verordnung,AG,1988,etat,2
verordnung,AR,1988,educ,1
verordnung,BE,1988,educ,2
verordnung,BL,1988,autres,1
verordnung,BL,1988,etat,1
verordnung,BL,1988,infra,2
verordnung,BL,1988,sante,2
verordnung,BS,1988,etat,3
verordnung,BS,1988,fin,1
verordnung,FR,1988,etat,1
verordnung,FR,1988,infra,2
verordnung,GE,1988,autres,1
verordnung,GL,1988,etat,1
verordnung,GR,1988,educ,2
verordnung,JU,1988,autres,1
verordnung,JU,1988,educ,2
verordnung,JU,1988,etat,4
verordnung,JU,1988,fin,2
verordnung,JU,1988,sante,3
verordnung,LU,1988,autres,2
verordnung,LU,1988,infra,1
verordnung,LU,1988,sante,2
verordnung,NE,1988,autres,1
verordnung,NE,1988,etat,1
verordnung,NE,1988,infra,1
verordnung,NW,1988,infra,1
verordnung,OW,1988,autres,1
verordnung,OW,1988,sante,1
verordnung,SG,1988,eco,2
verordnung,SG,1988,educ,1
verordnung,SG,1988,infra,2
verordnung,SG,1988,sante,1
verordnung,SH,1988,autres,3
verordnung,SH,1988,eco,1
verordnung,SH,1988,educ,2
verordnung,SH,1988,etat,2
verordnung,SH,1988,infra,2
verordnung,SH,1988,sante,3
verordnung,SO,1988,autres,1
verordnung,SO,1988,eco,1
verordnung,SO,1988,educ,5
verordnung,SO,1988,etat,7
verordnung,SZ,1988,infra,3
verordnung,TG,1988,autres,1
verordnung,TG,1988,eco,1
verordnung,TG,1988,etat,2
verordnung,TG,1988,fin,1
verordnung,TG,1988,sante,2
verordnung,VD,1988,educ,1
verordnung,ZH,1988,educ,1
verordnung,ZH,1988,etat,3
verordnung,ZH,1988,infra,1
verordnung,ZH,1988,sante,1
verordnung,AG,1989,infra,1
verordnung,AI,1989,educ,1
verordnung,AR,1989,infra,1
verordnung,BE,1989,etat,2
verordnung,BE,1989,infra,2
verordnung,BE,1989,sante,1
verordnung,BL,1989,educ,1
verordnung,BL,1989,etat,2
verordnung,BS,1989,etat,2
verordnung,BS,1989,infra,4
verordnung,BS,1989,sante,3
verordnung,FR,1989,autres,2
verordnung,FR,1989,eco,1
verordnung,GL,1989,eco,1
verordnung,GL,1989,infra,1
verordnung,JU,1989,etat,2
verordnung,JU,1989,fin,5
verordnung,JU,1989,sante,3
verordnung,LU,1989,etat,1
verordnung,LU,1989,fin,1
verordnung,LU,1989,infra,1
verordnung,LU,1989,sante,1
verordnung,NE,1989,infra,3
verordnung,NE,1989,sante,1
verordnung,OW,1989,autres,1
verordnung,OW,1989,educ,1
verordnung,SG,1989,etat,1
verordnung,SG,1989,infra,1
verordnung,SG,1989,sante,2
verordnung,SH,1989,autres,1
verordnung,SO,1989,autres,1
verordnung,SO,1989,educ,1
verordnung,SO,1989,etat,1
verordnung,SO,1989,fin,1
verordnung,SO,1989,infra,3
verordnung,SO,1989,sante,2
verordnung,SZ,1989,etat,1
verordnung,SZ,1989,sante,1
verordnung,TG,1989,infra,1
verordnung,TI,1989,autres,1
verordnung,TI,1989,sante,1
verordnung,VS,1989,eco,1
verordnung,ZG,1989,eco,4
verordnung,AG,1990,etat,1
verordnung,AG,1990,infra,1
verordnung,AG,1990,sante,2
verordnung,AI,1990,eco,1
verordnung,AI,1990,etat,1
verordnung,BE,1990,etat,2
verordnung,BE,1990,infra,3
verordnung,BE,1990,sante,3
verordnung,BL,1990,educ,1
verordnung,BL,1990,etat,4
verordnung,BL,1990,infra,3
verordnung,BL,1990,sante,2
verordnung,BS,1990,infra,1
verordnung,BS,1990,sante,2
verordnung,FR,1990,etat,2
verordnung,FR,1990,sante,1
verordnung,GL,1990,sante,4
verordnung,GR,1990,autres,1
verordnung,GR,1990,educ,1
verordnung,GR,1990,fin,1
verordnung,GR,1990,sante,2
verordnung,JU,1990,educ,3
verordnung,JU,1990,etat,4
verordnung,JU,1990,fin,2
verordnung,JU,1990,sante,2
verordnung,LU,1990,infra,2
verordnung,LU,1990,sante,1
verordnung,NE,1990,educ,1
verordnung,NE,1990,etat,1
verordnung,NE,1990,infra,2
