# Swiss Law Collection — cantonal acts of type 'Ordinance' by canton, year and legal domain
# year = enactment year; 'unknown' rows are undated laws
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
TG,1979,2,0,0,0,0,0,0,2
TI,1979,0,0,0,1,0,0,0,1
ZG,1979,0,1,0,0,0,0,0,1
ZH,1979,1,0,0,0,2,0,1,4
AG,1980,0,1,0,0,0,0,1,2
BE,1980,3,1,0,0,0,1,0,5
BL,1980,1,0,0,4,1,0,0,6
BS,1980,4,0,1,1,1,0,0,7
FR,1980,1,0,1,0,0,0,0,2
GR,1980,3,0,0,0,0,0,0,3
JU,1980,11,2,1,10,0,0,1,25
LU,1980,1,1,0,0,0,0,0,2
OW,1980,0,0,0,0,1,0,2,3
SG,1980,7,1,2,1,0,0,0,11
SH,1980,2,0,0,2,0,0,0,4
SO,1980,1,0,2,0,0,0,0,3
SZ,1980,0,0,0,3,0,0,0,3
TG,1980,3,1,0,0,0,0,1,5
TI,1980,1,0,0,0,0,0,0,1
ZG,1980,0,2,0,1,0,0,1,4
ZH,1980,5,1,0,1,1,0,0,8
AG,1981,2,0,0,1,1,2,1,7
AR,1981,0,1,0,0,0,0,0,1
BE,1981,1,0,0,0,0,0,0,1
BL,1981,3,0,0,1,0,2,0,6
BS,1981,2,0,0,3,0,0,0,5
FR,1981,1,0,0,0,0,0,0,1
GL,1981,1,0,0,0,1,0,0,2
JU,1981,5,3,1,0,0,0,1,10
LU,1981,1,1,0,0,0,0,0,2
NE,1981,1,0,1,1,0,0,0,3
NW,1981,2,0,0,0,0,0,0,2
OW,1981,3,0,0,0,0,0,1,4
SG,1981,3,3,2,0,0,0,0,8
SH,1981,0,0,0,0,1,0,0,1
SO,1981,1,0,0,0,1,0,1,3
SZ,1981,1,1,0,0,0,0,0,2
TG,1981,0,1,0,3,0,0,0,4
ZG,1981,1,2,0,0,0,0,1,4
ZH,1981,1,3,0,2,1,0,0,7
AG,1982,2,0,0,1,0,0,0,3
AI,1982,0,0,0,0,0,1,0,1
BE,1982,2,1,0,0,1,0,1,5
BL,1982,1,0,0,0,0,1,1,3
BS,1982,1,5,2,1,0,0,0,9
GR,1982,2,0,2,0,0,0,0,4
JU,1982,5,0,1,1,2,2,2,13
LU,1982,0,0,0,0,0,0,1,1
NE,1982,1,1,0,0,0,0,0,2
NW,1982,0,1,0,0,0,0,0,1
OW,1982,0,1,0,1,0,0,0,2
SG,1982,0,2,1,1,1,1,0,6
SH,1982,0,3,0,0,0,0,0,3
SO,1982,0,0,2,0,0,0,0,2
SZ,1982,0,0,0,0,0,0,1,1
TG,1982,3,1,0,0,1,0,0,5
UR,1982,0,1,0,0,0,0,0,1
VD,1982,0,0,1,0,0,0,0,1
ZG,1982,1,0,0,0,1,0,0,2
ZH,1982,0,0,0,0,0,2,0,2
AG,1983,2,2,0,1,0,0,0,5
AI,1983,0,1,0,0,0,0,0,1
BE,1983,0,2,2,1,0,0,0,5
BL,1983,0,0,1,1,0,0,1,3
BS,1983,1,2,0,1,0,0,0,4
FR,1983,1,0,0,0,0,0,1,2
GL,1983,0,1,0,1,0,0,1,3
JU,1983,2,1,6,1,1,0,1,12
LU,1983,0,4,0,0,0,0,1,5
NE,1983,1,1,0,2,0,0,0,4
OW,1983,3,2,0,1,0,0,0,6
SG,1983,1,1,1,0,0,0,1,4
SH,1983,0,0,2,0,0,1,1,4
SO,1983,2,3,1,0,0,0,0,6
SZ,1983,0,2,0,1,0,0,0,3
TG,1983,0,2,1,2,0,0,0,5
VS,1983,1,0,1,0,1,0,0,3
ZG,1983,1,4,0,0,0,0,0,5
ZH,1983,0,1,0,3,0,0,0,4
AG,1984,5,1,1,2,0,0,0,9
AR,1984,0,1,0,0,1,0,1,3
BE,1984,1,0,0,0,0,0,0,1
