# Swiss Law Collection — cantonal acts of type 'Parliamentary ordinance (decree)' by canton, year and legal domain
# year = enactment year; 'unknown' rows are undated laws
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
GR,1974,0,0,0,0,0,1,2,3
LU,1974,0,0,0,1,0,0,0,1
NW,1974,1,0,0,0,0,0,0,1
OW,1974,1,0,0,0,0,1,0,2
SG,1974,0,1,0,0,0,1,0,2
SZ,1974,0,1,0,0,0,1,1,3
TI,1974,0,0,0,0,0,1,0,1
UR,1974,1,0,0,0,0,0,0,1
VD,1974,0,0,0,1,0,0,0,1
ZG,1974,0,0,2,0,0,0,1,3
AG,1975,2,0,0,2,0,0,0,4
AR,1975,0,0,0,1,0,0,0,1
BE,1975,0,0,2,0,0,0,0,2
BL,1975,0,0,0,0,1,0,0,1
BS,1975,0,0,0,0,0,1,0,1
FR,1975,1,0,0,0,0,0,0,1
GL,1975,1,0,0,0,0,0,0,1
GR,1975,1,0,0,0,0,0,0,1
NE,1975,0,0,0,0,0,0,2,2
NW,1975,0,0,1,1,0,0,0,2
SG,1975,0,0,1,2,0,1,0,4
SZ,1975,0,0,0,1,0,0,1,2
ZH,1975,1,0,0,1,0,0,0,2
AG,1976,1,0,0,0,0,0,0,1
AI,1976,1,0,0,0,0,0,2,3
AR,1976,0,1,0,0,0,0,0,1
BS,1976,0,0,0,1,0,0,0,1
FR,1976,2,0,0,1,0,0,0,3
GR,1976,0,1,1,0,0,0,0,2
LU,1976,0,0,0,0,0,0,2,2
NE,1976,0,2,0,0,0,0,0,2
NW,1976,0,1,0,0,0,0,0,1
OW,1976,0,0,0,1,0,0,1,2
SG,1976,1,1,0,0,1,0,0,3
SH,1976,0,0,0,0,0,1,0,1
TG,1976,1,1,0,0,0,0,0,2
UR,1976,0,0,0,1,0,0,0,1
ZG,1976,1,0,0,0,0,1,0,2
AG,1977,1,0,0,2,0,0,0,3
FR,1977,3,1,0,0,0,0,0,4
GL,1977,0,0,0,1,0,0,0,1
OW,1977,0,0,0,0,2,0,1,3
SG,1977,0,0,0,0,0,0,1,1
SZ,1977,0,0,0,1,0,1,1,3
TI,1977,0,0,0,0,0,1,0,1
ZG,1977,0,0,0,1,0,1,0,2
AR,1978,1,0,0,0,0,0,0,1
BE,1978,1,0,0,0,0,0,0,1
BL,1978,1,0,0,0,0,0,0,1
FR,1978,1,0,0,0,0,0,0,1
GL,1978,0,0,1,0,0,0,0,1
GR,1978,0,1,0,1,0,0,0,2
JU,1978,17,4,2,4,1,7,8,43
NW,1978,1,0,0,0,0,0,0,1
OW,1978,0,0,3,0,0,0,0,3
SG,1978,0,0,2,0,0,0,0,2
SH,1978,1,0,0,0,0,0,0,1
SZ,1978,0,0,1,0,0,1,0,2
UR,1978,0,1,0,0,0,0,0,1
VD,1978,0,0,0,1,0,0,0,1
