# Swiss Law Collection — cantonal acts of type 'Ordinance' by canton, year and topic (full systematics depth)
# counting_unit: published_copies — one count per canton whose collection publishes the act
# year = enactment year; 'unknown' rows are undated laws
# topic = the LexFind global-systematics path at the depth the source classifies the act, French labels joined by '.' (Etat.Dispositions générales.contrôle des habitants); acts classified only at the top level appear at that depth, unclassified ones as 'Non classé'
# same counts as the canton x year x domain export next to this file, keyed on the full code instead of its first segment: for any (canton, year) the two sum to the same number
# dotted codes and labels in de/fr/it/en: api/v1/categories/global_paths.json
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,topic,number
AG,2004,"Défense nationale, protection de la population, police.Défense.Taxe d'exemption",1
AG,2004,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AG,2004,"Santé, travail, droit des assurances sociales, logement, homes",2
AG,2004,"Santé, travail, droit des assurances sociales, logement, homes.Santé.Etique",1
AG,2004,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.Assurance-chômage",2
AG,2004,"Santé, travail, droit des assurances sociales, logement, homes.Assistance.Homes.Foyers pour enfants et adolescents",1
AG,2005,Etat.Dispositions générales.Droit de cité,1
AG,2005,Droit civil.Dispositions d'introduction du code civil.Droit de la famille.Tutelle,1
AG,2005,"Enseignement, sciences, documentation et culture",1
AG,2005,"Enseignement, sciences, documentation et culture.Degré prescolaire, école primaire, degré secondaire I.Ecole enfantine",1
AG,2005,"Enseignement, sciences, documentation et culture.Degré prescolaire, école primaire, degré secondaire I.Ecole primaire, degré secondaire I",1
AG,2005,"Enseignement, sciences, documentation et culture.Degré secondaire II.Ecole moyenne",1
AG,2005,"Enseignement, sciences, documentation et culture.Corps enseignant.Formation",1
AG,2005,"Enseignement, sciences, documentation et culture.Contributions à la formation.Emoluments scolaires",1
AG,2005,"Enseignement, sciences, documentation et culture.Assurance de la qualité, surveillance, direction.Assurance qualité",1
AG,2005,"Défense nationale, protection de la population, police.Protection de la population.Protection contre les incendies / éléments naturels.Protection contre les incendies",1
AG,2005,"Finances, Impôts, monopoles, entreprises d'état",3
AG,2005,"Finances, Impôts, monopoles, entreprises d'état.Finances.Budget, comptes",1
AG,2005,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Travaux publics.Bâtiments et terrains publics",1
AG,2005,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Transports.Conduites",1
AG,2005,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Protection de l'environnement.Produits toxiques et chimiques",1
AG,2005,"Santé, travail, droit des assurances sociales, logement, homes",4
AG,2006,"Enseignement, sciences, documentation et culture",1
AG,2006,"Enseignement, sciences, documentation et culture.Degré prescolaire, école primaire, degré secondaire I.Ecole primaire, degré secondaire I",1
AG,2006,"Enseignement, sciences, documentation et culture.Formation continue (Degré quaternaire).Formation continue des enseignants",1
AG,2006,"Enseignement, sciences, documentation et culture.Pédagogie spécialisée.Ecoles spécialisées",1
AG,2006,"Défense nationale, protection de la population, police",3
AG,2006,"Défense nationale, protection de la population, police.Sécurité intérieure.Police.Police cantonale",1
AG,2006,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Protection de l'environnement.Hygiène de l'air.Poussières fines/smog",1
AG,2006,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.LAMAL.Réduction des primes",1
AG,2007,Etat,2
AG,2007,Etat.Dispositions générales.Droit de cité,1
AG,2007,Droit pénal.Amendes d'ordre,1
AG,2007,"Enseignement, sciences, documentation et culture",3
AG,2007,"Enseignement, sciences, documentation et culture.Degré secondaire II.Ecole moyenne",1
AG,2007,"Enseignement, sciences, documentation et culture.Degré secondaire II.Ecoles supérieures de commerce, ecoles supérieures d'informatique",2
