# Swiss Law Collection — cantonal acts of type 'Regulation' by canton, year and legal domain
# counting_unit: published_copies — one count per canton whose collection publishes the act; this is the unit the site's year chart uses, so the two agree for any year
# year = enactment year; 'unknown' rows are undated laws
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
SO,1986,0,0,0,0,0,0,1,1
TI,1986,0,0,0,2,2,0,0,4
UR,1986,1,1,0,1,1,0,0,4
VD,1986,1,3,1,0,1,0,2,8
VS,1986,1,1,0,0,0,0,0,2
ZH,1986,1,0,1,0,0,0,0,2
AG,1987,0,1,0,0,0,0,0,1
AR,1987,0,1,0,0,0,0,0,1
FR,1987,0,0,1,1,0,0,1,3
GE,1987,2,3,1,1,0,0,0,7
LU,1987,0,0,1,0,0,0,0,1
NE,1987,0,0,1,1,0,0,0,2
SG,1987,3,0,0,0,0,0,0,3
SH,1987,1,0,0,0,0,0,0,1
SZ,1987,0,0,0,0,0,1,0,1
TG,1987,0,0,1,0,0,0,0,1
TI,1987,3,0,1,1,0,0,0,5
VD,1987,1,4,0,0,0,1,3,9
VS,1987,1,1,0,1,0,0,0,3
ZH,1987,1,0,0,0,0,0,0,1
BE,1988,1,0,0,0,0,0,0,1
BL,1988,1,0,0,0,0,1,0,2
BS,1988,0,0,1,0,0,0,0,1
FR,1988,2,0,1,0,0,0,0,3
GE,1988,5,2,1,3,2,0,2,15
GL,1988,0,0,1,0,0,0,0,1
JU,1988,0,0,0,0,1,0,0,1
NE,1988,1,1,1,0,0,0,0,3
NW,1988,2,0,0,0,0,1,0,3
SZ,1988,0,0,1,0,0,0,0,1
TG,1988,0,0,1,0,0,0,0,1
TI,1988,0,1,0,0,0,0,1,2
UR,1988,1,1,0,1,0,0,1,4
VD,1988,0,2,0,1,2,2,1,8
VS,1988,0,0,2,0,0,1,0,3
ZH,1988,0,0,3,0,0,0,0,3
BS,1989,1,0,1,0,0,0,0,2
FR,1989,0,0,2,0,0,0,0,2
GE,1989,2,1,2,3,1,0,2,11
GL,1989,3,0,0,0,0,0,0,3
GR,1989,0,0,1,0,0,0,0,1
JU,1989,1,0,0,0,0,0,0,1
LU,1989,0,0,1,0,0,0,0,1
NE,1989,0,1,1,1,0,0,0,3
NW,1989,0,1,0,0,0,0,0,1
SO,1989,1,0,2,0,0,0,0,3
SZ,1989,0,0,1,0,0,0,0,1
TG,1989,0,1,0,0,0,0,0,1
TI,1989,1,0,2,0,0,0,0,3
UR,1989,0,2,0,0,0,0,1,3
VD,1989,0,0,1,3,1,0,1,6
VS,1989,0,1,1,0,0,0,0,2
ZG,1989,1,0,1,0,0,0,0,2
ZH,1989,0,0,3,0,0,0,0,3
BL,1990,0,1,0,0,0,1,0,2
BS,1990,0,0,1,0,0,0,0,1
FR,1990,2,1,1,0,0,0,0,4
GE,1990,1,1,1,1,4,1,1,10
GL,1990,1,0,0,0,0,0,0,1
JU,1990,1,0,1,0,0,0,0,2
NE,1990,0,2,0,0,0,0,0,2
SG,1990,0,0,1,0,0,0,0,1
SO,1990,0,0,1,0,0,0,0,1
SZ,1990,0,0,1,0,0,0,0,1
TI,1990,1,0,2,0,0,0,1,4
UR,1990,1,0,0,0,0,0,1,2
VD,1990,0,2,0,1,2,0,0,5
VS,1990,1,1,0,5,0,0,0,7
ZH,1990,0,0,0,1,0,0,0,1
BS,1991,0,0,2,0,0,0,0,2
FR,1991,3,1,3,0,0,1,0,8
GE,1991,6,0,2,0,0,0,1,9
GL,1991,1,0,0,0,0,0,1,2
GR,1991,0,1,0,0,0,0,0,1
NE,1991,0,0,1,0,1,1,0,3
SG,1991,0,0,1,0,0,0,0,1
SO,1991,1,0,0,0,0,0,0,1
SZ,1991,0,0,2,0,0,1,0,3
TG,1991,1,0,0,0,0,0,0,1
TI,1991,0,0,0,1,0,0,1,2
UR,1991,0,0,1,0,0,0,0,1
VD,1991,0,1,0,1,1,2,1,6
VS,1991,1,0,0,1,1,0,1,4
ZG,1991,1,0,1,0,0,0,0,2
ZH,1991,0,0,2,0,0,0,0,2
BL,1992,1,0,0,0,0,0,0,1
BS,1992,0,0,1,0,0,0,0,1
FR,1992,2,1,2,2,1,1,0,9
GE,1992,4,1,2,1,1,1,0,10
LU,1992,0,0,1,0,0,0,0,1
NE,1992,0,0,0,0,1,0,0,1
NW,1992,1,0,0,0,0,0,0,1
SG,1992,0,0,1,0,0,0,0,1
TI,1992,2,4,4,2,0,0,0,12
UR,1992,0,0,0,1,2,0,1,4
VD,1992,2,3,3,0,1,0,2,11
VS,1992,1,1,1,0,1,0,1,5
ZG,1992,0,0,1,0,0,0,0,1
ZH,1992,0,0,1,0,0,0,0,1
AR,1993,0,1,0,0,0,0,0,1
BE,1993,2,0,0,0,0,0,0,2
BS,1993,2,1,1,0,0,0,0,4
FR,1993,0,0,5,1,1,0,1,8
GE,1993,3,1,6,3,3,2,1,19
GR,1993,0,1,0,0,0,0,0,1
LU,1993,0,0,2,0,0,2,0,4
NE,1993,0,0,0,0,0,2,2,4
NW,1993,1,0,2,0,2,2,0,7
