# Swiss Law Collection — laws without a plausible enactment date (correction template)
# fill corrected_enactment_date (YYYY-MM-DD) and correction_note (source/citation), then run: legalize-ch import-dates undated_laws.csv — corrections are applied to the law files as enactment_date_source: manual_import and improve the statistics on the next regeneration
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
entity,id,title,category_type,languages,raw_dates,enactment_date_source,reason,link,corrected_enactment_date,correction_note
FR,"758.0","Ausbeutung von Bodenschätzen","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/758.0.md,,
FR,"775.1.1","Schürfung und Ausbeutung von Kohlenwasserstoffen","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/775.1.1.md,,
FR,"781.14","Verkehrserziehung in der Schule","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/781.14.md,,
FR,"781.4","Amt für Strassenverkehr und Schifffahrt","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/781.4.md,,
FR,"783.5","Gesellschaft der Freiburgischen Eisenbahnen (GFM)","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/783.5.md,,
FR,"785.22","Schifffahrt auf dem Lac des Joncs","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/785.22.md,,
FR,"785.4","Amt für Strassenverkehr und Schifffahrt","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/785.4.md,,
FR,"789.0","Rohrleitungsanlagen","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/789.0.md,,
FR,"810.45","Bekämpfung von Verunreinigungen durch Kohlenwasserstoffe auf den","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/810.45.md,,
FR,"812.71","Benützung der Kanalisationen der Kantonsstrassen für die","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/812.71.md,,
FR,"813.31","Obligatorische Kontrolle gewisser Heizungs- und","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/813.31.md,,
FR,"821.10.6","KVG-Tarife und -Vereinbarungen","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/821.10.6.md,,
FR,"821.22.32","Fonds für Forschungsarbeiten über psychische Erkrankungen und","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/821.22.32.md,,
FR,"822.0.5","Altersheime","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/822.0.5.md,,
FR,"822.0.62","Steuerliche Auswirkungen der Einführung des Freiburger Spitalnetzes","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/822.0.62.md,,
FR,"822.0.9","KVG-Tarife und -Vereinbarungen","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/822.0.9.md,,
FR,"822.1.82","Zusammenschluss des Labors des Kantonsspitals und des kantonalen","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/822.1.82.md,,
FR,"831.0.4","Hilfe an Opfer von Straftaten","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/831.0.4.md,,
FR,"831.2.8","Krankenversicherung für Asylbewerber","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/831.2.8.md,,
FR,"835.511","Organisation und Arbeitsweise des Jugendrates","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/835.511.md,,
FR,"836.16","Gemeindebeiträge an die finanziellen Lasten der Familienzulagen in","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/836.16.md,,
FR,"837.1","Familienhilfe zu Hause","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/837.1.md,,
FR,"841.2.1","Ausführung des Bundesgesetzes über die Invalidenversicherung","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/841.2.1.md,,
FR,"841.2.62","Gemeindebeiträge an die finanziellen Lasten der IV","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/841.2.62.md,,
FR,"841.3.62","Gemeindebeiträge an die finanziellen Lasten der AHV","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/841.3.62.md,,
FR,"841.4.3","Vorsorge für das Staatspersonal","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/841.4.3.md,,
FR,"842.1.58","Beteiligung des Staates an den Kosten der Krankenversicherung für","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/842.1.58.md,,
FR,"842.80","Tarife und Vereinbarungen","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/842.80.md,,
FR,"845.1","Arbeitslosenhilfe","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/845.1.md,,
FR,"861.0","Arbeitsvertrag","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/861.0.md,,
FR,"863.0","Gewerbegerichtsbarkeit","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/863.0.md,,
FR,"910.28","Lagerung von Hofdünger","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/910.28.md,,
FR,"912.0.5","Andere landwirtschaftliche Schulen","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/912.0.5.md,,
FR,"913.9.0","Tierschutz","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/913.9.0.md,,
FR,"914.24.16","Taxen der Nutztierversicherungsanstalt für die Verkehrsscheine für","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/914.24.16.md,,
FR,"916.0","Bäuerliches Bodenrecht","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/916.0.md,,
FR,"921.72","Waldreservate","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/921.72.md,,
FR,"923.21","Aufsicht über die Fischerei","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/923.21.md,,
FR,"930.8","Arbeit in Industrie, Gewerbe und Handel","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/930.8.md,,
FR,"932.0","Energieproduktion","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/932.0.md,,
FR,"940.5","Regelung der Feiertage","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/940.5.md,,
FR,"942.3","Preiskontrolle im Mietwesen","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/942.3.md,,
FR,"942.4","Preiskontrolle bei der landwirtschaftlichen Pacht","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/942.4.md,,
FR,"951.31","Fremdenverkehrsorte gemäss der Gesetzgebung über den Erwerb von","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/951.31.md,,
FR,"952.5","Spielapparate und Spielbanken","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/952.5.md,,
FR,"960.61","Stundungsgericht, Konkursgericht und Nachlassbehörde im","Anderes",de|fr,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/fr/de/960.61.md,,
NW,"151.102","151.102 Wahlvoraussetzungen, Pflichten und Rechte","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/151.102.md,,
NW,"152.101","152.101 Wahlvoraussetzungen, Pflichten und Rechte","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/152.101.md,,
NW,"221.301","221.301 Arbeitnehmerschutz","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/221.301.md,,
NW,"263.401","263.401 Militärisches Übertretungs- und","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/263.401.md,,
NW,"273.101","273.101 Konvention betreffend die Ausbildung des","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/273.101.md,,
NW,"521.401","521.401 Quellensteuern für natürliche und juristische Personen","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/521.401.md,,
NW,"521.402","521.402 Handänderungssteuer","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/521.402.md,,
NW,"521.403","521.403 Grundstückgewinnsteuer","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/521.403.md,,
NW,"521.404","521.404 Erbschafts- und Schenkungssteuer","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/521.404.md,,
NW,"521.405","521.405 Motorfahrzeugsteuer","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/521.405.md,,
NW,"521.408","521.408 Tourismusabgabe","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/521.408.md,,
NW,"540.2","540.2 Feuerwehrpflichtersatz","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/540.2.md,,
NW,"611.190.1","611.190.1 Entwicklungskonzept Nidwalden","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/611.190.1.md,,
NW,"611.301","611.301 Förderung des Wohnungsbaus","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/611.301.md,,
NW,"621.101","621.101 Verzeichnis für National- und Kantonsstrassen","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/621.101.md,,
NW,"641.01","641.01 Verleihung von Wassernutzungsrechten","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/641.01.md,,
NW,"654.110.1","654.110.1 Gebührentarif","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/654.110.1.md,,
NW,"714.32","714.32 Verträge mit ausserkantonalen Heimen und Anstalten","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/714.32.md,,
NW,"714.34","714.34 Verträge mit kantonalen Heimen und Anstalten","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/714.34.md,,
NW,"731.401","731.401 Normalarbeitsverträge","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/731.401.md,,
NW,"731.402","731.402 Arbeitslosenversicherung","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/731.402.md,,
NW,"731.403","731.403 Einigungsamt bei kollektiven Arbeitsstreitigkeiten","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/731.403.md,,
NW,"743.01","743.01 Militärversicherung, Rechtspflege","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/743.01.md,,
NW,"743.02","743.02 Erwerbsersatz, Rechtspflege","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/743.02.md,,
NW,"831.110.1","831.110.1 Interkantonale Försterschule Maienfeld","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/831.110.1.md,,
NW,"842.301","842.301 Hoheits- und Fischereigrenzen zwischen dem Kanton","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/842.301.md,,
NW,"866.201","866.201 Konkurs- und Nachlassverfahren von Banken und","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/866.201.md,,
NW,"866.202","866.202 Bezeichnung des zuständigen Geldinstitutes für Vieh-","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/866.202.md,,
NW,"867.401","867.401 Sozialversicherungen","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/867.401.md,,
NW,"867.402","867.402 Viehversicherung","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/867.402.md,,
NW,"912.101","912.101 Rettungsdienst auf dem Vierwaldstättersee","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/912.101.md,,
NW,"94.06","94.06 Lebensmittelpolizei","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/nw/de/94.06.md,,
ZH,"732.151","Tarife","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/zh/de/732.151.md,,
ZH,"732.152","Netzanschlussbedingungen der EKZ","Anderes",de,"{""enactment_date"": ""1000-01-01""}",lexfind_family,implausible_date,https://github.com/benjamin-arfa/swiss-law/blob/main/ch/zh/de/732.152.md,,
