# Swiss Law Collection — cantonal acts of type 'Act' by canton, year and topic (full systematics depth)
# counting_unit: published_copies — one count per canton whose collection publishes the act
# year = enactment year; 'unknown' rows are undated laws
# topic = the LexFind global-systematics path at the depth the source classifies the act, French labels joined by '.' (Etat.Dispositions générales.contrôle des habitants); acts classified only at the top level appear at that depth, unclassified ones as 'Non classé'
# same counts as the canton x year x domain export next to this file, keyed on the full code instead of its first segment: for any (canton, year) the two sum to the same number
# dotted codes and labels in de/fr/it/en: api/v1/categories/global_paths.json
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,topic,number
AG,2008,Etat.Dispositions générales.Etablissement et séjour.Etablissement et séjour des étrangers.intégration,1
AG,2008,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Travaux publics.Aménagement des eaux.Utilisation des eaux",1
AG,2008,Economie.Agriculture.Epizooties,1
AG,2009,Etat.Autorités.Responsabilité de l'état,1
AG,2009,"Enseignement, sciences, documentation et culture.Art, culture, sport.Encouragement à la culture",1
AG,2009,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Protection de la nature et du paysage.Protection des animaux",1
AG,2009,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.Allocations familiales.Travailleurs agricoles",1
AG,2009,Economie.Promotion de l'économie,1
AG,2010,"Etat.Dispositions générales.Droits fondamentaux, droits politiques.égalité entre hommes et femmes",1
AG,2010,Droit pénal.Procédure pénale.Codes de procédure pénale,1
AG,2010,Droit pénal.Droit pénal des mineurs et procédure pénale des mineurs,1
AG,2011,Etat.Dispositions générales.Publications officielles.Recueils de législation,1
AG,2011,"Etat.Autorités.Organisation judiciaire.Autorités judiciaires.Cours supérieures, tribunaux fédéraux",1
AG,2011,Etat.Professions juridiques.Notaires.Légalisation,1
AG,2011,"Droit civil.Dispositions d'introduction du code civil.Droits réels.Registre foncier, mensurations cadastrales",1
AG,2011,"Défense nationale, protection de la population, police.Sécurité intérieure.Maintien de la tranquillité et de l'ordre public.Chiens, animaux dangereux",1
AG,2011,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AG,2011,"Santé, travail, droit des assurances sociales, logement, homes.Droit du travail.Travail à domicile",1
AG,2012,Etat.Autorités.Gouvernement et administration.New Public Management,1
AG,2012,"Finances, Impôts, monopoles, entreprises d'état",1
AG,2012,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AG,2012,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Energie.Approvisionnement en énergie",1
AG,2013,Etat.Dispositions générales.Droit de cité,1
AG,2013,"Droit civil.Dispositions d'introduction du code civil.Droit des personnes, état civil.Fondations, surveillance.Fondations LPP",1
AG,2013,"Finances, Impôts, monopoles, entreprises d'état.Finances.Contributions étatiques, subventions",1
AG,2015,"Santé, travail, droit des assurances sociales, logement, homes",1
AG,2016,Etat.Communes.Finances communales,2
AG,2016,"Enseignement, sciences, documentation et culture.Degré prescolaire, école primaire, degré secondaire I.Crèches",1
AG,2017,"Santé, travail, droit des assurances sociales, logement, homes",1
AG,2020,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AG,2021,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AG,2023,"Enseignement, sciences, documentation et culture.Documentation.Statistique",1
AG,2024,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Transports.Circulation routière.Impôts et taxes de la circulation",1
AG,2025,"Enseignement, sciences, documentation et culture.Corps enseignant.Engagement",1
AG,2025,"Enseignement, sciences, documentation et culture.Art, culture, sport.Sport",1
AG,2025,"Santé, travail, droit des assurances sociales, logement, homes.Assistance.Personnes handicapés.Ateliers protégés",1
AG,2026,"Enseignement, sciences, documentation et culture.Degré prescolaire, école primaire, degré secondaire I.Ecole primaire, degré secondaire I",1
AI,1884,Droit civil,1
AI,1911,Droit civil,1
AI,1940,"Finances, Impôts, monopoles, entreprises d'état.Entreprises d'Etat.Banques cantonales",1
AI,1949,Droit civil,1
AI,1961,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Expropriation",1
AI,1962,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.Allocations familiales.Travailleurs agricoles",1
AI,1962,Non classé,1
AI,1966,Etat.Autorités.Délais,2
AI,1971,"Enseignement, sciences, documentation et culture.Art, culture, sport.Encouragement à la culture",1
AI,1977,"Finances, Impôts, monopoles, entreprises d'état.Finances.Contributions étatiques, subventions",1
AI,1980,"Enseignement, sciences, documentation et culture",2
AI,1982,"Santé, travail, droit des assurances sociales, logement, homes.Droit du travail.Employés.Dimanches et jours fériés",1
AI,1986,Droit pénal.Procédure pénale.Codes de procédure pénale,1
AI,1987,Droit civil.Dispositions d'introduction du code civil.Droits réels.Acquisitions des terrains par des personnes domiciliées à l'étranger,1
AI,1987,"Enseignement, sciences, documentation et culture",1
AI,1989,Economie,2
AI,1990,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Transports.Poste, télécommunications",1
AI,1992,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AI,1993,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",1
AI,1993,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Protection de l'environnement.Protection des eaux",1
AI,1994,"Droit civil.Dispositions d'introduction du code civil.Droits réels.Registre foncier, mensurations cadastrales",1
AI,1994,"Finances, Impôts, monopoles, entreprises d'état.Monopoles, régales, entreprises d'état.Alcool",1
AI,1994,Economie.Agriculture.Droit foncier rural,1
AI,1995,Economie.Agriculture.Zones de montagne,1
AI,1996,"Enseignement, sciences, documentation et culture",1
AI,1996,"Défense nationale, protection de la population, police.Défense.Taxe d'exemption",1
AI,1996,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Travaux publics.Routes.Chemins pédestres et de randonnée",1
AI,1996,Economie,1
AI,1998,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",2
AI,1998,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.Assurance-chômage",1
AI,1999,Etat,1
AI,1999,"Etat.Autorités.Organisation judiciaire.Autorités judiciaires.Tribunaux administratifs, des assurances et des assurances sociales",1
AI,1999,"Enseignement, sciences, documentation et culture",1
