# Swiss Law Collection — cantonal acts of type 'Intercantonal agreement' by canton, year and legal domain
# year = enactment year; 'unknown' rows are undated laws
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
SG,1966,0,0,0,0,0,1,0,1
SO,1966,0,0,0,1,0,0,0,1
ZG,1966,0,0,0,1,0,0,0,1
AG,1967,0,0,0,1,0,0,0,1
AI,1967,1,0,0,0,0,0,0,1
AR,1967,1,0,0,1,0,1,0,3
BS,1967,1,0,0,0,0,0,0,1
LU,1967,0,0,0,0,0,1,0,1
NW,1967,1,0,0,0,0,0,0,1
SG,1967,0,0,0,3,0,1,0,4
SO,1967,0,0,0,1,0,0,0,1
TG,1967,0,0,0,2,0,0,0,2
ZH,1967,0,0,0,1,0,0,0,1
FR,1968,0,0,0,0,2,0,0,2
GE,1968,0,1,0,0,0,0,0,1
GR,1968,0,0,2,0,0,0,0,2
JU,1968,0,0,0,0,1,0,0,1
NW,1968,0,0,0,0,1,0,0,1
SG,1968,0,1,1,0,0,0,0,2
SO,1968,1,0,0,0,0,0,0,1
SZ,1968,0,0,0,1,0,0,0,1
TG,1968,0,0,0,0,0,1,0,1
VD,1968,0,0,1,0,1,0,0,2
AG,1969,0,0,0,0,0,1,1,2
AI,1969,1,0,0,0,0,1,1,3
AR,1969,1,1,0,0,0,0,1,3
BE,1969,1,0,0,0,0,0,1,2
BL,1969,0,0,0,0,0,0,1,1
FR,1969,0,0,0,0,0,1,1,2
GE,1969,0,0,1,0,0,0,1,2
GL,1969,0,0,0,0,0,0,1,1
GR,1969,0,0,0,0,0,0,1,1
JU,1969,0,0,0,0,0,0,1,1
LU,1969,1,1,0,0,0,0,1,3
NE,1969,0,0,0,0,0,3,1,4
NW,1969,0,0,0,0,0,0,2,2
OW,1969,0,0,0,0,0,0,1,1
SG,1969,0,1,0,1,0,1,1,4
SH,1969,0,0,0,1,0,0,1,2
SO,1969,0,0,0,0,1,0,1,2
SZ,1969,0,0,0,0,0,0,1,1
TG,1969,0,0,0,2,0,1,1,4
TI,1969,0,0,0,0,0,0,1,1
UR,1969,0,0,0,0,0,0,1,1
VD,1969,0,0,0,0,0,0,1,1
ZG,1969,0,0,0,0,0,1,0,1
ZH,1969,0,0,0,0,0,0,1,1
AG,1970,0,0,1,0,0,0,0,1
AI,1970,0,0,1,0,0,0,0,1
AR,1970,0,0,1,0,0,0,0,1
BE,1970,0,0,1,0,0,0,0,1
BL,1970,0,1,1,1,0,0,0,3
BS,1970,0,0,1,0,0,0,1,2
FR,1970,0,0,1,0,0,0,0,1
GE,1970,0,0,1,0,0,0,0,1
GR,1970,0,0,1,0,0,0,0,1
JU,1970,0,0,1,0,0,0,0,1
LU,1970,0,0,1,0,0,1,0,2
NE,1970,0,0,1,0,0,0,0,1
NW,1970,0,0,2,0,0,0,0,2
OW,1970,0,0,2,0,0,0,0,2
SG,1970,0,0,2,2,0,1,0,5
SH,1970,0,0,1,0,0,0,0,1
SO,1970,2,0,1,0,0,1,0,4
SZ,1970,0,0,1,0,0,1,0,2
TG,1970,0,0,1,5,0,0,0,6
UR,1970,0,0,1,0,0,0,0,1
VD,1970,0,0,1,0,0,0,0,1
VS,1970,0,0,1,0,0,0,0,1
ZG,1970,0,0,1,0,0,0,0,1
AG,1971,0,0,0,0,0,1,0,1
AR,1971,0,1,0,0,1,0,1,3
BE,1971,0,1,0,0,0,0,0,1
BL,1971,0,1,0,1,0,0,0,2
BS,1971,0,2,0,0,0,0,0,2
FR,1971,0,1,0,0,0,0,1,2
GE,1971,0,0,0,0,0,1,0,1
GL,1971,0,1,0,0,0,0,0,1
GR,1971,0,0,0,0,1,0,1,2
JU,1971,0,1,0,0,0,0,1,2
LU,1971,0,1,0,0,0,0,0,1
NE,1971,0,0,0,0,0,2,0,2
NW,1971,0,1,0,0,0,0,0,1
OW,1971,0,1,0,0,0,0,1,2
SG,1971,0,2,1,1,0,0,0,4
SH,1971,0,1,0,0,0,0,0,1
SO,1971,0,0,1,0,0,0,0,1
SZ,1971,0,2,1,0,0,0,0,3
TG,1971,0,1,0,0,0,1,1,3
TI,1971,0,0,0,0,0,0,1,1
UR,1971,0,1,0,0,0,0,0,1
VD,1971,0,0,0,0,0,0,1,1
VS,1971,0,1,0,0,0,0,2,3
ZG,1971,0,1,0,0,0,0,0,1
ZH,1971,1,0,1,3,0,0,0,5
AG,1972,0,0,0,1,0,0,0,1
AI,1972,0,0,0,0,1,0,0,1
BE,1972,2,0,0,0,0,0,0,2
BS,1972,0,1,0,0,0,0,0,1
GR,1972,0,0,0,0,1,0,0,1
JU,1972,0,0,1,0,1,0,0,2
NE,1972,0,0,0,0,0,3,0,3
OW,1972,0,1,0,0,0,0,0,1
SG,1972,0,1,0,0,0,0,0,1
TG,1972,0,0,0,1,0,0,0,1
TI,1972,0,0,2,0,0,0,0,2
UR,1972,0,0,1,1,0,0,0,2
ZG,1972,0,0,0,0,0,0,1,1
ZH,1972,0,0,1,0,0,0,0,1
AG,1973,0,0,0,0,0,2,0,2
AI,1973,0,0,0,0,0,1,0,1
AR,1973,0,0,2,0,0,1,0,3
BE,1973,0,0,0,0,0,1,0,1
BL,1973,0,0,0,1,0,1,0,2
BS,1973,0,0,0,0,0,1,0,1
FR,1973,0,0,0,0,0,3,0,3
GE,1973,0,0,0,0,0,1,0,1
GL,1973,0,0,0,0,0,1,0,1
GR,1973,0,0,0,0,0,1,0,1
LU,1973,0,0,0,0,0,1,0,1
NE,1973,0,0,1,1,0,2,0,4
NW,1973,0,0,0,0,0,1,0,1
OW,1973,0,0,0,0,0,1,0,1
SG,1973,0,0,2,1,0,2,0,5
SH,1973,0,0,0,0,0,1,0,1
SO,1973,0,0,0,0,0,1,0,1
SZ,1973,0,0,0,0,0,1,0,1
TG,1973,0,0,0,0,0,1,0,1
TI,1973,0,0,0,0,0,1,0,1
UR,1973,0,0,0,0,0,1,0,1
VD,1973,0,0,0,0,0,1,0,1
VS,1973,0,0,0,0,0,1,0,1
ZG,1973,0,0,0,0,0,1,1,2
ZH,1973,0,0,0,0,0,0,1,1
AI,1974,0,0,0,0,0,0,1,1
AR,1974,0,0,0,0,0,0,2,2
BL,1974,0,3,0,3,1,0,1,8
BS,1974,1,2,0,3,0,0,0,6
FR,1974,0,0,0,0,1,0,1,2
GE,1974,0,0,0,0,0,0,1,1
GR,1974,0,0,0,0,1,0,1,2
JU,1974,0,0,0,0,1,0,0,1
LU,1974,0,0,0,0,0,0,1,1
NE,1974,0,0,1,0,0,0,1,2
NW,1974,0,1,0,0,1,0,2,4
OW,1974,0,0,0,0,0,0,1,1
SG,1974,0,0,0,4,0,0,0,4
SH,1974,0,0,0,0,1,0,1,2
SO,1974,0,0,0,0,1,0,1,2
SZ,1974,0,0,0,0,1,0,0,1
TG,1974,1,2,0,1,1,0,0,5
TI,1974,0,0,0,0,0,0,1,1
UR,1974,0,0,1,0,0,0,1,2
ZH,1974,1,1,0,0,0,1,0,3
AG,1975,0,0,0,0,0,1,1,2
BE,1975,0,0,0,0,0,0,1,1
BL,1975,0,2,0,1,0,0,0,3
BS,1975,0,2,0,2,0,0,0,4
FR,1975,0,1,0,1,0,0,0,2
GR,1975,0,0,1,0,0,0,0,1
NE,1975,0,0,0,0,0,0,1,1
SG,1975,1,0,2,1,0,2,0,6
SO,1975,0,0,0,1,0,0,0,1
SZ,1975,0,0,0,0,0,0,1,1
TG,1975,0,1,0,0,0,0,0,1
VD,1975,0,0,0,0,1,0,1,2
ZH,1975,0,0,0,1,0,0,0,1
AG,1976,0,0,1,0,1,0,0,2
AI,1976,1,0,0,0,0,0,1,2
AR,1976,1,3,0,0,0,0,0,4
BE,1976,0,0,0,1,0,0,0,1
BL,1976,0,0,1,0,0,0,0,1
BS,1976,0,1,0,0,0,0,1,2
FR,1976,0,1,0,0,0,0,0,1
GL,1976,2,0,0,0,0,1,0,3
GR,1976,0,2,0,0,0,1,0,3
JU,1976,1,0,0,0,0,0,0,1
NW,1976,1,0,0,0,0,0,0,1
OW,1976,0,0,1,0,0,0,0,1
SG,1976,1,2,0,0,0,1,1,5
SH,1976,1,1,0,0,0,0,0,2
SO,1976,0,2,0,0,0,1,0,3
SZ,1976,0,0,1,0,0,0,0,1
TG,1976,1,2,0,1,1,0,0,5
VS,1976,0,0,0,0,0,0,1,1
ZH,1976,0,0,0,1,0,0,2,3
AR,1977,0,0,0,1,0,0,0,1
BL,1977,1,0,0,2,0,0,0,3
BS,1977,1,0,0,1,0,0,0,2
FR,1977,0,0,0,0,0,0,1,1
GE,1977,0,0,0,0,0,0,1,1
GL,1977,0,0,0,1,0,1,0,2
GR,1977,1,0,0,0,0,0,1,2
JU,1977,0,0,0,0,0,0,1,1
LU,1977,0,0,0,0,0,0,1,1
NE,1977,1,0,0,0,0,0,1,2
NW,1977,0,0,0,0,0,0,2,2
OW,1977,0,0,0,0,0,0,1,1
SG,1977,0,1,1,3,2,0,0,7
SH,1977,0,0,0,0,0,0,1,1
SO,1977,0,1,1,0,0,0,0,2
SZ,1977,0,0,0,0,0,0,1,1
TG,1977,0,0,0,1,2,0,1,4
TI,1977,0,0,0,0,0,0,1,1
UR,1977,0,0,1,0,0,1,1,3
VD,1977,0,0,0,0,0,0,1,1
ZH,1977,0,0,0,0,0,1,1,2
AG,1978,1,0,0,0,0,1,0,2
BE,1978,1,0,0,0,0,0,0,1
BL,1978,1,2,0,0,0,0,0,3
BS,1978,1,0,0,0,0,0,0,1
FR,1978,0,0,0,0,1,1,1,3
GL,1978,0,0,0,0,0,1,0,1
GR,1978,0,0,0,0,0,1,0,1
JU,1978,0,1,5,0,1,0,8,15
LU,1978,1,0,0,0,0,1,0,2
NE,1978,0,0,0,0,0,1,0,1
NW,1978,1,0,0,0,1,1,0,3
OW,1978,2,0,0,0,0,1,0,3
SG,1978,1,0,0,0,1,1,0,3
SO,1978,0,1,0,1,0,1,0,3
SZ,1978,1,0,0,0,0,1,0,2
TG,1978,0,0,1,1,0,1,0,3
UR,1978,1,0,0,0,0,1,0,2
VD,1978,0,0,0,0,1,0,0,1
ZH,1978,0,0,0,0,0,1,0,1
BL,1979,1,0,0,1,0,0,0,2
BS,1979,0,1,0,1,0,0,0,2
FR,1979,1,0,0,0,0,0,0,1
GE,1979,1,0,0,0,1,0,0,2
GL,1979,0,0,0,1,0,0,0,1
GR,1979,0,0,0,0,0,1,0,1
JU,1979,0,2,1,0,0,0,0,3
NW,1979,1,0,0,0,0,0,0,1
SG,1979,0,0,0,3,0,0,0,3
SO,1979,3,1,0,0,0,1,0,5
SZ,1979,0,0,0,1,0,0,0,1
TG,1979,1,0,0,0,0,0,0,1
ZG,1979,1,0,0,0,0,0,0,1
ZH,1979,0,0,0,1,0,1,0,2
AI,1980,0,0,0,0,0,1,0,1
BE,1980,2,0,0,0,1,0,0,3
BL,1980,0,0,0,0,1,0,0,1
BS,1980,0,0,0,0,1,0,0,1
FR,1980,0,0,0,0,0,1,0,1
GL,1980,0,0,1,1,0,0,0,2
JU,1980,2,0,0,0,1,0,0,3
