# Swiss Law Collection — cantonal acts of type 'Act' by canton, year and legal domain
# counting_unit: published_copies — one count per canton whose collection publishes the act; this is the unit the site's year chart uses, so the two agree for any year
# year = enactment year; 'unknown' rows are undated laws
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
GL,1974,0,1,0,1,0,0,0,2
GR,1974,1,0,0,1,0,0,0,2
LU,1974,0,0,0,0,0,1,0,1
NE,1974,0,0,0,0,0,0,1,1
NW,1974,3,0,0,0,1,1,0,5
OW,1974,1,0,0,0,0,0,0,1
SG,1974,1,0,2,1,0,1,0,5
SH,1974,0,0,0,0,0,1,1,2
SO,1974,0,0,0,0,0,1,0,1
SZ,1974,1,3,0,0,0,0,0,4
TG,1974,0,0,0,0,0,1,0,1
TI,1974,1,0,1,0,0,0,1,3
VD,1974,0,0,0,4,0,0,0,4
VS,1974,0,0,3,0,0,0,0,3
ZH,1974,0,0,0,2,0,0,1,3
AG,1975,0,0,0,1,0,0,0,1
BE,1975,0,1,1,0,0,0,0,2
BS,1975,1,1,0,0,0,0,0,2
FR,1975,1,0,0,1,0,0,0,2
GE,1975,0,0,0,1,1,0,2,4
GR,1975,1,0,0,0,0,0,0,1
NW,1975,0,0,0,1,0,0,0,1
OW,1975,0,1,0,0,0,0,0,1
TG,1975,0,0,0,1,0,0,0,1
TI,1975,0,0,0,1,0,0,0,1
VD,1975,1,1,1,0,0,0,0,3
ZG,1975,0,0,0,0,0,1,0,1
ZH,1975,1,1,0,1,0,0,0,3
AR,1976,0,0,0,0,1,0,0,1
BL,1976,0,1,0,0,0,0,0,1
BS,1976,1,1,0,0,0,0,0,2
FR,1976,0,0,1,0,0,0,0,1
GE,1976,1,0,0,1,0,0,0,2
GR,1976,0,0,1,0,0,0,0,1
LU,1976,3,1,0,0,0,0,1,5
NW,1976,0,1,0,0,0,0,0,1
SG,1976,0,0,1,0,0,1,0,2
SH,1976,0,1,0,0,0,1,0,2
SO,1976,1,0,0,0,0,0,0,1
SZ,1976,0,0,0,2,0,0,0,2
TG,1976,0,0,0,0,2,0,0,2
TI,1976,2,0,1,0,0,0,0,3
VD,1976,0,0,0,1,0,0,0,1
VS,1976,1,0,0,0,0,1,0,2
ZG,1976,1,0,1,0,0,0,0,2
