# Swiss Law Collection — intercantonal agreement memberships, computed: one occurrence per SIGNING canton per agreement (signed by 10 cantons -> 10 occurrences)
# signatories per agreement = cantons publishing the text in their collections + cantons named in any language version's title; no scaling, no external baseline
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
LU,1939,0,0,0,0,0,1,0,1
NW,1939,0,0,0,0,0,1,0,1
OW,1939,0,0,0,0,0,1,0,1
SG,1939,0,0,0,1,0,0,0,1
SH,1939,0,0,1,0,0,0,0,1
SO,1939,0,0,1,0,0,0,0,1
SZ,1939,0,0,0,1,0,1,0,2
UR,1939,0,0,0,0,0,1,0,1
ZH,1939,0,0,1,1,0,0,0,2
AI,1940,0,0,0,0,0,0,3,3
AR,1940,1,0,0,0,0,0,2,3
BL,1940,1,0,0,0,0,0,0,1
BS,1940,1,0,0,0,0,0,0,1
SG,1940,1,0,0,0,0,0,1,2
SO,1941,0,0,0,0,0,0,1,1
AG,1943,1,0,0,0,1,0,0,2
AI,1943,1,0,0,0,1,0,0,2
AR,1943,1,0,0,0,1,0,0,2
BE,1943,1,0,0,0,1,0,0,2
BL,1943,1,0,0,0,2,0,0,3
BS,1943,1,0,0,0,0,0,0,1
FR,1943,1,0,0,0,1,0,1,3
GE,1943,1,0,0,0,1,0,0,2
GL,1943,1,0,0,0,2,0,0,3
GR,1943,1,0,0,0,1,1,0,3
JU,1943,1,0,0,0,0,0,0,1
LU,1943,1,0,0,0,1,0,0,2
NE,1943,1,0,1,0,2,0,0,4
NW,1943,1,0,0,0,1,0,0,2
OW,1943,1,0,0,0,0,0,0,1
SG,1943,0,0,0,0,1,1,0,2
SH,1943,1,0,0,0,0,0,1,2
SO,1943,1,0,0,0,1,0,0,2
SZ,1943,1,0,0,0,1,0,0,2
TG,1943,1,0,0,0,1,0,0,2
TI,1943,1,0,0,0,0,0,0,1
UR,1943,1,0,0,0,1,0,0,2
VD,1943,1,0,0,0,1,0,1,3
VS,1943,1,0,0,0,0,0,0,1
ZG,1943,1,0,0,0,1,1,0,3
ZH,1943,1,0,0,0,1,0,0,2
AI,1944,0,0,0,0,0,0,1,1
GL,1944,0,0,0,0,0,1,0,1
SG,1944,0,0,0,0,0,1,0,1
SO,1944,0,0,0,0,0,1,0,1
SZ,1944,0,0,0,0,0,1,0,1
VD,1944,0,0,0,0,0,0,1,1
ZG,1944,0,0,0,0,0,1,0,1
ZH,1944,0,0,0,0,0,1,0,1
GL,1945,0,0,0,0,0,1,0,1
SG,1945,0,0,0,0,0,1,0,1
SZ,1945,0,0,0,0,0,1,0,1
ZH,1945,0,0,0,0,0,1,0,1
SG,1946,0,0,0,0,0,1,0,1
ZH,1946,0,0,0,0,0,1,0,1
ZG,1947,0,0,0,0,0,2,0,2
ZH,1947,0,0,0,0,0,2,0,2
AG,1948,1,0,0,0,0,0,0,1
AI,1948,1,0,0,0,0,1,0,2
AR,1948,1,0,0,0,0,1,0,2
BE,1948,1,0,0,0,0,0,0,1
BL,1948,2,0,1,0,0,1,0,4
BS,1948,2,0,1,0,0,1,0,4
FR,1948,0,0,0,0,0,1,0,1
GE,1948,0,0,0,0,0,1,0,1
GL,1948,1,0,0,0,0,1,0,2
GR,1948,1,0,0,0,0,1,0,2
LU,1948,1,0,0,0,0,1,0,2
NW,1948,1,0,0,0,0,1,0,2
OW,1948,1,0,0,0,0,0,0,1
SG,1948,1,0,0,0,0,1,0,2
SH,1948,1,0,0,0,0,1,0,2
SO,1948,1,0,0,0,0,1,0,2
SZ,1948,1,0,0,0,0,1,0,2
TG,1948,1,0,0,0,0,1,0,2
TI,1948,1,0,0,0,0,0,0,1
UR,1948,1,0,0,0,0,0,0,1
VD,1948,0,0,0,0,0,1,0,1
VS,1948,0,0,0,0,0,1,0,1
ZG,1948,1,0,0,0,0,1,0,2
ZH,1948,1,0,0,0,0,1,0,2
BL,1949,1,0,0,0,0,0,0,1
BS,1949,1,0,0,0,0,0,0,1
BL,1950,0,0,0,2,0,0,0,2
BS,1950,0,0,0,2,0,0,0,2
FR,1950,0,0,0,1,0,0,0,1
LU,1950,0,0,0,0,0,0,1,1
SO,1950,0,0,0,1,0,0,0,1
AG,1951,0,0,0,1,0,0,0,1
AI,1951,0,0,0,3,0,0,0,3
AR,1951,0,0,0,2,0,0,0,2
