sr_number,title,abbreviation,language,version_date,category,fedlex_uri,source,file_path
0.101.02,Protokoll Nr. 2 vom 6. Mai 1963 zur Konvention zum Schutze der Menschenrechte,,de,1993-10-15,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.02,https://fedlex.data.admin.ch,ch/0/de/0.101.02.md
0.101.06,Protokoll Nr. 6 vom 28. April 1983 zur Konvention zum Schutze der Menschenrechte,,de,2020-06-29,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.06,https://fedlex.data.admin.ch,ch/0/de/0.101.06.md
0.101.07,Protokoll Nr. 7 vom 22. November 1984 zur Konvention zum Schutze der Menschenrechte,,de,2022-09-16,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.07,https://fedlex.data.admin.ch,ch/0/de/0.101.07.md
0.101.08,Protokoll Nr. 8 vom 19. März 1985 zur Konvention zum Schutze der Menschenrechte,,de,1993-10-15,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.08,https://fedlex.data.admin.ch,ch/0/de/0.101.08.md
0.101.09,Protokoll Nr. 11 vom 11. Mai 1994 zur Konvention zum Schutze der Menschenrechte,,de,2022-03-16,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.09,https://fedlex.data.admin.ch,ch/0/de/0.101.09.md
0.101.093,Protokoll Nr. 13 vom 3. Mai 2002 zur Konvention zum Schutz der Menschenrechte,,de,2016-06-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.093,https://fedlex.data.admin.ch,ch/0/de/0.101.093.md
0.101.094,Protokoll Nr. 14 vom 13. Mai 2004 zur Konvention zum Schutz der Menschenrechte,,de,2022-03-16,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.094,https://fedlex.data.admin.ch,ch/0/de/0.101.094.md
0.101.095,Protokoll Nr. 15 über die Änderung der Konvention zum Schutze  der Menschenrechte,,de,2013-06-24,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.095,https://fedlex.data.admin.ch,ch/0/de/0.101.095.md
0.101.1,Europäisches Übereinkommen vom 6. Mai 1969 über die an den Verfahren vor der,,de,2016-07-21,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.1,https://fedlex.data.admin.ch,ch/0/de/0.101.1.md
0.101.2,Verfahrensordnung des Europäischen Gerichtshofs für Menschenrechte vom 4. November,,de,2025-04-28,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.2,https://fedlex.data.admin.ch,ch/0/de/0.101.2.md
0.101.3,"Europäisches Übereinkommen vom 5. März 1996 über Personen, welche an Verfahren",,de,2020-07-02,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101.3,https://fedlex.data.admin.ch,ch/0/de/0.101.3.md
0.101,Konvention vom 4. November 1950 zum Schutze der Menschenrechte und Grundfreiheiten,EMRK,de,2022-09-16,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.101,https://fedlex.data.admin.ch,ch/0/de/0.101.md
0.102.1,Zusatzprotokoll vom 16. November 2009 zur Europäischen Charta der kommunalen,,de,2023-07-05,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.102.1,https://fedlex.data.admin.ch,ch/0/de/0.102.1.md
0.102,Europäische Charta der kommunalen Selbstverwaltung vom 15. Oktober 1985,,de,2022-03-16,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.102,https://fedlex.data.admin.ch,ch/0/de/0.102.md
0.103.1,"Internationaler Pakt vom 16. Dezember 1966 über wirtschaftliche, soziale und",,de,2024-11-28,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.103.1,https://fedlex.data.admin.ch,ch/0/de/0.103.1.md
0.103.2,Internationaler Pakt vom 16. Dezember 1966 über bürgerliche und politische,,de,2022-05-09,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.103.2,https://fedlex.data.admin.ch,ch/0/de/0.103.2.md
0.103.22,Zweites Fakultativprotokoll vom 15. Dezember 1989 zum Internationalen Pakt,,de,2024-06-04,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.103.22,https://fedlex.data.admin.ch,ch/0/de/0.103.22.md
0.103.29,Übereinkommen vom 27. Februar 1995 zur Gründung des Internationalen Instituts,,de,2024-02-29,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.103.29,https://fedlex.data.admin.ch,ch/0/de/0.103.29.md
0.103.3,Internationales Übereinkommen vom 20. Dezember 2006 zum Schutz aller Personen,,de,2024-09-10,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.103.3,https://fedlex.data.admin.ch,ch/0/de/0.103.3.md
0.104,Internationales Übereinkommen vom 21. Dezember 1965 zur Beseitigung jeder Form,,de,2022-04-21,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.104,https://fedlex.data.admin.ch,ch/0/de/0.104.md
0.105.1,Fakultativprotokoll vom 18. Dezember 2002 zum Übereinkommen gegen Folter und,,de,2026-04-13,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.105.1,https://fedlex.data.admin.ch,ch/0/de/0.105.1.md
0.105,"Übereinkommen vom 10. Dezember 1984 gegen Folter und andere grausame, unmenschliche",,de,2022-02-15,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.105,https://fedlex.data.admin.ch,ch/0/de/0.105.md
0.106,Europäisches Übereinkommen vom 26. November 1987 zur Verhütung von Folter und,,de,2016-07-21,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.106,https://fedlex.data.admin.ch,ch/0/de/0.106.md
0.107.1,Fakultativprotokoll vom 25. Mai 2000 zum Übereinkommen über die Rechte des,,de,2023-04-20,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.107.1,https://fedlex.data.admin.ch,ch/0/de/0.107.1.md
0.107.2,Fakultativprotokoll vom 25. Mai 2000 zum Übereinkommen über die Rechte des,,de,2023-04-20,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.107.2,https://fedlex.data.admin.ch,ch/0/de/0.107.2.md
0.107.3,Fakultativprotokoll vom 19. Dezember 2011 zum Übereinkommen über die Rechte,,de,2024-12-11,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.107.3,https://fedlex.data.admin.ch,ch/0/de/0.107.3.md
0.107,Übereinkommen vom 20. November 1989 über die Rechte des Kindes,,de,2023-02-27,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.107,https://fedlex.data.admin.ch,ch/0/de/0.107.md
0.108.1,Fakultativprotokoll vom 6. Oktober 1999 zum Übereinkommen zur Beseitigung jeder,,de,2023-04-19,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.108.1,https://fedlex.data.admin.ch,ch/0/de/0.108.1.md
0.108,Übereinkommen vom 18. Dezember 1979 zur Beseitigung jeder Form von Diskriminierung,,de,2023-04-19,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.108,https://fedlex.data.admin.ch,ch/0/de/0.108.md
0.109,Übereinkommen vom 13. Dezember 2006 über die Rechte von Menschen mit Behinderungen,,de,2025-03-24,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.109,https://fedlex.data.admin.ch,ch/0/de/0.109.md
0.111,Wiener Übereinkommen vom 23. Mai 1969 über das Recht der Verträge (mit Anhang),,de,2020-05-08,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.111,https://fedlex.data.admin.ch,ch/0/de/0.111.md
0.120,Charta der Vereinten Nationen vom 26. Juni 1945,,de,2015-06-23,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.120,https://fedlex.data.admin.ch,ch/0/de/0.120.md
0.121.1,Umweltschutzprotokoll vom 4. Oktober 1991 zum Antarktis-Vertrag (mit Anhang,,de,2023-11-22,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.121.1,https://fedlex.data.admin.ch,ch/0/de/0.121.1.md
0.121,Antarktis-Vertrag vom 1. Dezember 1959,,de,2023-11-16,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.121,https://fedlex.data.admin.ch,ch/0/de/0.121.md
0.122.1,Notenaustausch vom 28./30. Januar 2020 zwischen der Schweiz und der Europäischen,,de,2020-02-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.122.1,https://fedlex.data.admin.ch,ch/0/de/0.122.1.md
0.131.1,Europäisches Rahmenübereinkommen vom 21. Mai 1980 über die grenzüberschreitende  Zusammenarbeit,,de,2019-05-16,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.1,https://fedlex.data.admin.ch,ch/0/de/0.131.1.md
0.131.11,Zusatzprotokoll vom 9. November 1995 zum Europäischen Rahmenübereinkommen über,,de,2018-01-23,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.11,https://fedlex.data.admin.ch,ch/0/de/0.131.11.md
0.131.12,Protokoll Nr. 2 vom 5. Mai 1998 zum Europäischen Rahmenübereinkommen über die,,de,2018-01-23,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.12,https://fedlex.data.admin.ch,ch/0/de/0.131.12.md
0.131.13,Protokoll Nr. 3 vom 16. November 2009 zum Europäischen Rahmenübereinkommen,,de,2020-04-09,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.13,https://fedlex.data.admin.ch,ch/0/de/0.131.13.md
0.131.21,"Vereinbarung vom 21. September 2000 zwischen dem Schweizerischen Bundesrat,",,de,2001-06-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.21,https://fedlex.data.admin.ch,ch/0/de/0.131.21.md
0.131.245.4,Rahmenabkommen vom 24. Februar 1993 zwischen der Schweizerischen Eidgenossenschaft,,de,1993-04-26,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.245.4,https://fedlex.data.admin.ch,ch/0/de/0.131.245.4.md
0.131.313.6,Abkommen vom 28. November 1984 zwischen der Schweizerischen Eidgenossenschaft,,de,1988-12-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.313.6,https://fedlex.data.admin.ch,ch/0/de/0.131.313.6.md
0.131.316.3,Abkommen vom 22. März 2000 zwischen der Schweizerischen Eidgenossenschaft und,,de,2002-03-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.316.3,https://fedlex.data.admin.ch,ch/0/de/0.131.316.3.md
0.131.316.31,Abkommen vom 3. März 2011 zwischen der Schweizerischen Eidgenossenschaft und,,de,2011-11-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.316.31,https://fedlex.data.admin.ch,ch/0/de/0.131.316.31.md
0.131.334.9,Abkommen vom 14. Januar 1987 zwischen dem Schweizerischen Bundesrat und der,,de,1989-04-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.334.9,https://fedlex.data.admin.ch,ch/0/de/0.131.334.9.md
0.131.334.91,Notenaustausch vom 28. Februar/25. Juni 2007 zwischen der Schweiz und Frankreich,,de,2007-06-25,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.334.91,https://fedlex.data.admin.ch,ch/0/de/0.131.334.91.md
0.131.334.92,"Abkommen vom 8. Dezember 2016 zwischen dem Schweizerischen Bundesrat, der Regierung",,de,2017-08-15,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.334.92,https://fedlex.data.admin.ch,ch/0/de/0.131.334.92.md
0.131.334.93,Rahmenabkommen vom 27. September 2016 zwischen dem Schweizerischen Bundesrat,,de,2019-10-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.334.93,https://fedlex.data.admin.ch,ch/0/de/0.131.334.93.md
0.131.334.931,Durchführungsprotokoll vom 27. September 2016 zwischen dem Eidgenössischen,,de,2019-10-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.334.931,https://fedlex.data.admin.ch,ch/0/de/0.131.334.931.md
0.131.345.4,Abkommen vom 2. Mai 1995 zwischen der Schweizerischen Eidgenossenschaft und,,de,1998-05-26,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.345.4,https://fedlex.data.admin.ch,ch/0/de/0.131.345.4.md
0.131.351.4,Abkommen vom 2. November 2005 zwischen der Schweizerischen Eidgenossenschaft,,de,2006-12-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.131.351.4,https://fedlex.data.admin.ch,ch/0/de/0.131.351.4.md
0.132.136.1,Staatsvertrag vom 21. Dezember 1906 zwischen dem Schweizerischen Bundesrat,,de,1908-08-23,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.1,https://fedlex.data.admin.ch,ch/0/de/0.132.136.1.md
0.132.136.11,Vereinbarung vom 29. Oktober 1907 zwischen der Schweiz und dem Deutschen Reiche,,de,1908-08-23,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.11,https://fedlex.data.admin.ch,ch/0/de/0.132.136.11.md
0.132.136.2,Abkommen vom 22. September 1938 zwischen der Schweiz und dem Deutschen Reiche,,de,1939-06-13,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.2,https://fedlex.data.admin.ch,ch/0/de/0.132.136.2.md
0.132.136.3,Vertrag vom 23. November 1964 zwischen der Schweizerischen Eidgenossenschaft,,de,1967-10-04,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.3,https://fedlex.data.admin.ch,ch/0/de/0.132.136.3.md
0.132.136.4,Vertrag vom 20./31. Oktober 1854 zwischen der Schweizerischen Eidgenossenschaft,,de,1855-01-20,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.4,https://fedlex.data.admin.ch,ch/0/de/0.132.136.4.md
0.132.136.5,Übereinkunft vom 28. April 1878 zwischen der Schweiz und dem Grossherzogtum,,de,1879-08-14,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.5,https://fedlex.data.admin.ch,ch/0/de/0.132.136.5.md
0.132.136.51,Übereinkunft vom 24. Juni 1879 zwischen der Schweiz und dem Deutschen Reiche,,de,1879-08-14,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.51,https://fedlex.data.admin.ch,ch/0/de/0.132.136.51.md
0.132.136.511,Erklärung vom 8. Dezember 1893 zwischen der Schweiz und dem Grossherzogtum,,de,1893-12-08,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.511,https://fedlex.data.admin.ch,ch/0/de/0.132.136.511.md
0.132.136.52,Abkommen vom 21. September 1938 zwischen der Schweiz und dem Deutschen Reich,,de,1939-06-13,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.52,https://fedlex.data.admin.ch,ch/0/de/0.132.136.52.md
0.132.136.6,Vertrag vom 5. März 2002 zwischen der Schweizerischen Eidgenossenschaft und,,de,2004-04-04,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.136.6,https://fedlex.data.admin.ch,ch/0/de/0.132.136.6.md
0.132.163.1,Vertrag vom 20. Juli 1970 zwischen der Schweizerischen Eidgenossenschaft und,,de,1972-09-16,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.163.1,https://fedlex.data.admin.ch,ch/0/de/0.132.163.1.md
0.132.163.2,Abkommen vom 20. Juli 1970 zwischen der Schweizerischen Eidgenossenschaft und,,de,1972-09-16,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.163.2,https://fedlex.data.admin.ch,ch/0/de/0.132.163.2.md
0.132.349.11,Übereinkunft vom 10. Juni 1891 zwischen der Schweiz und Frankreich betreffend,,de,1902-11-22,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.11,https://fedlex.data.admin.ch,ch/0/de/0.132.349.11.md
0.132.349.111,Abkommen vom 23. August 1963 zwischen der Schweizerischen Eidgenossenschaft,,de,1967-07-11,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.111,https://fedlex.data.admin.ch,ch/0/de/0.132.349.111.md
0.132.349.14,Abkommen vom 25. Februar 1953 zwischen der Schweiz und Frankreich über die,,de,1957-09-10,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.14,https://fedlex.data.admin.ch,ch/0/de/0.132.349.14.md
0.132.349.16,Abkommen vom 18. Januar 2002 zwischen der Schweizerischen Eidgenossenschaft,,de,2004-05-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.16,https://fedlex.data.admin.ch,ch/0/de/0.132.349.16.md
0.132.349.17,Abkommen vom 3. Dezember 1959 zwischen der Schweiz und Frankreich über eine,,de,1960-12-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.17,https://fedlex.data.admin.ch,ch/0/de/0.132.349.17.md
0.132.349.18,Abkommen vom 18. September 1996 zwischen der Schweizerischen Eidgenossenschaft,,de,2000-03-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.18,https://fedlex.data.admin.ch,ch/0/de/0.132.349.18.md
0.132.349.19,Vertrag vom 10. Juli 1973 zwischen der Schweiz und Frankreich betreffend eine,,de,1975-04-15,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.19,https://fedlex.data.admin.ch,ch/0/de/0.132.349.19.md
0.132.349.20,Abkommen vom 25. Februar 1953 zwischen der Schweiz und Frankreich über verschiedene,,de,1979-11-26,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.20,https://fedlex.data.admin.ch,ch/0/de/0.132.349.20.md
0.132.349.24,Vertrag vom 8. Dezember 1862 zwischen der Schweizerischen Eidgenossenschaft,,de,1863-02-20,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.24,https://fedlex.data.admin.ch,ch/0/de/0.132.349.24.md
0.132.349.241,Erklärung vom 18. Februar 1864 zwischen der Schweiz und Frankreich betreffend,,de,1864-02-18,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.241,https://fedlex.data.admin.ch,ch/0/de/0.132.349.241.md
0.132.349.27,Abkommen vom 3. Dezember 1959 zwischen der Schweiz und Frankreich über eine,,de,1967-06-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.27,https://fedlex.data.admin.ch,ch/0/de/0.132.349.27.md
0.132.349.28,Abkommen vom 18. September 1996 zwischen der Schweizerischen Eidgenossenschaft,,de,2000-03-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.28,https://fedlex.data.admin.ch,ch/0/de/0.132.349.28.md
0.132.349.31,Abkommen vom 3. Dezember 1959 zwischen der Schweiz und Frankreich über eine,,de,1960-12-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.31,https://fedlex.data.admin.ch,ch/0/de/0.132.349.31.md
0.132.349.34,Abkommen vom 25. Februar 1953 zwischen der Schweiz und Frankreich über verschiedene,,de,1957-09-10,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.34,https://fedlex.data.admin.ch,ch/0/de/0.132.349.34.md
0.132.349.37,Abkommen vom 3. Dezember 1959 zwischen der Schweiz und Frankreich über die,,de,1960-12-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.37,https://fedlex.data.admin.ch,ch/0/de/0.132.349.37.md
0.132.349.41,Abkommen vom 10. März 1965 zwischen dem Schweizerischen Bundesrat und der Regierung,,de,2019-08-13,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.349.41,https://fedlex.data.admin.ch,ch/0/de/0.132.349.41.md
0.132.454.1,Notenwechsel vom 10. Dezember 1936/5. August 1937 über die Festlegung der schweizerisch-italienischen,,de,1942-09-23,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.1,https://fedlex.data.admin.ch,ch/0/de/0.132.454.1.md
0.132.454.2,Abkommen vom 24. Juli 1941 zwischen der Schweizerischen Eidgenossenschaft und,,de,1942-09-23,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.2,https://fedlex.data.admin.ch,ch/0/de/0.132.454.2.md
0.132.454.20,Abkommen vom 5. Februar 1990 zwischen der Schweizerischen Eidgenossenschaft,,de,1992-02-10,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.20,https://fedlex.data.admin.ch,ch/0/de/0.132.454.20.md
0.132.454.21,Abkommen vom 25. November 1952 zwischen der Schweizerischen Eidgenossenschaft,,de,1963-06-26,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.21,https://fedlex.data.admin.ch,ch/0/de/0.132.454.21.md
0.132.454.212,"Bereinigung der schweizerisch-italienischen Grenze im Val di Lei, vom 24. September",,de,1963-04-11,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.212,https://fedlex.data.admin.ch,ch/0/de/0.132.454.212.md
0.132.454.22,Abkommen vom 5. April 1951 zwischen der Schweizerischen Eidgenossenschaft und,,de,1953-04-18,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.22,https://fedlex.data.admin.ch,ch/0/de/0.132.454.22.md
0.132.454.221,Abkommen vom 23. Juni 1972 zwischen der Schweizerischen Eidgenossenschaft und,,de,1976-10-05,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.221,https://fedlex.data.admin.ch,ch/0/de/0.132.454.221.md
0.132.454.23,Abkommen vom 5. April 1951 zwischen der Schweizerischen Eidgenossenschaft und,,de,1953-04-18,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.23,https://fedlex.data.admin.ch,ch/0/de/0.132.454.23.md
0.132.454.25,Abkommen vom 12. Juni 1981 zwischen der Schweizerischen Eidgenossenschaft und,,de,1985-01-31,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.25,https://fedlex.data.admin.ch,ch/0/de/0.132.454.25.md
0.132.454.27,Abkommen vom 16. Mai 1961 zwischen der Schweizerischen Eidgenossenschaft und,,de,1963-06-17,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.27,https://fedlex.data.admin.ch,ch/0/de/0.132.454.27.md
0.132.454.29,Abkommen vom 4. Juli 1952 zwischen der Schweizerischen Eidgenossenschaft und,,de,1954-12-17,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.29,https://fedlex.data.admin.ch,ch/0/de/0.132.454.29.md
0.132.454.3,Abkommen vom 24. Juli 1941 zwischen der Schweizerischen Eidgenossenschaft und,,de,1942-09-23,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.3,https://fedlex.data.admin.ch,ch/0/de/0.132.454.3.md
0.132.454.31,Notenaustausch vom 23. und 26. Mai 2008 zwischen der Schweiz und Italien betreffend,,de,2010-02-08,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.454.31,https://fedlex.data.admin.ch,ch/0/de/0.132.454.31.md
0.132.514.1,Vertrag vom 23. Dezember 1948 zwischen dem Fürstentum Liechtenstein und der,,de,1949-08-15,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.514.1,https://fedlex.data.admin.ch,ch/0/de/0.132.514.1.md
0.132.514.2,Abkommen vom 7. Mai 1955 zwischen der Schweizerischen Eidgenossenschaft und,,de,1956-02-10,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.132.514.2,https://fedlex.data.admin.ch,ch/0/de/0.132.514.2.md
0.141.0,Übereinkommen vom 13. September 1973 zur Verringerung der Fälle von Staatenlosigkeit,,de,2001-09-13,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.141.0,https://fedlex.data.admin.ch,ch/0/de/0.141.0.md
0.141.113.6,Abkommen vom 20. August 2009 zwischen der Schweizerischen Eidgenossenschaft,,de,2011-10-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.141.113.6,https://fedlex.data.admin.ch,ch/0/de/0.141.113.6.md
0.141.116.3,Abkommen vom 19. März 1999 zwischen der Schweizerischen Eidgenossenschaft und,,de,2001-01-01,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.141.116.3,https://fedlex.data.admin.ch,ch/0/de/0.141.116.3.md
0.141.126.3,Abkommen vom 15. Januar 1959 zwischen der Schweiz und Kolumbien betreffend,,de,1963-02-06,Systematische Sammlung des Bundesrechts (Völkerrecht),https://fedlex.data.admin.ch/eli/cc/0.141.126.3,https://fedlex.data.admin.ch,ch/0/de/0.141.126.3.md
