DATAFLOW,CANTON,DOMAIN,TIME_PERIOD,OBS_VALUE
SLC:DF_CONCORDATS(1.0),BL,etat,1991,1
SLC:DF_CONCORDATS(1.0),BL,infra,1991,1
SLC:DF_CONCORDATS(1.0),FR,fin,1991,3
SLC:DF_CONCORDATS(1.0),GE,educ,1991,1
SLC:DF_CONCORDATS(1.0),GL,infra,1991,1
SLC:DF_CONCORDATS(1.0),GR,eco,1991,1
SLC:DF_CONCORDATS(1.0),NE,eco,1991,1
SLC:DF_CONCORDATS(1.0),NE,fin,1991,3
SLC:DF_CONCORDATS(1.0),SG,fin,1991,1
SLC:DF_CONCORDATS(1.0),SG,infra,1991,1
SLC:DF_CONCORDATS(1.0),SO,fin,1991,2
SLC:DF_CONCORDATS(1.0),SZ,educ,1991,1
SLC:DF_CONCORDATS(1.0),SZ,infra,1991,1
SLC:DF_CONCORDATS(1.0),UR,infra,1991,1
SLC:DF_CONCORDATS(1.0),AI,autres,1992,1
SLC:DF_CONCORDATS(1.0),AR,educ,1992,1
SLC:DF_CONCORDATS(1.0),BL,educ,1992,1
SLC:DF_CONCORDATS(1.0),BL,infra,1992,1
SLC:DF_CONCORDATS(1.0),BS,infra,1992,1
SLC:DF_CONCORDATS(1.0),GE,autres,1992,1
SLC:DF_CONCORDATS(1.0),GL,autres,1992,1
SLC:DF_CONCORDATS(1.0),GR,autres,1992,1
SLC:DF_CONCORDATS(1.0),LU,autres,1992,1
SLC:DF_CONCORDATS(1.0),NE,autres,1992,1
SLC:DF_CONCORDATS(1.0),NW,autres,1992,1
SLC:DF_CONCORDATS(1.0),SG,autres,1992,1
SLC:DF_CONCORDATS(1.0),SG,educ,1992,1
SLC:DF_CONCORDATS(1.0),SG,etat,1992,1
SLC:DF_CONCORDATS(1.0),SO,autres,1992,1
SLC:DF_CONCORDATS(1.0),SZ,autres,1992,1
SLC:DF_CONCORDATS(1.0),TG,autres,1992,1
SLC:DF_CONCORDATS(1.0),TI,autres,1992,1
SLC:DF_CONCORDATS(1.0),VD,autres,1992,1
SLC:DF_CONCORDATS(1.0),ZG,eco,1992,1
SLC:DF_CONCORDATS(1.0),AG,educ,1993,2
SLC:DF_CONCORDATS(1.0),AR,educ,1993,1
SLC:DF_CONCORDATS(1.0),BE,educ,1993,2
SLC:DF_CONCORDATS(1.0),BE,etat,1993,1
SLC:DF_CONCORDATS(1.0),BL,eco,1993,1
SLC:DF_CONCORDATS(1.0),BL,educ,1993,2
SLC:DF_CONCORDATS(1.0),BL,etat,1993,4
SLC:DF_CONCORDATS(1.0),BL,sante,1993,2
SLC:DF_CONCORDATS(1.0),BS,autres,1993,1
SLC:DF_CONCORDATS(1.0),BS,educ,1993,2
SLC:DF_CONCORDATS(1.0),BS,etat,1993,3
SLC:DF_CONCORDATS(1.0),BS,sante,1993,1
SLC:DF_CONCORDATS(1.0),FR,educ,1993,1
SLC:DF_CONCORDATS(1.0),GE,educ,1993,2
SLC:DF_CONCORDATS(1.0),GL,educ,1993,1
SLC:DF_CONCORDATS(1.0),GL,fin,1993,2
SLC:DF_CONCORDATS(1.0),GL,infra,1993,1
SLC:DF_CONCORDATS(1.0),GR,educ,1993,1
SLC:DF_CONCORDATS(1.0),LU,educ,1993,1
SLC:DF_CONCORDATS(1.0),NE,educ,1993,3
SLC:DF_CONCORDATS(1.0),NW,educ,1993,2
SLC:DF_CONCORDATS(1.0),OW,educ,1993,1
SLC:DF_CONCORDATS(1.0),SG,educ,1993,2
SLC:DF_CONCORDATS(1.0),SG,fin,1993,2
SLC:DF_CONCORDATS(1.0),SG,infra,1993,1
SLC:DF_CONCORDATS(1.0),SH,educ,1993,1
SLC:DF_CONCORDATS(1.0),SH,etat,1993,1
SLC:DF_CONCORDATS(1.0),SO,eco,1993,1
SLC:DF_CONCORDATS(1.0),SO,educ,1993,1
SLC:DF_CONCORDATS(1.0),SZ,educ,1993,2
SLC:DF_CONCORDATS(1.0),SZ,fin,1993,2
SLC:DF_CONCORDATS(1.0),TG,educ,1993,5
SLC:DF_CONCORDATS(1.0),TG,infra,1993,1
SLC:DF_CONCORDATS(1.0),TI,educ,1993,2
SLC:DF_CONCORDATS(1.0),VD,educ,1993,1
SLC:DF_CONCORDATS(1.0),VS,educ,1993,2
SLC:DF_CONCORDATS(1.0),ZG,educ,1993,3
SLC:DF_CONCORDATS(1.0),ZH,fin,1993,3
SLC:DF_CONCORDATS(1.0),AG,etat,1994,1
SLC:DF_CONCORDATS(1.0),AG,infra,1994,2
SLC:DF_CONCORDATS(1.0),AR,infra,1994,1
SLC:DF_CONCORDATS(1.0),BE,infra,1994,1
SLC:DF_CONCORDATS(1.0),BL,eco,1994,1
SLC:DF_CONCORDATS(1.0),BL,educ,1994,4
SLC:DF_CONCORDATS(1.0),BL,infra,1994,1
SLC:DF_CONCORDATS(1.0),BS,eco,1994,1
SLC:DF_CONCORDATS(1.0),BS,educ,1994,2
SLC:DF_CONCORDATS(1.0),BS,infra,1994,2
SLC:DF_CONCORDATS(1.0),FR,etat,1994,1
SLC:DF_CONCORDATS(1.0),FR,infra,1994,1
SLC:DF_CONCORDATS(1.0),GE,infra,1994,1
SLC:DF_CONCORDATS(1.0),GL,fin,1994,2
SLC:DF_CONCORDATS(1.0),GL,infra,1994,3
SLC:DF_CONCORDATS(1.0),GR,fin,1994,1
SLC:DF_CONCORDATS(1.0),GR,infra,1994,1
SLC:DF_CONCORDATS(1.0),LU,infra,1994,1
SLC:DF_CONCORDATS(1.0),NE,infra,1994,1
SLC:DF_CONCORDATS(1.0),NW,fin,1994,2
SLC:DF_CONCORDATS(1.0),OW,fin,1994,1
SLC:DF_CONCORDATS(1.0),SG,educ,1994,1
SLC:DF_CONCORDATS(1.0),SG,fin,1994,4
SLC:DF_CONCORDATS(1.0),SG,infra,1994,9
SLC:DF_CONCORDATS(1.0),SO,infra,1994,2
SLC:DF_CONCORDATS(1.0),SZ,fin,1994,3
SLC:DF_CONCORDATS(1.0),SZ,infra,1994,2
SLC:DF_CONCORDATS(1.0),TG,educ,1994,1
SLC:DF_CONCORDATS(1.0),TG,fin,1994,1
SLC:DF_CONCORDATS(1.0),TG,infra,1994,3
SLC:DF_CONCORDATS(1.0),UR,fin,1994,3
SLC:DF_CONCORDATS(1.0),VD,educ,1994,1
SLC:DF_CONCORDATS(1.0),VS,infra,1994,1
SLC:DF_CONCORDATS(1.0),ZG,infra,1994,2
SLC:DF_CONCORDATS(1.0),ZH,autres,1994,1
SLC:DF_CONCORDATS(1.0),ZH,fin,1994,3
SLC:DF_CONCORDATS(1.0),ZH,infra,1994,1
SLC:DF_CONCORDATS(1.0),AG,educ,1995,2
SLC:DF_CONCORDATS(1.0),AI,infra,1995,1
SLC:DF_CONCORDATS(1.0),BE,educ,1995,2
SLC:DF_CONCORDATS(1.0),BE,etat,1995,1
SLC:DF_CONCORDATS(1.0),BE,fin,1995,2
SLC:DF_CONCORDATS(1.0),BL,educ,1995,2
SLC:DF_CONCORDATS(1.0),BL,etat,1995,1
SLC:DF_CONCORDATS(1.0),BS,educ,1995,1
SLC:DF_CONCORDATS(1.0),BS,etat,1995,1
SLC:DF_CONCORDATS(1.0),BS,infra,1995,1
SLC:DF_CONCORDATS(1.0),FR,eco,1995,1
SLC:DF_CONCORDATS(1.0),FR,educ,1995,1
SLC:DF_CONCORDATS(1.0),GL,educ,1995,1
SLC:DF_CONCORDATS(1.0),GL,sante,1995,1
SLC:DF_CONCORDATS(1.0),JU,autres,1995,1
SLC:DF_CONCORDATS(1.0),JU,educ,1995,1
SLC:DF_CONCORDATS(1.0),NE,educ,1995,4
SLC:DF_CONCORDATS(1.0),NE,fin,1995,1
SLC:DF_CONCORDATS(1.0),NW,educ,1995,1
SLC:DF_CONCORDATS(1.0),SG,educ,1995,1
SLC:DF_CONCORDATS(1.0),SG,infra,1995,2
SLC:DF_CONCORDATS(1.0),SH,infra,1995,1
SLC:DF_CONCORDATS(1.0),SH,sante,1995,1
SLC:DF_CONCORDATS(1.0),SO,educ,1995,2
SLC:DF_CONCORDATS(1.0),SO,etat,1995,3
SLC:DF_CONCORDATS(1.0),SO,fin,1995,1
SLC:DF_CONCORDATS(1.0),SZ,eco,1995,1
SLC:DF_CONCORDATS(1.0),TG,educ,1995,2
SLC:DF_CONCORDATS(1.0),TG,sante,1995,1
SLC:DF_CONCORDATS(1.0),TI,educ,1995,2
SLC:DF_CONCORDATS(1.0),ZG,educ,1995,1
SLC:DF_CONCORDATS(1.0),ZH,educ,1995,1
SLC:DF_CONCORDATS(1.0),ZH,infra,1995,1
SLC:DF_CONCORDATS(1.0),BL,educ,1996,1
SLC:DF_CONCORDATS(1.0),BL,etat,1996,1
SLC:DF_CONCORDATS(1.0),BL,sante,1996,1
SLC:DF_CONCORDATS(1.0),BS,educ,1996,1
SLC:DF_CONCORDATS(1.0),BS,etat,1996,1
SLC:DF_CONCORDATS(1.0),BS,infra,1996,1
SLC:DF_CONCORDATS(1.0),FR,educ,1996,1
SLC:DF_CONCORDATS(1.0),FR,etat,1996,1
SLC:DF_CONCORDATS(1.0),GE,educ,1996,1
SLC:DF_CONCORDATS(1.0),GE,etat,1996,2
SLC:DF_CONCORDATS(1.0),GL,fin,1996,1
SLC:DF_CONCORDATS(1.0),LU,eco,1996,1
SLC:DF_CONCORDATS(1.0),LU,sante,1996,1
SLC:DF_CONCORDATS(1.0),NE,eco,1996,1
SLC:DF_CONCORDATS(1.0),NE,etat,1996,2
SLC:DF_CONCORDATS(1.0),NW,sante,1996,2
SLC:DF_CONCORDATS(1.0),SG,eco,1996,1
SLC:DF_CONCORDATS(1.0),SG,fin,1996,2
SLC:DF_CONCORDATS(1.0),SG,infra,1996,2
SLC:DF_CONCORDATS(1.0),SG,sante,1996,1
SLC:DF_CONCORDATS(1.0),SH,fin,1996,1
SLC:DF_CONCORDATS(1.0),SO,educ,1996,1
SLC:DF_CONCORDATS(1.0),SZ,eco,1996,1
SLC:DF_CONCORDATS(1.0),SZ,fin,1996,1
SLC:DF_CONCORDATS(1.0),TG,educ,1996,1
SLC:DF_CONCORDATS(1.0),TG,sante,1996,1
SLC:DF_CONCORDATS(1.0),VD,educ,1996,1
SLC:DF_CONCORDATS(1.0),VD,etat,1996,2
SLC:DF_CONCORDATS(1.0),VS,etat,1996,1
SLC:DF_CONCORDATS(1.0),ZG,eco,1996,1
SLC:DF_CONCORDATS(1.0),ZG,fin,1996,1
SLC:DF_CONCORDATS(1.0),ZH,educ,1996,2
SLC:DF_CONCORDATS(1.0),AG,educ,1997,3
SLC:DF_CONCORDATS(1.0),AG,infra,1997,3
SLC:DF_CONCORDATS(1.0),BL,educ,1997,4
SLC:DF_CONCORDATS(1.0),BL,etat,1997,1
SLC:DF_CONCORDATS(1.0),BL,infra,1997,2
SLC:DF_CONCORDATS(1.0),BL,sante,1997,1
SLC:DF_CONCORDATS(1.0),BS,educ,1997,7
SLC:DF_CONCORDATS(1.0),BS,etat,1997,1
SLC:DF_CONCORDATS(1.0),BS,infra,1997,2
SLC:DF_CONCORDATS(1.0),FR,educ,1997,2
SLC:DF_CONCORDATS(1.0),GE,educ,1997,4
SLC:DF_CONCORDATS(1.0),GR,educ,1997,1
SLC:DF_CONCORDATS(1.0),LU,autres,1997,1
SLC:DF_CONCORDATS(1.0),LU,sante,1997,1
SLC:DF_CONCORDATS(1.0),NW,sante,1997,1
SLC:DF_CONCORDATS(1.0),OW,sante,1997,1
SLC:DF_CONCORDATS(1.0),SG,educ,1997,2
SLC:DF_CONCORDATS(1.0),SG,etat,1997,2
SLC:DF_CONCORDATS(1.0),SG,fin,1997,1
SLC:DF_CONCORDATS(1.0),SG,infra,1997,1
SLC:DF_CONCORDATS(1.0),SG,sante,1997,1
SLC:DF_CONCORDATS(1.0),SH,sante,1997,1
SLC:DF_CONCORDATS(1.0),SO,educ,1997,2
SLC:DF_CONCORDATS(1.0),SO,sante,1997,1
SLC:DF_CONCORDATS(1.0),SZ,educ,1997,1
SLC:DF_CONCORDATS(1.0),SZ,fin,1997,1
SLC:DF_CONCORDATS(1.0),SZ,infra,1997,1
SLC:DF_CONCORDATS(1.0),TG,educ,1997,1
SLC:DF_CONCORDATS(1.0),TG,etat,1997,1
SLC:DF_CONCORDATS(1.0),VD,educ,1997,2
SLC:DF_CONCORDATS(1.0),VS,educ,1997,1
SLC:DF_CONCORDATS(1.0),ZG,educ,1997,2
SLC:DF_CONCORDATS(1.0),ZG,infra,1997,1
SLC:DF_CONCORDATS(1.0),ZH,educ,1997,5
SLC:DF_CONCORDATS(1.0),ZH,etat,1997,1
SLC:DF_CONCORDATS(1.0),AG,educ,1998,3
SLC:DF_CONCORDATS(1.0),AI,educ,1998,1
SLC:DF_CONCORDATS(1.0),AR,educ,1998,2
SLC:DF_CONCORDATS(1.0),BE,eco,1998,1
SLC:DF_CONCORDATS(1.0),BE,educ,1998,1
SLC:DF_CONCORDATS(1.0),BE,etat,1998,1
SLC:DF_CONCORDATS(1.0),BL,eco,1998,1
SLC:DF_CONCORDATS(1.0),BL,educ,1998,5
SLC:DF_CONCORDATS(1.0),BL,fin,1998,1
SLC:DF_CONCORDATS(1.0),BL,infra,1998,2
SLC:DF_CONCORDATS(1.0),BL,sante,1998,1
SLC:DF_CONCORDATS(1.0),BS,eco,1998,1
SLC:DF_CONCORDATS(1.0),BS,educ,1998,5
SLC:DF_CONCORDATS(1.0),BS,infra,1998,2
SLC:DF_CONCORDATS(1.0),BS,sante,1998,2
SLC:DF_CONCORDATS(1.0),FR,eco,1998,3
SLC:DF_CONCORDATS(1.0),FR,educ,1998,1
SLC:DF_CONCORDATS(1.0),FR,sante,1998,1
SLC:DF_CONCORDATS(1.0),GE,eco,1998,1
SLC:DF_CONCORDATS(1.0),GE,educ,1998,1
SLC:DF_CONCORDATS(1.0),GL,eco,1998,1
SLC:DF_CONCORDATS(1.0),GL,educ,1998,1
SLC:DF_CONCORDATS(1.0),JU,etat,1998,1
SLC:DF_CONCORDATS(1.0),LU,eco,1998,1
SLC:DF_CONCORDATS(1.0),LU,educ,1998,1
SLC:DF_CONCORDATS(1.0),NE,eco,1998,3
SLC:DF_CONCORDATS(1.0),NE,educ,1998,2
SLC:DF_CONCORDATS(1.0),OW,educ,1998,1
SLC:DF_CONCORDATS(1.0),SG,eco,1998,1
SLC:DF_CONCORDATS(1.0),SG,educ,1998,3
SLC:DF_CONCORDATS(1.0),SG,fin,1998,1
SLC:DF_CONCORDATS(1.0),SH,educ,1998,1
SLC:DF_CONCORDATS(1.0),SH,fin,1998,1
SLC:DF_CONCORDATS(1.0),SO,eco,1998,1
SLC:DF_CONCORDATS(1.0),SO,educ,1998,3
SLC:DF_CONCORDATS(1.0),SZ,eco,1998,1
SLC:DF_CONCORDATS(1.0),SZ,educ,1998,1
SLC:DF_CONCORDATS(1.0),TG,eco,1998,1
SLC:DF_CONCORDATS(1.0),TG,educ,1998,2
SLC:DF_CONCORDATS(1.0),TG,infra,1998,1
SLC:DF_CONCORDATS(1.0),TI,eco,1998,1
SLC:DF_CONCORDATS(1.0),TI,educ,1998,1
SLC:DF_CONCORDATS(1.0),TI,sante,1998,1
SLC:DF_CONCORDATS(1.0),VD,eco,1998,3
SLC:DF_CONCORDATS(1.0),VS,eco,1998,1
SLC:DF_CONCORDATS(1.0),VS,educ,1998,2
SLC:DF_CONCORDATS(1.0),ZG,eco,1998,1
SLC:DF_CONCORDATS(1.0),ZG,educ,1998,3
SLC:DF_CONCORDATS(1.0),ZG,fin,1998,1
SLC:DF_CONCORDATS(1.0),ZG,sante,1998,2
SLC:DF_CONCORDATS(1.0),ZH,educ,1998,5
SLC:DF_CONCORDATS(1.0),ZH,fin,1998,1
SLC:DF_CONCORDATS(1.0),ZH,infra,1998,2
SLC:DF_CONCORDATS(1.0),AG,educ,1999,1
SLC:DF_CONCORDATS(1.0),AI,educ,1999,1
SLC:DF_CONCORDATS(1.0),BE,educ,1999,2
SLC:DF_CONCORDATS(1.0),BE,etat,1999,1
SLC:DF_CONCORDATS(1.0),BE,fin,1999,1
SLC:DF_CONCORDATS(1.0),BL,autres,1999,1
SLC:DF_CONCORDATS(1.0),BL,educ,1999,1
SLC:DF_CONCORDATS(1.0),BS,autres,1999,1
SLC:DF_CONCORDATS(1.0),BS,educ,1999,3
SLC:DF_CONCORDATS(1.0),BS,sante,1999,1
SLC:DF_CONCORDATS(1.0),FR,educ,1999,2
SLC:DF_CONCORDATS(1.0),GE,educ,1999,2
SLC:DF_CONCORDATS(1.0),GE,fin,1999,1
SLC:DF_CONCORDATS(1.0),GR,fin,1999,1
SLC:DF_CONCORDATS(1.0),JU,eco,1999,1
SLC:DF_CONCORDATS(1.0),JU,educ,1999,1
SLC:DF_CONCORDATS(1.0),JU,etat,1999,1
SLC:DF_CONCORDATS(1.0),LU,educ,1999,2
SLC:DF_CONCORDATS(1.0),NE,educ,1999,4
SLC:DF_CONCORDATS(1.0),NE,etat,1999,1
SLC:DF_CONCORDATS(1.0),NW,educ,1999,1
SLC:DF_CONCORDATS(1.0),NW,sante,1999,1
SLC:DF_CONCORDATS(1.0),SG,educ,1999,6
SLC:DF_CONCORDATS(1.0),SG,fin,1999,1
SLC:DF_CONCORDATS(1.0),SG,sante,1999,2
SLC:DF_CONCORDATS(1.0),SH,sante,1999,1
SLC:DF_CONCORDATS(1.0),SO,eco,1999,1
SLC:DF_CONCORDATS(1.0),SO,educ,1999,3
SLC:DF_CONCORDATS(1.0),SZ,educ,1999,2
SLC:DF_CONCORDATS(1.0),SZ,sante,1999,1
SLC:DF_CONCORDATS(1.0),TG,educ,1999,4
SLC:DF_CONCORDATS(1.0),TG,sante,1999,1
SLC:DF_CONCORDATS(1.0),UR,educ,1999,1
SLC:DF_CONCORDATS(1.0),VD,educ,1999,1
SLC:DF_CONCORDATS(1.0),VD,fin,1999,1
SLC:DF_CONCORDATS(1.0),VS,fin,1999,1
SLC:DF_CONCORDATS(1.0),VS,sante,1999,1
SLC:DF_CONCORDATS(1.0),ZG,educ,1999,6
SLC:DF_CONCORDATS(1.0),ZG,infra,1999,1
SLC:DF_CONCORDATS(1.0),ZG,sante,1999,1
SLC:DF_CONCORDATS(1.0),ZH,educ,1999,3
SLC:DF_CONCORDATS(1.0),AG,educ,2000,1
SLC:DF_CONCORDATS(1.0),AG,sante,2000,1
SLC:DF_CONCORDATS(1.0),BE,educ,2000,2
SLC:DF_CONCORDATS(1.0),BL,eco,2000,1
SLC:DF_CONCORDATS(1.0),BL,educ,2000,4
SLC:DF_CONCORDATS(1.0),BL,infra,2000,1
SLC:DF_CONCORDATS(1.0),BL,sante,2000,2
SLC:DF_CONCORDATS(1.0),BS,eco,2000,1
SLC:DF_CONCORDATS(1.0),BS,educ,2000,1
SLC:DF_CONCORDATS(1.0),BS,etat,2000,1
SLC:DF_CONCORDATS(1.0),BS,infra,2000,1
SLC:DF_CONCORDATS(1.0),BS,sante,2000,2
SLC:DF_CONCORDATS(1.0),GE,etat,2000,1
SLC:DF_CONCORDATS(1.0),GE,fin,2000,1
SLC:DF_CONCORDATS(1.0),GL,educ,2000,1
SLC:DF_CONCORDATS(1.0),GL,infra,2000,2
SLC:DF_CONCORDATS(1.0),JU,educ,2000,2
SLC:DF_CONCORDATS(1.0),NE,educ,2000,1
SLC:DF_CONCORDATS(1.0),NE,etat,2000,1
SLC:DF_CONCORDATS(1.0),NW,educ,2000,2
SLC:DF_CONCORDATS(1.0),NW,etat,2000,1
SLC:DF_CONCORDATS(1.0),OW,etat,2000,1
SLC:DF_CONCORDATS(1.0),SG,educ,2000,2
SLC:DF_CONCORDATS(1.0),SG,infra,2000,3
SLC:DF_CONCORDATS(1.0),SO,sante,2000,1
SLC:DF_CONCORDATS(1.0),SZ,educ,2000,2
SLC:DF_CONCORDATS(1.0),SZ,infra,2000,2
SLC:DF_CONCORDATS(1.0),UR,etat,2000,1
SLC:DF_CONCORDATS(1.0),VD,educ,2000,1
SLC:DF_CONCORDATS(1.0),ZG,autres,2000,1
SLC:DF_CONCORDATS(1.0),ZG,educ,2000,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2000,4
SLC:DF_CONCORDATS(1.0),ZH,infra,2000,1
SLC:DF_CONCORDATS(1.0),AG,educ,2001,1
SLC:DF_CONCORDATS(1.0),AI,educ,2001,1
SLC:DF_CONCORDATS(1.0),AR,educ,2001,1
SLC:DF_CONCORDATS(1.0),BE,educ,2001,3
SLC:DF_CONCORDATS(1.0),BL,educ,2001,2
SLC:DF_CONCORDATS(1.0),BL,infra,2001,1
SLC:DF_CONCORDATS(1.0),BL,sante,2001,1
SLC:DF_CONCORDATS(1.0),BS,infra,2001,2
SLC:DF_CONCORDATS(1.0),BS,sante,2001,1
SLC:DF_CONCORDATS(1.0),FR,educ,2001,1
SLC:DF_CONCORDATS(1.0),FR,etat,2001,1
SLC:DF_CONCORDATS(1.0),GE,educ,2001,1
SLC:DF_CONCORDATS(1.0),GE,etat,2001,2
SLC:DF_CONCORDATS(1.0),JU,educ,2001,2
SLC:DF_CONCORDATS(1.0),LU,educ,2001,3
SLC:DF_CONCORDATS(1.0),LU,infra,2001,1
SLC:DF_CONCORDATS(1.0),NE,educ,2001,5
SLC:DF_CONCORDATS(1.0),NW,eco,2001,1
SLC:DF_CONCORDATS(1.0),NW,infra,2001,2
SLC:DF_CONCORDATS(1.0),NW,sante,2001,1
SLC:DF_CONCORDATS(1.0),SG,educ,2001,1
SLC:DF_CONCORDATS(1.0),SG,etat,2001,1
SLC:DF_CONCORDATS(1.0),SG,infra,2001,1
SLC:DF_CONCORDATS(1.0),SH,educ,2001,1
SLC:DF_CONCORDATS(1.0),SH,etat,2001,1
SLC:DF_CONCORDATS(1.0),SH,infra,2001,1
SLC:DF_CONCORDATS(1.0),SO,educ,2001,1
SLC:DF_CONCORDATS(1.0),SO,etat,2001,1
SLC:DF_CONCORDATS(1.0),TG,educ,2001,2
SLC:DF_CONCORDATS(1.0),VD,educ,2001,2
SLC:DF_CONCORDATS(1.0),VD,etat,2001,1
SLC:DF_CONCORDATS(1.0),VS,etat,2001,1
SLC:DF_CONCORDATS(1.0),ZG,infra,2001,2
SLC:DF_CONCORDATS(1.0),ZH,educ,2001,2
SLC:DF_CONCORDATS(1.0),ZH,infra,2001,1
SLC:DF_CONCORDATS(1.0),ZH,sante,2001,1
SLC:DF_CONCORDATS(1.0),AG,educ,2002,1
SLC:DF_CONCORDATS(1.0),AI,autres,2002,1
SLC:DF_CONCORDATS(1.0),AI,eco,2002,1
SLC:DF_CONCORDATS(1.0),AR,autres,2002,1
SLC:DF_CONCORDATS(1.0),AR,eco,2002,1
SLC:DF_CONCORDATS(1.0),BL,educ,2002,4
SLC:DF_CONCORDATS(1.0),BL,etat,2002,1
SLC:DF_CONCORDATS(1.0),BS,educ,2002,2
SLC:DF_CONCORDATS(1.0),BS,infra,2002,1
SLC:DF_CONCORDATS(1.0),FR,educ,2002,3
SLC:DF_CONCORDATS(1.0),GE,educ,2002,3
SLC:DF_CONCORDATS(1.0),GL,autres,2002,1
SLC:DF_CONCORDATS(1.0),GL,eco,2002,1
SLC:DF_CONCORDATS(1.0),GR,autres,2002,1
SLC:DF_CONCORDATS(1.0),GR,eco,2002,1
SLC:DF_CONCORDATS(1.0),GR,sante,2002,1
SLC:DF_CONCORDATS(1.0),JU,educ,2002,1
SLC:DF_CONCORDATS(1.0),LU,educ,2002,2
SLC:DF_CONCORDATS(1.0),LU,fin,2002,1
SLC:DF_CONCORDATS(1.0),LU,sante,2002,1
SLC:DF_CONCORDATS(1.0),NE,educ,2002,1
SLC:DF_CONCORDATS(1.0),NE,etat,2002,1
SLC:DF_CONCORDATS(1.0),NE,fin,2002,1
SLC:DF_CONCORDATS(1.0),NE,sante,2002,1
SLC:DF_CONCORDATS(1.0),NW,eco,2002,1
SLC:DF_CONCORDATS(1.0),NW,educ,2002,4
SLC:DF_CONCORDATS(1.0),NW,infra,2002,1
SLC:DF_CONCORDATS(1.0),NW,sante,2002,4
SLC:DF_CONCORDATS(1.0),OW,educ,2002,2
SLC:DF_CONCORDATS(1.0),SG,autres,2002,1
SLC:DF_CONCORDATS(1.0),SG,eco,2002,1
SLC:DF_CONCORDATS(1.0),SG,sante,2002,1
SLC:DF_CONCORDATS(1.0),SH,autres,2002,1
SLC:DF_CONCORDATS(1.0),SH,eco,2002,1
SLC:DF_CONCORDATS(1.0),SH,sante,2002,2
SLC:DF_CONCORDATS(1.0),SO,etat,2002,1
SLC:DF_CONCORDATS(1.0),SZ,eco,2002,1
SLC:DF_CONCORDATS(1.0),SZ,educ,2002,2
SLC:DF_CONCORDATS(1.0),SZ,sante,2002,1
SLC:DF_CONCORDATS(1.0),TG,autres,2002,1
SLC:DF_CONCORDATS(1.0),TG,eco,2002,1
SLC:DF_CONCORDATS(1.0),TG,etat,2002,1
SLC:DF_CONCORDATS(1.0),TI,autres,2002,1
SLC:DF_CONCORDATS(1.0),UR,educ,2002,3
SLC:DF_CONCORDATS(1.0),VD,educ,2002,2
SLC:DF_CONCORDATS(1.0),VD,sante,2002,1
SLC:DF_CONCORDATS(1.0),VS,educ,2002,1
SLC:DF_CONCORDATS(1.0),ZG,eco,2002,2
SLC:DF_CONCORDATS(1.0),ZG,educ,2002,2
SLC:DF_CONCORDATS(1.0),ZG,etat,2002,1
SLC:DF_CONCORDATS(1.0),ZG,sante,2002,3
SLC:DF_CONCORDATS(1.0),ZH,autres,2002,1
SLC:DF_CONCORDATS(1.0),ZH,eco,2002,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2002,2
SLC:DF_CONCORDATS(1.0),ZH,etat,2002,1
SLC:DF_CONCORDATS(1.0),ZH,infra,2002,1
SLC:DF_CONCORDATS(1.0),AG,educ,2003,3
SLC:DF_CONCORDATS(1.0),AI,educ,2003,1
SLC:DF_CONCORDATS(1.0),AR,educ,2003,2
SLC:DF_CONCORDATS(1.0),BE,educ,2003,2
SLC:DF_CONCORDATS(1.0),BE,etat,2003,1
SLC:DF_CONCORDATS(1.0),BL,eco,2003,2
SLC:DF_CONCORDATS(1.0),BL,educ,2003,1
SLC:DF_CONCORDATS(1.0),BL,etat,2003,1
SLC:DF_CONCORDATS(1.0),BL,sante,2003,1
SLC:DF_CONCORDATS(1.0),BS,educ,2003,2
SLC:DF_CONCORDATS(1.0),BS,etat,2003,1
SLC:DF_CONCORDATS(1.0),FR,autres,2003,1
SLC:DF_CONCORDATS(1.0),FR,educ,2003,2
SLC:DF_CONCORDATS(1.0),GE,autres,2003,3
SLC:DF_CONCORDATS(1.0),GE,educ,2003,1
SLC:DF_CONCORDATS(1.0),GL,infra,2003,5
SLC:DF_CONCORDATS(1.0),LU,educ,2003,5
SLC:DF_CONCORDATS(1.0),LU,etat,2003,1
SLC:DF_CONCORDATS(1.0),LU,infra,2003,1
SLC:DF_CONCORDATS(1.0),LU,sante,2003,1
SLC:DF_CONCORDATS(1.0),NE,autres,2003,1
SLC:DF_CONCORDATS(1.0),NE,educ,2003,1
SLC:DF_CONCORDATS(1.0),NW,educ,2003,1
SLC:DF_CONCORDATS(1.0),NW,etat,2003,1
SLC:DF_CONCORDATS(1.0),SG,educ,2003,5
SLC:DF_CONCORDATS(1.0),SG,infra,2003,1
SLC:DF_CONCORDATS(1.0),SH,educ,2003,1
SLC:DF_CONCORDATS(1.0),SO,educ,2003,1
SLC:DF_CONCORDATS(1.0),SO,etat,2003,1
SLC:DF_CONCORDATS(1.0),SO,sante,2003,2
SLC:DF_CONCORDATS(1.0),SZ,educ,2003,3
SLC:DF_CONCORDATS(1.0),SZ,etat,2003,1
SLC:DF_CONCORDATS(1.0),SZ,infra,2003,1
SLC:DF_CONCORDATS(1.0),TG,educ,2003,2
SLC:DF_CONCORDATS(1.0),TI,autres,2003,1
