DATAFLOW,CANTON,DOMAIN,TIME_PERIOD,OBS_VALUE
SLC:DF_CONCORDATS(1.0),AR,autres,1969,1
SLC:DF_CONCORDATS(1.0),AR,etat,1969,1
SLC:DF_CONCORDATS(1.0),AR,fin,1969,1
SLC:DF_CONCORDATS(1.0),AR,sante,1969,1
SLC:DF_CONCORDATS(1.0),BE,etat,1969,1
SLC:DF_CONCORDATS(1.0),FR,fin,1969,1
SLC:DF_CONCORDATS(1.0),GE,autres,1969,1
SLC:DF_CONCORDATS(1.0),GE,educ,1969,1
SLC:DF_CONCORDATS(1.0),GL,autres,1969,1
SLC:DF_CONCORDATS(1.0),GR,autres,1969,1
SLC:DF_CONCORDATS(1.0),LU,autres,1969,1
SLC:DF_CONCORDATS(1.0),LU,sante,1969,1
SLC:DF_CONCORDATS(1.0),NE,autres,1969,1
SLC:DF_CONCORDATS(1.0),NE,fin,1969,3
SLC:DF_CONCORDATS(1.0),NW,autres,1969,2
SLC:DF_CONCORDATS(1.0),SG,fin,1969,1
SLC:DF_CONCORDATS(1.0),SG,infra,1969,1
SLC:DF_CONCORDATS(1.0),SH,infra,1969,1
SLC:DF_CONCORDATS(1.0),SO,autres,1969,1
SLC:DF_CONCORDATS(1.0),SO,eco,1969,1
SLC:DF_CONCORDATS(1.0),SZ,autres,1969,1
SLC:DF_CONCORDATS(1.0),SZ,fin,1969,1
SLC:DF_CONCORDATS(1.0),TG,autres,1969,1
SLC:DF_CONCORDATS(1.0),TG,fin,1969,1
SLC:DF_CONCORDATS(1.0),TG,infra,1969,2
SLC:DF_CONCORDATS(1.0),TI,autres,1969,1
SLC:DF_CONCORDATS(1.0),VD,autres,1969,1
SLC:DF_CONCORDATS(1.0),ZG,fin,1969,2
SLC:DF_CONCORDATS(1.0),ZH,autres,1969,1
SLC:DF_CONCORDATS(1.0),AI,educ,1970,1
SLC:DF_CONCORDATS(1.0),AR,educ,1970,1
SLC:DF_CONCORDATS(1.0),BE,educ,1970,1
SLC:DF_CONCORDATS(1.0),BL,educ,1970,1
SLC:DF_CONCORDATS(1.0),BL,infra,1970,1
SLC:DF_CONCORDATS(1.0),BL,sante,1970,1
SLC:DF_CONCORDATS(1.0),BS,autres,1970,1
SLC:DF_CONCORDATS(1.0),BS,educ,1970,1
SLC:DF_CONCORDATS(1.0),FR,educ,1970,1
SLC:DF_CONCORDATS(1.0),GE,educ,1970,1
SLC:DF_CONCORDATS(1.0),GR,educ,1970,1
SLC:DF_CONCORDATS(1.0),LU,educ,1970,1
SLC:DF_CONCORDATS(1.0),LU,fin,1970,1
SLC:DF_CONCORDATS(1.0),NE,educ,1970,1
SLC:DF_CONCORDATS(1.0),NW,educ,1970,1
SLC:DF_CONCORDATS(1.0),SG,educ,1970,2
SLC:DF_CONCORDATS(1.0),SG,fin,1970,1
SLC:DF_CONCORDATS(1.0),SG,infra,1970,3
SLC:DF_CONCORDATS(1.0),SH,educ,1970,1
SLC:DF_CONCORDATS(1.0),SO,educ,1970,1
SLC:DF_CONCORDATS(1.0),SO,etat,1970,1
SLC:DF_CONCORDATS(1.0),SZ,educ,1970,1
SLC:DF_CONCORDATS(1.0),TG,educ,1970,1
SLC:DF_CONCORDATS(1.0),TG,infra,1970,4
SLC:DF_CONCORDATS(1.0),VD,educ,1970,1
SLC:DF_CONCORDATS(1.0),VS,educ,1970,1
SLC:DF_CONCORDATS(1.0),ZG,educ,1970,1
SLC:DF_CONCORDATS(1.0),ZH,fin,1970,1
SLC:DF_CONCORDATS(1.0),ZH,infra,1970,1
SLC:DF_CONCORDATS(1.0),AR,autres,1971,1
SLC:DF_CONCORDATS(1.0),AR,eco,1971,1
SLC:DF_CONCORDATS(1.0),AR,sante,1971,1
SLC:DF_CONCORDATS(1.0),BE,sante,1971,1
SLC:DF_CONCORDATS(1.0),BL,infra,1971,1
SLC:DF_CONCORDATS(1.0),BL,sante,1971,1
SLC:DF_CONCORDATS(1.0),BS,sante,1971,2
SLC:DF_CONCORDATS(1.0),GE,fin,1971,2
SLC:DF_CONCORDATS(1.0),GL,sante,1971,1
SLC:DF_CONCORDATS(1.0),GR,autres,1971,1
SLC:DF_CONCORDATS(1.0),GR,eco,1971,1
SLC:DF_CONCORDATS(1.0),LU,sante,1971,1
SLC:DF_CONCORDATS(1.0),NE,fin,1971,3
SLC:DF_CONCORDATS(1.0),NW,sante,1971,1
SLC:DF_CONCORDATS(1.0),SG,educ,1971,1
SLC:DF_CONCORDATS(1.0),SO,educ,1971,1
SLC:DF_CONCORDATS(1.0),SZ,educ,1971,1
SLC:DF_CONCORDATS(1.0),SZ,sante,1971,2
SLC:DF_CONCORDATS(1.0),TG,autres,1971,1
SLC:DF_CONCORDATS(1.0),TG,fin,1971,2
SLC:DF_CONCORDATS(1.0),TG,infra,1971,3
SLC:DF_CONCORDATS(1.0),TI,autres,1971,1
SLC:DF_CONCORDATS(1.0),UR,educ,1971,1
SLC:DF_CONCORDATS(1.0),VD,autres,1971,1
SLC:DF_CONCORDATS(1.0),VS,autres,1971,1
SLC:DF_CONCORDATS(1.0),VS,sante,1971,1
SLC:DF_CONCORDATS(1.0),ZH,educ,1971,1
SLC:DF_CONCORDATS(1.0),ZH,etat,1971,1
SLC:DF_CONCORDATS(1.0),ZH,infra,1971,3
SLC:DF_CONCORDATS(1.0),AG,fin,1972,1
SLC:DF_CONCORDATS(1.0),AI,eco,1972,1
SLC:DF_CONCORDATS(1.0),BE,etat,1972,2
SLC:DF_CONCORDATS(1.0),BE,fin,1972,1
SLC:DF_CONCORDATS(1.0),BS,sante,1972,1
SLC:DF_CONCORDATS(1.0),GR,eco,1972,1
SLC:DF_CONCORDATS(1.0),JU,educ,1972,1
SLC:DF_CONCORDATS(1.0),NE,fin,1972,3
SLC:DF_CONCORDATS(1.0),OW,sante,1972,1
SLC:DF_CONCORDATS(1.0),SG,sante,1972,1
SLC:DF_CONCORDATS(1.0),TG,infra,1972,1
SLC:DF_CONCORDATS(1.0),TI,educ,1972,1
SLC:DF_CONCORDATS(1.0),VD,fin,1972,1
SLC:DF_CONCORDATS(1.0),ZG,sante,1972,1
SLC:DF_CONCORDATS(1.0),ZH,infra,1972,1
SLC:DF_CONCORDATS(1.0),AR,educ,1973,3
SLC:DF_CONCORDATS(1.0),AR,fin,1973,1
SLC:DF_CONCORDATS(1.0),BE,fin,1973,1
SLC:DF_CONCORDATS(1.0),BL,fin,1973,1
SLC:DF_CONCORDATS(1.0),BL,infra,1973,1
SLC:DF_CONCORDATS(1.0),BS,fin,1973,1
SLC:DF_CONCORDATS(1.0),BS,infra,1973,1
SLC:DF_CONCORDATS(1.0),FR,fin,1973,1
SLC:DF_CONCORDATS(1.0),GE,fin,1973,1
SLC:DF_CONCORDATS(1.0),GL,fin,1973,1
SLC:DF_CONCORDATS(1.0),GL,infra,1973,1
SLC:DF_CONCORDATS(1.0),GR,fin,1973,1
SLC:DF_CONCORDATS(1.0),LU,fin,1973,1
SLC:DF_CONCORDATS(1.0),NE,educ,1973,1
SLC:DF_CONCORDATS(1.0),NE,fin,1973,3
SLC:DF_CONCORDATS(1.0),NE,infra,1973,1
SLC:DF_CONCORDATS(1.0),SG,educ,1973,1
SLC:DF_CONCORDATS(1.0),SG,fin,1973,3
SLC:DF_CONCORDATS(1.0),SG,infra,1973,1
SLC:DF_CONCORDATS(1.0),SO,educ,1973,1
SLC:DF_CONCORDATS(1.0),SZ,fin,1973,1
SLC:DF_CONCORDATS(1.0),TG,fin,1973,1
SLC:DF_CONCORDATS(1.0),VD,fin,1973,1
SLC:DF_CONCORDATS(1.0),VS,fin,1973,1
SLC:DF_CONCORDATS(1.0),ZG,autres,1973,1
SLC:DF_CONCORDATS(1.0),ZG,fin,1973,1
SLC:DF_CONCORDATS(1.0),ZH,autres,1973,1
SLC:DF_CONCORDATS(1.0),AR,autres,1974,2
SLC:DF_CONCORDATS(1.0),BE,sante,1974,1
SLC:DF_CONCORDATS(1.0),BL,eco,1974,1
SLC:DF_CONCORDATS(1.0),BL,etat,1974,1
SLC:DF_CONCORDATS(1.0),BL,infra,1974,5
SLC:DF_CONCORDATS(1.0),BL,sante,1974,4
SLC:DF_CONCORDATS(1.0),BS,etat,1974,1
SLC:DF_CONCORDATS(1.0),BS,infra,1974,5
SLC:DF_CONCORDATS(1.0),BS,sante,1974,2
SLC:DF_CONCORDATS(1.0),GE,autres,1974,1
SLC:DF_CONCORDATS(1.0),GR,eco,1974,1
SLC:DF_CONCORDATS(1.0),LU,autres,1974,1
SLC:DF_CONCORDATS(1.0),NE,autres,1974,1
SLC:DF_CONCORDATS(1.0),NE,educ,1974,1
SLC:DF_CONCORDATS(1.0),NW,autres,1974,2
SLC:DF_CONCORDATS(1.0),NW,eco,1974,1
SLC:DF_CONCORDATS(1.0),NW,sante,1974,1
SLC:DF_CONCORDATS(1.0),SG,infra,1974,1
SLC:DF_CONCORDATS(1.0),SO,autres,1974,1
SLC:DF_CONCORDATS(1.0),SO,eco,1974,1
SLC:DF_CONCORDATS(1.0),SZ,eco,1974,1
SLC:DF_CONCORDATS(1.0),TG,eco,1974,1
SLC:DF_CONCORDATS(1.0),TG,etat,1974,1
SLC:DF_CONCORDATS(1.0),TG,infra,1974,2
SLC:DF_CONCORDATS(1.0),TG,sante,1974,1
SLC:DF_CONCORDATS(1.0),TI,autres,1974,1
SLC:DF_CONCORDATS(1.0),UR,educ,1974,1
SLC:DF_CONCORDATS(1.0),ZH,etat,1974,1
SLC:DF_CONCORDATS(1.0),ZH,fin,1974,1
SLC:DF_CONCORDATS(1.0),ZH,infra,1974,1
SLC:DF_CONCORDATS(1.0),ZH,sante,1974,1
SLC:DF_CONCORDATS(1.0),AG,educ,1975,1
SLC:DF_CONCORDATS(1.0),AG,fin,1975,1
SLC:DF_CONCORDATS(1.0),AG,infra,1975,1
SLC:DF_CONCORDATS(1.0),AG,sante,1975,1
SLC:DF_CONCORDATS(1.0),BE,autres,1975,1
SLC:DF_CONCORDATS(1.0),BL,infra,1975,1
SLC:DF_CONCORDATS(1.0),BL,sante,1975,3
SLC:DF_CONCORDATS(1.0),BS,educ,1975,1
SLC:DF_CONCORDATS(1.0),BS,infra,1975,2
SLC:DF_CONCORDATS(1.0),BS,sante,1975,3
SLC:DF_CONCORDATS(1.0),FR,infra,1975,1
SLC:DF_CONCORDATS(1.0),GR,educ,1975,1
SLC:DF_CONCORDATS(1.0),NE,autres,1975,1
SLC:DF_CONCORDATS(1.0),SG,educ,1975,2
SLC:DF_CONCORDATS(1.0),SG,etat,1975,1
SLC:DF_CONCORDATS(1.0),SG,fin,1975,1
SLC:DF_CONCORDATS(1.0),SG,infra,1975,1
SLC:DF_CONCORDATS(1.0),SZ,autres,1975,1
SLC:DF_CONCORDATS(1.0),TG,infra,1975,1
SLC:DF_CONCORDATS(1.0),VD,autres,1975,1
SLC:DF_CONCORDATS(1.0),VD,eco,1975,1
SLC:DF_CONCORDATS(1.0),ZH,infra,1975,1
SLC:DF_CONCORDATS(1.0),AG,educ,1976,1
SLC:DF_CONCORDATS(1.0),AG,infra,1976,1
SLC:DF_CONCORDATS(1.0),AI,autres,1976,1
SLC:DF_CONCORDATS(1.0),AI,infra,1976,1
SLC:DF_CONCORDATS(1.0),AR,etat,1976,1
SLC:DF_CONCORDATS(1.0),AR,infra,1976,1
SLC:DF_CONCORDATS(1.0),AR,sante,1976,3
SLC:DF_CONCORDATS(1.0),BE,infra,1976,2
SLC:DF_CONCORDATS(1.0),BL,educ,1976,1
SLC:DF_CONCORDATS(1.0),BL,infra,1976,1
SLC:DF_CONCORDATS(1.0),BS,autres,1976,1
SLC:DF_CONCORDATS(1.0),BS,fin,1976,1
SLC:DF_CONCORDATS(1.0),BS,infra,1976,1
SLC:DF_CONCORDATS(1.0),BS,sante,1976,1
SLC:DF_CONCORDATS(1.0),FR,sante,1976,1
SLC:DF_CONCORDATS(1.0),GL,autres,1976,1
SLC:DF_CONCORDATS(1.0),GL,etat,1976,2
SLC:DF_CONCORDATS(1.0),GL,fin,1976,1
SLC:DF_CONCORDATS(1.0),GL,infra,1976,1
SLC:DF_CONCORDATS(1.0),GL,sante,1976,1
SLC:DF_CONCORDATS(1.0),GR,fin,1976,1
SLC:DF_CONCORDATS(1.0),GR,sante,1976,2
SLC:DF_CONCORDATS(1.0),NW,infra,1976,1
SLC:DF_CONCORDATS(1.0),OW,autres,1976,1
SLC:DF_CONCORDATS(1.0),OW,infra,1976,1
SLC:DF_CONCORDATS(1.0),SG,autres,1976,2
SLC:DF_CONCORDATS(1.0),SG,etat,1976,1
SLC:DF_CONCORDATS(1.0),SH,autres,1976,1
SLC:DF_CONCORDATS(1.0),SH,infra,1976,1
SLC:DF_CONCORDATS(1.0),SO,fin,1976,1
SLC:DF_CONCORDATS(1.0),SO,infra,1976,1
SLC:DF_CONCORDATS(1.0),SO,sante,1976,1
SLC:DF_CONCORDATS(1.0),SZ,educ,1976,1
SLC:DF_CONCORDATS(1.0),TG,autres,1976,1
SLC:DF_CONCORDATS(1.0),TG,eco,1976,1
SLC:DF_CONCORDATS(1.0),TG,etat,1976,1
SLC:DF_CONCORDATS(1.0),TG,infra,1976,1
SLC:DF_CONCORDATS(1.0),TG,sante,1976,2
SLC:DF_CONCORDATS(1.0),UR,autres,1976,1
SLC:DF_CONCORDATS(1.0),VS,fin,1976,1
SLC:DF_CONCORDATS(1.0),VS,infra,1976,1
SLC:DF_CONCORDATS(1.0),ZH,autres,1976,2
SLC:DF_CONCORDATS(1.0),ZH,eco,1976,1
SLC:DF_CONCORDATS(1.0),ZH,infra,1976,2
SLC:DF_CONCORDATS(1.0),ZH,sante,1976,1
SLC:DF_CONCORDATS(1.0),AR,infra,1977,1
SLC:DF_CONCORDATS(1.0),BL,etat,1977,2
SLC:DF_CONCORDATS(1.0),BL,infra,1977,2
SLC:DF_CONCORDATS(1.0),BS,etat,1977,1
SLC:DF_CONCORDATS(1.0),BS,infra,1977,1
SLC:DF_CONCORDATS(1.0),GE,autres,1977,1
SLC:DF_CONCORDATS(1.0),GL,fin,1977,1
SLC:DF_CONCORDATS(1.0),GL,infra,1977,1
SLC:DF_CONCORDATS(1.0),GR,autres,1977,1
SLC:DF_CONCORDATS(1.0),GR,etat,1977,1
SLC:DF_CONCORDATS(1.0),JU,etat,1977,1
SLC:DF_CONCORDATS(1.0),LU,autres,1977,1
SLC:DF_CONCORDATS(1.0),NE,etat,1977,1
SLC:DF_CONCORDATS(1.0),NW,autres,1977,2
SLC:DF_CONCORDATS(1.0),OW,infra,1977,1
SLC:DF_CONCORDATS(1.0),SG,eco,1977,1
SLC:DF_CONCORDATS(1.0),SG,etat,1977,1
SLC:DF_CONCORDATS(1.0),SG,infra,1977,5
SLC:DF_CONCORDATS(1.0),SO,educ,1977,1
SLC:DF_CONCORDATS(1.0),SO,sante,1977,1
SLC:DF_CONCORDATS(1.0),SZ,autres,1977,1
SLC:DF_CONCORDATS(1.0),SZ,eco,1977,1
SLC:DF_CONCORDATS(1.0),TG,autres,1977,1
SLC:DF_CONCORDATS(1.0),TG,eco,1977,1
SLC:DF_CONCORDATS(1.0),TG,etat,1977,1
SLC:DF_CONCORDATS(1.0),TG,infra,1977,1
SLC:DF_CONCORDATS(1.0),TI,autres,1977,1
SLC:DF_CONCORDATS(1.0),UR,fin,1977,1
SLC:DF_CONCORDATS(1.0),VD,autres,1977,1
SLC:DF_CONCORDATS(1.0),ZH,autres,1977,1
SLC:DF_CONCORDATS(1.0),ZH,fin,1977,1
SLC:DF_CONCORDATS(1.0),AG,etat,1978,2
SLC:DF_CONCORDATS(1.0),BE,autres,1978,1
SLC:DF_CONCORDATS(1.0),BE,etat,1978,1
SLC:DF_CONCORDATS(1.0),BL,etat,1978,1
SLC:DF_CONCORDATS(1.0),BL,sante,1978,2
SLC:DF_CONCORDATS(1.0),BS,etat,1978,1
SLC:DF_CONCORDATS(1.0),BS,sante,1978,1
SLC:DF_CONCORDATS(1.0),FR,autres,1978,1
SLC:DF_CONCORDATS(1.0),FR,eco,1978,1
SLC:DF_CONCORDATS(1.0),GL,fin,1978,1
SLC:DF_CONCORDATS(1.0),LU,etat,1978,1
SLC:DF_CONCORDATS(1.0),LU,fin,1978,1
SLC:DF_CONCORDATS(1.0),NE,fin,1978,1
SLC:DF_CONCORDATS(1.0),NW,etat,1978,1
SLC:DF_CONCORDATS(1.0),OW,etat,1978,2
SLC:DF_CONCORDATS(1.0),SG,fin,1978,1
SLC:DF_CONCORDATS(1.0),SO,infra,1978,1
SLC:DF_CONCORDATS(1.0),SZ,etat,1978,1
SLC:DF_CONCORDATS(1.0),SZ,fin,1978,1
SLC:DF_CONCORDATS(1.0),TG,educ,1978,1
SLC:DF_CONCORDATS(1.0),TG,fin,1978,1
SLC:DF_CONCORDATS(1.0),TG,infra,1978,1
SLC:DF_CONCORDATS(1.0),VD,eco,1978,1
SLC:DF_CONCORDATS(1.0),VS,fin,1978,4
SLC:DF_CONCORDATS(1.0),ZH,educ,1978,1
SLC:DF_CONCORDATS(1.0),ZH,infra,1978,1
SLC:DF_CONCORDATS(1.0),AG,etat,1979,1
SLC:DF_CONCORDATS(1.0),BE,etat,1979,1
SLC:DF_CONCORDATS(1.0),BL,etat,1979,1
SLC:DF_CONCORDATS(1.0),BL,infra,1979,2
SLC:DF_CONCORDATS(1.0),BS,infra,1979,1
SLC:DF_CONCORDATS(1.0),BS,sante,1979,1
SLC:DF_CONCORDATS(1.0),FR,etat,1979,1
SLC:DF_CONCORDATS(1.0),GE,eco,1979,1
SLC:DF_CONCORDATS(1.0),GE,etat,1979,1
SLC:DF_CONCORDATS(1.0),GL,infra,1979,1
SLC:DF_CONCORDATS(1.0),SG,infra,1979,2
SLC:DF_CONCORDATS(1.0),SO,etat,1979,3
SLC:DF_CONCORDATS(1.0),SO,sante,1979,1
SLC:DF_CONCORDATS(1.0),SZ,infra,1979,1
SLC:DF_CONCORDATS(1.0),TG,etat,1979,1
SLC:DF_CONCORDATS(1.0),VS,etat,1979,1
SLC:DF_CONCORDATS(1.0),ZG,etat,1979,2
SLC:DF_CONCORDATS(1.0),ZH,infra,1979,4
SLC:DF_CONCORDATS(1.0),AI,fin,1980,1
SLC:DF_CONCORDATS(1.0),BE,eco,1980,1
SLC:DF_CONCORDATS(1.0),BE,etat,1980,2
SLC:DF_CONCORDATS(1.0),BL,eco,1980,1
SLC:DF_CONCORDATS(1.0),BS,eco,1980,1
SLC:DF_CONCORDATS(1.0),FR,fin,1980,1
SLC:DF_CONCORDATS(1.0),GL,educ,1980,1
SLC:DF_CONCORDATS(1.0),GL,infra,1980,1
SLC:DF_CONCORDATS(1.0),JU,etat,1980,2
SLC:DF_CONCORDATS(1.0),NE,educ,1980,1
SLC:DF_CONCORDATS(1.0),NW,sante,1980,1
SLC:DF_CONCORDATS(1.0),SG,educ,1980,2
SLC:DF_CONCORDATS(1.0),SG,infra,1980,1
SLC:DF_CONCORDATS(1.0),SH,autres,1980,1
SLC:DF_CONCORDATS(1.0),SO,autres,1980,1
SLC:DF_CONCORDATS(1.0),SZ,educ,1980,1
SLC:DF_CONCORDATS(1.0),VD,sante,1980,1
SLC:DF_CONCORDATS(1.0),ZH,sante,1980,1
SLC:DF_CONCORDATS(1.0),AI,etat,1981,1
SLC:DF_CONCORDATS(1.0),AI,fin,1981,1
SLC:DF_CONCORDATS(1.0),AR,educ,1981,1
SLC:DF_CONCORDATS(1.0),AR,fin,1981,2
SLC:DF_CONCORDATS(1.0),AR,sante,1981,1
SLC:DF_CONCORDATS(1.0),GL,fin,1981,1
SLC:DF_CONCORDATS(1.0),GL,sante,1981,1
SLC:DF_CONCORDATS(1.0),SG,eco,1981,1
SLC:DF_CONCORDATS(1.0),SG,educ,1981,2
SLC:DF_CONCORDATS(1.0),SG,fin,1981,1
SLC:DF_CONCORDATS(1.0),SG,sante,1981,1
SLC:DF_CONCORDATS(1.0),SH,etat,1981,1
SLC:DF_CONCORDATS(1.0),SH,sante,1981,1
SLC:DF_CONCORDATS(1.0),SO,etat,1981,1
SLC:DF_CONCORDATS(1.0),SO,fin,1981,1
SLC:DF_CONCORDATS(1.0),TG,sante,1981,1
SLC:DF_CONCORDATS(1.0),TI,eco,1981,1
SLC:DF_CONCORDATS(1.0),VD,sante,1981,1
SLC:DF_CONCORDATS(1.0),BL,educ,1982,1
SLC:DF_CONCORDATS(1.0),BL,infra,1982,1
SLC:DF_CONCORDATS(1.0),BS,infra,1982,1
SLC:DF_CONCORDATS(1.0),LU,sante,1982,1
SLC:DF_CONCORDATS(1.0),SG,educ,1982,1
SLC:DF_CONCORDATS(1.0),SG,infra,1982,2
SLC:DF_CONCORDATS(1.0),SO,etat,1982,1
SLC:DF_CONCORDATS(1.0),SZ,sante,1982,3
SLC:DF_CONCORDATS(1.0),UR,sante,1982,2
SLC:DF_CONCORDATS(1.0),VD,educ,1982,1
SLC:DF_CONCORDATS(1.0),VD,infra,1982,1
SLC:DF_CONCORDATS(1.0),ZG,sante,1982,3
SLC:DF_CONCORDATS(1.0),AI,fin,1983,1
SLC:DF_CONCORDATS(1.0),AR,educ,1983,1
SLC:DF_CONCORDATS(1.0),AR,infra,1983,1
SLC:DF_CONCORDATS(1.0),BL,etat,1983,3
SLC:DF_CONCORDATS(1.0),BS,etat,1983,2
SLC:DF_CONCORDATS(1.0),NW,infra,1983,1
SLC:DF_CONCORDATS(1.0),SG,fin,1983,1
SLC:DF_CONCORDATS(1.0),SG,sante,1983,1
SLC:DF_CONCORDATS(1.0),TG,educ,1983,1
SLC:DF_CONCORDATS(1.0),TG,etat,1983,2
SLC:DF_CONCORDATS(1.0),AG,educ,1984,1
SLC:DF_CONCORDATS(1.0),AR,autres,1984,1
SLC:DF_CONCORDATS(1.0),AR,educ,1984,1
SLC:DF_CONCORDATS(1.0),BE,educ,1984,1
SLC:DF_CONCORDATS(1.0),BL,educ,1984,3
SLC:DF_CONCORDATS(1.0),BS,educ,1984,2
SLC:DF_CONCORDATS(1.0),FR,autres,1984,1
SLC:DF_CONCORDATS(1.0),FR,educ,1984,1
SLC:DF_CONCORDATS(1.0),GE,autres,1984,1
SLC:DF_CONCORDATS(1.0),GE,infra,1984,1
SLC:DF_CONCORDATS(1.0),GL,educ,1984,1
SLC:DF_CONCORDATS(1.0),GL,sante,1984,1
SLC:DF_CONCORDATS(1.0),LU,sante,1984,1
SLC:DF_CONCORDATS(1.0),NE,autres,1984,2
SLC:DF_CONCORDATS(1.0),SG,fin,1984,1
SLC:DF_CONCORDATS(1.0),SH,fin,1984,1
SLC:DF_CONCORDATS(1.0),SO,educ,1984,1
SLC:DF_CONCORDATS(1.0),TG,educ,1984,1
SLC:DF_CONCORDATS(1.0),TG,fin,1984,1
SLC:DF_CONCORDATS(1.0),VD,autres,1984,1
SLC:DF_CONCORDATS(1.0),VD,fin,1984,1
SLC:DF_CONCORDATS(1.0),VD,infra,1984,2
SLC:DF_CONCORDATS(1.0),VS,educ,1984,1
SLC:DF_CONCORDATS(1.0),VS,infra,1984,1
SLC:DF_CONCORDATS(1.0),ZG,educ,1984,1
SLC:DF_CONCORDATS(1.0),ZG,sante,1984,1
SLC:DF_CONCORDATS(1.0),ZH,fin,1984,1
SLC:DF_CONCORDATS(1.0),AG,educ,1985,1
SLC:DF_CONCORDATS(1.0),BE,fin,1985,2
SLC:DF_CONCORDATS(1.0),BL,etat,1985,1
SLC:DF_CONCORDATS(1.0),BS,educ,1985,1
SLC:DF_CONCORDATS(1.0),BS,etat,1985,1
SLC:DF_CONCORDATS(1.0),FR,fin,1985,2
SLC:DF_CONCORDATS(1.0),GR,educ,1985,1
SLC:DF_CONCORDATS(1.0),GR,infra,1985,1
SLC:DF_CONCORDATS(1.0),JU,sante,1985,1
SLC:DF_CONCORDATS(1.0),LU,infra,1985,1
SLC:DF_CONCORDATS(1.0),NE,sante,1985,1
SLC:DF_CONCORDATS(1.0),SG,infra,1985,1
SLC:DF_CONCORDATS(1.0),TG,educ,1985,2
SLC:DF_CONCORDATS(1.0),BE,infra,1986,1
SLC:DF_CONCORDATS(1.0),FR,infra,1986,1
SLC:DF_CONCORDATS(1.0),JU,infra,1986,1
SLC:DF_CONCORDATS(1.0),NE,infra,1986,1
SLC:DF_CONCORDATS(1.0),SG,infra,1986,1
SLC:DF_CONCORDATS(1.0),SO,infra,1986,1
SLC:DF_CONCORDATS(1.0),TI,autres,1986,1
SLC:DF_CONCORDATS(1.0),UR,autres,1986,1
SLC:DF_CONCORDATS(1.0),VD,educ,1986,1
SLC:DF_CONCORDATS(1.0),VD,infra,1986,1
SLC:DF_CONCORDATS(1.0),VS,sante,1986,1
SLC:DF_CONCORDATS(1.0),AR,educ,1987,1
SLC:DF_CONCORDATS(1.0),BL,educ,1987,1
SLC:DF_CONCORDATS(1.0),BS,educ,1987,1
SLC:DF_CONCORDATS(1.0),BS,sante,1987,1
SLC:DF_CONCORDATS(1.0),FR,eco,1987,1
SLC:DF_CONCORDATS(1.0),NE,autres,1987,1
SLC:DF_CONCORDATS(1.0),SG,educ,1987,1
SLC:DF_CONCORDATS(1.0),TG,educ,1987,1
SLC:DF_CONCORDATS(1.0),VD,autres,1987,1
SLC:DF_CONCORDATS(1.0),VS,sante,1987,1
SLC:DF_CONCORDATS(1.0),BE,educ,1988,1
SLC:DF_CONCORDATS(1.0),BL,infra,1988,1
SLC:DF_CONCORDATS(1.0),BS,infra,1988,1
SLC:DF_CONCORDATS(1.0),FR,etat,1988,1
SLC:DF_CONCORDATS(1.0),GE,autres,1988,1
SLC:DF_CONCORDATS(1.0),GE,etat,1988,1
SLC:DF_CONCORDATS(1.0),GR,infra,1988,1
SLC:DF_CONCORDATS(1.0),SG,eco,1988,1
SLC:DF_CONCORDATS(1.0),TI,infra,1988,1
SLC:DF_CONCORDATS(1.0),VD,etat,1988,1
SLC:DF_CONCORDATS(1.0),AG,infra,1989,1
SLC:DF_CONCORDATS(1.0),BE,infra,1989,1
SLC:DF_CONCORDATS(1.0),BL,etat,1989,1
SLC:DF_CONCORDATS(1.0),BL,infra,1989,1
SLC:DF_CONCORDATS(1.0),BS,autres,1989,1
SLC:DF_CONCORDATS(1.0),BS,infra,1989,1
SLC:DF_CONCORDATS(1.0),JU,infra,1989,1
SLC:DF_CONCORDATS(1.0),LU,infra,1989,1
SLC:DF_CONCORDATS(1.0),NE,autres,1989,1
SLC:DF_CONCORDATS(1.0),SG,educ,1989,1
SLC:DF_CONCORDATS(1.0),SO,infra,1989,1
SLC:DF_CONCORDATS(1.0),AI,eco,1990,1
SLC:DF_CONCORDATS(1.0),AR,educ,1990,2
SLC:DF_CONCORDATS(1.0),AR,infra,1990,1
SLC:DF_CONCORDATS(1.0),BL,educ,1990,1
SLC:DF_CONCORDATS(1.0),BL,sante,1990,1
SLC:DF_CONCORDATS(1.0),BS,educ,1990,1
SLC:DF_CONCORDATS(1.0),BS,infra,1990,1
SLC:DF_CONCORDATS(1.0),GE,educ,1990,1
SLC:DF_CONCORDATS(1.0),SG,eco,1990,1
SLC:DF_CONCORDATS(1.0),SG,educ,1990,1
SLC:DF_CONCORDATS(1.0),SG,sante,1990,1
SLC:DF_CONCORDATS(1.0),SH,eco,1990,1
SLC:DF_CONCORDATS(1.0),SO,educ,1990,1
SLC:DF_CONCORDATS(1.0),SO,fin,1990,3
SLC:DF_CONCORDATS(1.0),SZ,eco,1990,1
SLC:DF_CONCORDATS(1.0),TG,eco,1990,1
SLC:DF_CONCORDATS(1.0),TG,fin,1990,2
SLC:DF_CONCORDATS(1.0),TG,sante,1990,1
SLC:DF_CONCORDATS(1.0),VS,etat,1990,1
SLC:DF_CONCORDATS(1.0),ZG,eco,1990,1
SLC:DF_CONCORDATS(1.0),BE,fin,1991,1
