DATAFLOW,INSTRUMENT_TYPE,CANTON,DOMAIN,TIME_PERIOD,OBS_VALUE
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SH,fin,1948,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,fin,1948,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,fin,1948,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,TG,fin,1948,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,TI,fin,1948,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,UR,fin,1948,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,VD,fin,1948,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,VS,fin,1948,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZG,fin,1948,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,fin,1948,1
SLC:DF_LAWS(1.0),reglement,GE,infra,1948,1
SLC:DF_LAWS(1.0),reglement,GL,sante,1948,1
SLC:DF_LAWS(1.0),reglement,NE,educ,1948,1
SLC:DF_LAWS(1.0),reglement,NE,sante,1948,1
SLC:DF_LAWS(1.0),reglement,UR,sante,1948,1
SLC:DF_LAWS(1.0),verordnung,AR,etat,1948,1
SLC:DF_LAWS(1.0),verordnung,BE,sante,1948,1
SLC:DF_LAWS(1.0),verordnung,BL,etat,1948,1
SLC:DF_LAWS(1.0),verordnung,GL,sante,1948,1
SLC:DF_LAWS(1.0),verordnung,OW,eco,1948,1
SLC:DF_LAWS(1.0),verordnung,SG,etat,1948,1
SLC:DF_LAWS(1.0),verordnung,SO,fin,1948,1
SLC:DF_LAWS(1.0),verordnung,TG,educ,1948,1
SLC:DF_LAWS(1.0),verordnung,TG,sante,1948,1
SLC:DF_LAWS(1.0),verordnung,TI,infra,1948,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1948,5
SLC:DF_LAWS(1.0),dekret,_T,_T,1948,4
SLC:DF_LAWS(1.0),gemeindeerlass,_T,_T,1948,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1948,6
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1948,27
SLC:DF_LAWS(1.0),reglement,_T,_T,1948,5
SLC:DF_LAWS(1.0),verordnung,_T,_T,1948,10
SLC:DF_LAWS(1.0),_T,AG,_T,1948,3
SLC:DF_LAWS(1.0),_T,AI,_T,1948,1
SLC:DF_LAWS(1.0),_T,AR,_T,1948,3
SLC:DF_LAWS(1.0),_T,BE,_T,1948,1
SLC:DF_LAWS(1.0),_T,BL,_T,1948,3
SLC:DF_LAWS(1.0),_T,BS,_T,1948,4
SLC:DF_LAWS(1.0),_T,FR,_T,1948,1
SLC:DF_LAWS(1.0),_T,GE,_T,1948,2
SLC:DF_LAWS(1.0),_T,GL,_T,1948,5
SLC:DF_LAWS(1.0),_T,GR,_T,1948,1
SLC:DF_LAWS(1.0),_T,JU,_T,1948,1
SLC:DF_LAWS(1.0),_T,LU,_T,1948,2
SLC:DF_LAWS(1.0),_T,NE,_T,1948,3
SLC:DF_LAWS(1.0),_T,NW,_T,1948,2
SLC:DF_LAWS(1.0),_T,OW,_T,1948,2
SLC:DF_LAWS(1.0),_T,SG,_T,1948,2
SLC:DF_LAWS(1.0),_T,SH,_T,1948,2
SLC:DF_LAWS(1.0),_T,SO,_T,1948,2
SLC:DF_LAWS(1.0),_T,SZ,_T,1948,1
SLC:DF_LAWS(1.0),_T,TG,_T,1948,3
SLC:DF_LAWS(1.0),_T,TI,_T,1948,3
SLC:DF_LAWS(1.0),_T,UR,_T,1948,3
SLC:DF_LAWS(1.0),_T,VD,_T,1948,4
SLC:DF_LAWS(1.0),_T,VS,_T,1948,1
SLC:DF_LAWS(1.0),_T,ZG,_T,1948,1
SLC:DF_LAWS(1.0),_T,ZH,_T,1948,2
SLC:DF_LAWS(1.0),_T,_T,eco,1948,2
SLC:DF_LAWS(1.0),_T,_T,educ,1948,3
SLC:DF_LAWS(1.0),_T,_T,etat,1948,8
SLC:DF_LAWS(1.0),_T,_T,fin,1948,26
SLC:DF_LAWS(1.0),_T,_T,infra,1948,6
SLC:DF_LAWS(1.0),_T,_T,sante,1948,13
SLC:DF_LAWS(1.0),_T,_T,_T,1948,58
SLC:DF_LAWS(1.0),anderes,BS,fin,1949,1
SLC:DF_LAWS(1.0),anderes,GL,etat,1949,1
SLC:DF_LAWS(1.0),anderes,NE,sante,1949,1
SLC:DF_LAWS(1.0),anderes,SH,infra,1949,1
SLC:DF_LAWS(1.0),anderes,SO,fin,1949,1
SLC:DF_LAWS(1.0),anderes,VD,autres,1949,1
SLC:DF_LAWS(1.0),anderes,ZG,fin,1949,1
SLC:DF_LAWS(1.0),dekret,AR,sante,1949,1
SLC:DF_LAWS(1.0),dekret,BE,fin,1949,1
SLC:DF_LAWS(1.0),dekret,GL,autres,1949,1
SLC:DF_LAWS(1.0),dekret,SZ,fin,1949,1
SLC:DF_LAWS(1.0),dekret,TI,autres,1949,1
SLC:DF_LAWS(1.0),dekret,TI,fin,1949,2
SLC:DF_LAWS(1.0),dekret,ZG,etat,1949,1
SLC:DF_LAWS(1.0),gesetz,AI,autres,1949,1
SLC:DF_LAWS(1.0),gesetz,AR,sante,1949,1
SLC:DF_LAWS(1.0),gesetz,FR,autres,1949,1
SLC:DF_LAWS(1.0),gesetz,FR,etat,1949,1
SLC:DF_LAWS(1.0),gesetz,NE,eco,1949,1
SLC:DF_LAWS(1.0),gesetz,VS,sante,1949,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AG,fin,1949,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BS,etat,1949,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,fin,1949,2
SLC:DF_LAWS(1.0),reglement,NE,eco,1949,1
SLC:DF_LAWS(1.0),reglement,NW,sante,1949,1
SLC:DF_LAWS(1.0),reglement,SG,infra,1949,1
SLC:DF_LAWS(1.0),reglement,VS,sante,1949,1
SLC:DF_LAWS(1.0),staatsvertrag,BS,infra,1949,1
SLC:DF_LAWS(1.0),verordnung,AI,fin,1949,1
SLC:DF_LAWS(1.0),verordnung,GL,autres,1949,1
SLC:DF_LAWS(1.0),verordnung,SH,etat,1949,1
SLC:DF_LAWS(1.0),verordnung,ZH,etat,1949,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1949,7
SLC:DF_LAWS(1.0),dekret,_T,_T,1949,8
SLC:DF_LAWS(1.0),gesetz,_T,_T,1949,6
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1949,5
SLC:DF_LAWS(1.0),reglement,_T,_T,1949,4
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1949,1
SLC:DF_LAWS(1.0),verordnung,_T,_T,1949,4
SLC:DF_LAWS(1.0),_T,AG,_T,1949,2
SLC:DF_LAWS(1.0),_T,AI,_T,1949,2
SLC:DF_LAWS(1.0),_T,AR,_T,1949,2
SLC:DF_LAWS(1.0),_T,BE,_T,1949,1
SLC:DF_LAWS(1.0),_T,BS,_T,1949,3
SLC:DF_LAWS(1.0),_T,FR,_T,1949,2
SLC:DF_LAWS(1.0),_T,GL,_T,1949,3
SLC:DF_LAWS(1.0),_T,NE,_T,1949,3
SLC:DF_LAWS(1.0),_T,NW,_T,1949,1
SLC:DF_LAWS(1.0),_T,SG,_T,1949,1
SLC:DF_LAWS(1.0),_T,SH,_T,1949,2
SLC:DF_LAWS(1.0),_T,SO,_T,1949,1
SLC:DF_LAWS(1.0),_T,SZ,_T,1949,1
SLC:DF_LAWS(1.0),_T,TI,_T,1949,3
SLC:DF_LAWS(1.0),_T,VD,_T,1949,1
SLC:DF_LAWS(1.0),_T,VS,_T,1949,2
SLC:DF_LAWS(1.0),_T,ZG,_T,1949,2
SLC:DF_LAWS(1.0),_T,ZH,_T,1949,3
SLC:DF_LAWS(1.0),_T,_T,autres,1949,6
SLC:DF_LAWS(1.0),_T,_T,eco,1949,2
SLC:DF_LAWS(1.0),_T,_T,etat,1949,6
SLC:DF_LAWS(1.0),_T,_T,fin,1949,12
SLC:DF_LAWS(1.0),_T,_T,infra,1949,3
SLC:DF_LAWS(1.0),_T,_T,sante,1949,6
SLC:DF_LAWS(1.0),_T,_T,_T,1949,35
SLC:DF_LAWS(1.0),anderes,BE,sante,1950,1
SLC:DF_LAWS(1.0),anderes,BS,etat,1950,1
SLC:DF_LAWS(1.0),anderes,BS,infra,1950,1
SLC:DF_LAWS(1.0),anderes,FR,etat,1950,1
SLC:DF_LAWS(1.0),anderes,VD,eco,1950,1
SLC:DF_LAWS(1.0),anderes,VD,fin,1950,1
SLC:DF_LAWS(1.0),anderes,VS,eco,1950,1
SLC:DF_LAWS(1.0),dekret,LU,fin,1950,1
SLC:DF_LAWS(1.0),dekret,SZ,infra,1950,1
SLC:DF_LAWS(1.0),dekret,TI,fin,1950,1
SLC:DF_LAWS(1.0),dekret,TI,sante,1950,1
SLC:DF_LAWS(1.0),dekret,ZG,fin,1950,1
SLC:DF_LAWS(1.0),gemeindeerlass,BS,etat,1950,1
SLC:DF_LAWS(1.0),gesetz,BL,etat,1950,1
SLC:DF_LAWS(1.0),gesetz,BL,infra,1950,2
SLC:DF_LAWS(1.0),gesetz,GE,eco,1950,1
SLC:DF_LAWS(1.0),gesetz,GL,sante,1950,1
SLC:DF_LAWS(1.0),gesetz,VS,sante,1950,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BL,infra,1950,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,FR,infra,1950,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,LU,autres,1950,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,infra,1950,1
SLC:DF_LAWS(1.0),reglement,GE,eco,1950,1
SLC:DF_LAWS(1.0),staatsvertrag,SH,etat,1950,1
SLC:DF_LAWS(1.0),verordnung,AG,sante,1950,1
SLC:DF_LAWS(1.0),verordnung,BL,etat,1950,1
SLC:DF_LAWS(1.0),verordnung,BS,etat,1950,1
SLC:DF_LAWS(1.0),verordnung,GL,infra,1950,1
SLC:DF_LAWS(1.0),verordnung,GR,sante,1950,1
SLC:DF_LAWS(1.0),verordnung,SZ,infra,1950,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1950,7
SLC:DF_LAWS(1.0),dekret,_T,_T,1950,5
SLC:DF_LAWS(1.0),gemeindeerlass,_T,_T,1950,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1950,6
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1950,5
SLC:DF_LAWS(1.0),reglement,_T,_T,1950,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1950,1
SLC:DF_LAWS(1.0),verordnung,_T,_T,1950,6
SLC:DF_LAWS(1.0),_T,AG,_T,1950,1
SLC:DF_LAWS(1.0),_T,BE,_T,1950,1
SLC:DF_LAWS(1.0),_T,BL,_T,1950,6
SLC:DF_LAWS(1.0),_T,BS,_T,1950,4
SLC:DF_LAWS(1.0),_T,FR,_T,1950,2
SLC:DF_LAWS(1.0),_T,GE,_T,1950,2
SLC:DF_LAWS(1.0),_T,GL,_T,1950,2
SLC:DF_LAWS(1.0),_T,GR,_T,1950,1
SLC:DF_LAWS(1.0),_T,LU,_T,1950,2
SLC:DF_LAWS(1.0),_T,SH,_T,1950,1
SLC:DF_LAWS(1.0),_T,SO,_T,1950,1
SLC:DF_LAWS(1.0),_T,SZ,_T,1950,2
SLC:DF_LAWS(1.0),_T,TI,_T,1950,2
SLC:DF_LAWS(1.0),_T,VD,_T,1950,2
SLC:DF_LAWS(1.0),_T,VS,_T,1950,2
SLC:DF_LAWS(1.0),_T,ZG,_T,1950,1
SLC:DF_LAWS(1.0),_T,_T,autres,1950,1
SLC:DF_LAWS(1.0),_T,_T,eco,1950,4
SLC:DF_LAWS(1.0),_T,_T,etat,1950,7
SLC:DF_LAWS(1.0),_T,_T,fin,1950,4
SLC:DF_LAWS(1.0),_T,_T,infra,1950,10
SLC:DF_LAWS(1.0),_T,_T,sante,1950,6
SLC:DF_LAWS(1.0),_T,_T,_T,1950,32
SLC:DF_LAWS(1.0),anderes,AR,infra,1951,1
SLC:DF_LAWS(1.0),anderes,BE,autres,1951,1
SLC:DF_LAWS(1.0),anderes,BS,educ,1951,1
SLC:DF_LAWS(1.0),anderes,NE,educ,1951,1
SLC:DF_LAWS(1.0),anderes,NE,etat,1951,2
SLC:DF_LAWS(1.0),anderes,NE,sante,1951,1
SLC:DF_LAWS(1.0),anderes,NW,educ,1951,1
SLC:DF_LAWS(1.0),anderes,OW,etat,1951,1
SLC:DF_LAWS(1.0),anderes,SO,etat,1951,1
SLC:DF_LAWS(1.0),anderes,SZ,infra,1951,1
SLC:DF_LAWS(1.0),anderes,VD,autres,1951,1
SLC:DF_LAWS(1.0),anderes,ZH,fin,1951,1
SLC:DF_LAWS(1.0),dekret,AI,autres,1951,1
SLC:DF_LAWS(1.0),dekret,BE,educ,1951,1
SLC:DF_LAWS(1.0),dekret,NE,sante,1951,1
SLC:DF_LAWS(1.0),gesetz,AG,sante,1951,1
SLC:DF_LAWS(1.0),gesetz,BS,sante,1951,1
SLC:DF_LAWS(1.0),gesetz,FR,educ,1951,1
SLC:DF_LAWS(1.0),gesetz,GE,sante,1951,1
SLC:DF_LAWS(1.0),gesetz,GL,sante,1951,2
SLC:DF_LAWS(1.0),gesetz,NE,etat,1951,2
SLC:DF_LAWS(1.0),gesetz,SH,sante,1951,1
SLC:DF_LAWS(1.0),gesetz,TI,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AG,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AI,infra,1951,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AR,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BE,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BL,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,GL,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,GR,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,JU,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,LU,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,NE,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,NW,infra,1951,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,OW,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SG,infra,1951,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,TI,infra,1951,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,UR,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,VD,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,VS,infra,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,autres,1951,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,infra,1951,1
SLC:DF_LAWS(1.0),reglement,GE,autres,1951,1
SLC:DF_LAWS(1.0),reglement,GE,infra,1951,1
SLC:DF_LAWS(1.0),reglement,SG,etat,1951,1
SLC:DF_LAWS(1.0),reglement,VS,infra,1951,1
SLC:DF_LAWS(1.0),reglement,VS,sante,1951,1
SLC:DF_LAWS(1.0),reglement,ZH,etat,1951,1
SLC:DF_LAWS(1.0),verordnung,AG,fin,1951,1
SLC:DF_LAWS(1.0),verordnung,AG,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,AR,fin,1951,1
SLC:DF_LAWS(1.0),verordnung,AR,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,BE,etat,1951,1
SLC:DF_LAWS(1.0),verordnung,BL,etat,1951,2
SLC:DF_LAWS(1.0),verordnung,BL,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,BL,sante,1951,1
SLC:DF_LAWS(1.0),verordnung,BS,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,JU,sante,1951,1
SLC:DF_LAWS(1.0),verordnung,NE,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,OW,educ,1951,1
SLC:DF_LAWS(1.0),verordnung,OW,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,SG,autres,1951,1
SLC:DF_LAWS(1.0),verordnung,SG,etat,1951,1
SLC:DF_LAWS(1.0),verordnung,SG,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,SH,sante,1951,1
SLC:DF_LAWS(1.0),verordnung,SO,etat,1951,1
SLC:DF_LAWS(1.0),verordnung,SO,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,SZ,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,TI,etat,1951,1
SLC:DF_LAWS(1.0),verordnung,UR,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,VS,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,ZG,autres,1951,1
SLC:DF_LAWS(1.0),verordnung,ZG,infra,1951,1
SLC:DF_LAWS(1.0),verordnung,ZH,infra,1951,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1951,13
SLC:DF_LAWS(1.0),dekret,_T,_T,1951,3
SLC:DF_LAWS(1.0),gesetz,_T,_T,1951,10
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1951,25
SLC:DF_LAWS(1.0),reglement,_T,_T,1951,6
SLC:DF_LAWS(1.0),verordnung,_T,_T,1951,27
SLC:DF_LAWS(1.0),_T,AG,_T,1951,4
SLC:DF_LAWS(1.0),_T,AI,_T,1951,3
SLC:DF_LAWS(1.0),_T,AR,_T,1951,4
SLC:DF_LAWS(1.0),_T,BE,_T,1951,4
SLC:DF_LAWS(1.0),_T,BL,_T,1951,5
SLC:DF_LAWS(1.0),_T,BS,_T,1951,3
SLC:DF_LAWS(1.0),_T,FR,_T,1951,1
SLC:DF_LAWS(1.0),_T,GE,_T,1951,3
SLC:DF_LAWS(1.0),_T,GL,_T,1951,3
SLC:DF_LAWS(1.0),_T,GR,_T,1951,1
SLC:DF_LAWS(1.0),_T,JU,_T,1951,2
SLC:DF_LAWS(1.0),_T,LU,_T,1951,1
SLC:DF_LAWS(1.0),_T,NE,_T,1951,9
SLC:DF_LAWS(1.0),_T,NW,_T,1951,3
SLC:DF_LAWS(1.0),_T,OW,_T,1951,4
SLC:DF_LAWS(1.0),_T,SG,_T,1951,6
SLC:DF_LAWS(1.0),_T,SH,_T,1951,2
SLC:DF_LAWS(1.0),_T,SO,_T,1951,4
SLC:DF_LAWS(1.0),_T,SZ,_T,1951,3
SLC:DF_LAWS(1.0),_T,TI,_T,1951,4
SLC:DF_LAWS(1.0),_T,UR,_T,1951,2
SLC:DF_LAWS(1.0),_T,VD,_T,1951,2
SLC:DF_LAWS(1.0),_T,VS,_T,1951,4
SLC:DF_LAWS(1.0),_T,ZG,_T,1951,2
SLC:DF_LAWS(1.0),_T,ZH,_T,1951,5
SLC:DF_LAWS(1.0),_T,_T,autres,1951,7
SLC:DF_LAWS(1.0),_T,_T,educ,1951,6
SLC:DF_LAWS(1.0),_T,_T,etat,1951,14
SLC:DF_LAWS(1.0),_T,_T,fin,1951,3
SLC:DF_LAWS(1.0),_T,_T,infra,1951,42
SLC:DF_LAWS(1.0),_T,_T,sante,1951,12
SLC:DF_LAWS(1.0),_T,_T,_T,1951,84
SLC:DF_LAWS(1.0),anderes,AR,infra,1952,1
SLC:DF_LAWS(1.0),anderes,BL,etat,1952,1
SLC:DF_LAWS(1.0),anderes,GR,etat,1952,1
SLC:DF_LAWS(1.0),anderes,LU,autres,1952,1
SLC:DF_LAWS(1.0),anderes,SO,fin,1952,1
SLC:DF_LAWS(1.0),anderes,TI,infra,1952,10
SLC:DF_LAWS(1.0),anderes,VD,etat,1952,1
SLC:DF_LAWS(1.0),dekret,BL,infra,1952,2
SLC:DF_LAWS(1.0),dekret,OW,sante,1952,1
SLC:DF_LAWS(1.0),dekret,SZ,infra,1952,1
SLC:DF_LAWS(1.0),dekret,TI,fin,1952,1
SLC:DF_LAWS(1.0),dekret,TI,sante,1952,1
SLC:DF_LAWS(1.0),gesetz,BS,sante,1952,1
SLC:DF_LAWS(1.0),gesetz,GE,sante,1952,1
SLC:DF_LAWS(1.0),gesetz,SG,sante,1952,1
SLC:DF_LAWS(1.0),gesetz,UR,infra,1952,1
SLC:DF_LAWS(1.0),gesetz,VD,etat,1952,1
SLC:DF_LAWS(1.0),gesetz,VD,sante,1952,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,fin,1952,1
SLC:DF_LAWS(1.0),reglement,GE,autres,1952,1
SLC:DF_LAWS(1.0),reglement,GE,eco,1952,2
SLC:DF_LAWS(1.0),reglement,GE,educ,1952,1
SLC:DF_LAWS(1.0),reglement,GE,etat,1952,1
SLC:DF_LAWS(1.0),reglement,GE,sante,1952,1
SLC:DF_LAWS(1.0),reglement,VD,etat,1952,1
SLC:DF_LAWS(1.0),verordnung,AG,sante,1952,1
SLC:DF_LAWS(1.0),verordnung,AR,infra,1952,1
SLC:DF_LAWS(1.0),verordnung,BL,etat,1952,1
SLC:DF_LAWS(1.0),verordnung,BS,sante,1952,1
SLC:DF_LAWS(1.0),verordnung,OW,etat,1952,1
SLC:DF_LAWS(1.0),verordnung,SG,autres,1952,1
SLC:DF_LAWS(1.0),verordnung,SG,infra,1952,1
SLC:DF_LAWS(1.0),verordnung,SG,sante,1952,3
SLC:DF_LAWS(1.0),verordnung,TI,autres,1952,1
SLC:DF_LAWS(1.0),verordnung,ZH,fin,1952,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1952,16
SLC:DF_LAWS(1.0),dekret,_T,_T,1952,6
SLC:DF_LAWS(1.0),gesetz,_T,_T,1952,6
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1952,1
SLC:DF_LAWS(1.0),reglement,_T,_T,1952,7
SLC:DF_LAWS(1.0),verordnung,_T,_T,1952,12
SLC:DF_LAWS(1.0),_T,AG,_T,1952,1
SLC:DF_LAWS(1.0),_T,AR,_T,1952,2
SLC:DF_LAWS(1.0),_T,BL,_T,1952,4
SLC:DF_LAWS(1.0),_T,BS,_T,1952,2
SLC:DF_LAWS(1.0),_T,GE,_T,1952,7
SLC:DF_LAWS(1.0),_T,GR,_T,1952,1
SLC:DF_LAWS(1.0),_T,LU,_T,1952,1
SLC:DF_LAWS(1.0),_T,OW,_T,1952,2
SLC:DF_LAWS(1.0),_T,SG,_T,1952,6
SLC:DF_LAWS(1.0),_T,SO,_T,1952,1
SLC:DF_LAWS(1.0),_T,SZ,_T,1952,1
SLC:DF_LAWS(1.0),_T,TI,_T,1952,13
SLC:DF_LAWS(1.0),_T,UR,_T,1952,1
SLC:DF_LAWS(1.0),_T,VD,_T,1952,4
SLC:DF_LAWS(1.0),_T,ZH,_T,1952,2
SLC:DF_LAWS(1.0),_T,_T,autres,1952,4
SLC:DF_LAWS(1.0),_T,_T,eco,1952,2
SLC:DF_LAWS(1.0),_T,_T,educ,1952,1
SLC:DF_LAWS(1.0),_T,_T,etat,1952,8
SLC:DF_LAWS(1.0),_T,_T,fin,1952,4
SLC:DF_LAWS(1.0),_T,_T,infra,1952,17
SLC:DF_LAWS(1.0),_T,_T,sante,1952,12
SLC:DF_LAWS(1.0),_T,_T,_T,1952,48
SLC:DF_LAWS(1.0),anderes,FR,etat,1953,1
SLC:DF_LAWS(1.0),anderes,NE,infra,1953,1
SLC:DF_LAWS(1.0),anderes,OW,infra,1953,1
SLC:DF_LAWS(1.0),anderes,SG,educ,1953,1
SLC:DF_LAWS(1.0),anderes,SH,eco,1953,1
SLC:DF_LAWS(1.0),anderes,SO,infra,1953,1
SLC:DF_LAWS(1.0),anderes,ZH,fin,1953,1
SLC:DF_LAWS(1.0),dekret,AR,sante,1953,1
SLC:DF_LAWS(1.0),dekret,GR,etat,1953,1
SLC:DF_LAWS(1.0),dekret,LU,eco,1953,1
SLC:DF_LAWS(1.0),dekret,LU,etat,1953,1
SLC:DF_LAWS(1.0),dekret,SZ,infra,1953,2
SLC:DF_LAWS(1.0),dekret,SZ,sante,1953,1
SLC:DF_LAWS(1.0),dekret,VD,sante,1953,1
SLC:DF_LAWS(1.0),gesetz,FR,autres,1953,1
SLC:DF_LAWS(1.0),gesetz,FR,etat,1953,1
SLC:DF_LAWS(1.0),gesetz,GE,autres,1953,1
SLC:DF_LAWS(1.0),gesetz,GR,infra,1953,1
SLC:DF_LAWS(1.0),gesetz,LU,autres,1953,1
SLC:DF_LAWS(1.0),gesetz,NE,infra,1953,1
SLC:DF_LAWS(1.0),gesetz,SG,etat,1953,1
SLC:DF_LAWS(1.0),gesetz,SZ,sante,1953,2
SLC:DF_LAWS(1.0),gesetz,VS,etat,1953,1
SLC:DF_LAWS(1.0),gesetz,VS,fin,1953,1
SLC:DF_LAWS(1.0),gesetz,ZG,sante,1953,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,JU,etat,1953,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,etat,1953,1
SLC:DF_LAWS(1.0),reglement,GE,etat,1953,3
SLC:DF_LAWS(1.0),reglement,GE,infra,1953,1
SLC:DF_LAWS(1.0),reglement,SO,etat,1953,1
SLC:DF_LAWS(1.0),staatsvertrag,BS,infra,1953,1
SLC:DF_LAWS(1.0),staatsvertrag,GE,etat,1953,1
SLC:DF_LAWS(1.0),staatsvertrag,SG,sante,1953,1
SLC:DF_LAWS(1.0),verordnung,AG,sante,1953,1
SLC:DF_LAWS(1.0),verordnung,LU,autres,1953,1
SLC:DF_LAWS(1.0),verordnung,LU,infra,1953,1
SLC:DF_LAWS(1.0),verordnung,LU,sante,1953,2
SLC:DF_LAWS(1.0),verordnung,SO,autres,1953,1
SLC:DF_LAWS(1.0),verordnung,ZG,sante,1953,1
SLC:DF_LAWS(1.0),verordnung,ZH,infra,1953,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1953,7
SLC:DF_LAWS(1.0),dekret,_T,_T,1953,8
SLC:DF_LAWS(1.0),gesetz,_T,_T,1953,12
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1953,2
SLC:DF_LAWS(1.0),reglement,_T,_T,1953,5
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1953,3
SLC:DF_LAWS(1.0),verordnung,_T,_T,1953,8
SLC:DF_LAWS(1.0),_T,AG,_T,1953,1
SLC:DF_LAWS(1.0),_T,AR,_T,1953,1
SLC:DF_LAWS(1.0),_T,BS,_T,1953,1
SLC:DF_LAWS(1.0),_T,FR,_T,1953,3
SLC:DF_LAWS(1.0),_T,GE,_T,1953,6
SLC:DF_LAWS(1.0),_T,GR,_T,1953,2
SLC:DF_LAWS(1.0),_T,JU,_T,1953,1
SLC:DF_LAWS(1.0),_T,LU,_T,1953,7
SLC:DF_LAWS(1.0),_T,NE,_T,1953,2
SLC:DF_LAWS(1.0),_T,OW,_T,1953,1
SLC:DF_LAWS(1.0),_T,SG,_T,1953,3
SLC:DF_LAWS(1.0),_T,SH,_T,1953,1
SLC:DF_LAWS(1.0),_T,SO,_T,1953,4
SLC:DF_LAWS(1.0),_T,SZ,_T,1953,5
SLC:DF_LAWS(1.0),_T,VD,_T,1953,1
SLC:DF_LAWS(1.0),_T,VS,_T,1953,2
SLC:DF_LAWS(1.0),_T,ZG,_T,1953,2
SLC:DF_LAWS(1.0),_T,ZH,_T,1953,2
SLC:DF_LAWS(1.0),_T,_T,autres,1953,5
