DATAFLOW,INSTRUMENT_TYPE,CANTON,DOMAIN,TIME_PERIOD,OBS_VALUE
SLC:DF_LAWS(1.0),reglement,BE,educ,1562,1
SLC:DF_LAWS(1.0),reglement,_T,_T,1562,1
SLC:DF_LAWS(1.0),_T,BE,_T,1562,1
SLC:DF_LAWS(1.0),_T,_T,educ,1562,1
SLC:DF_LAWS(1.0),_T,_T,_T,1562,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,GE,etat,1564,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1564,1
SLC:DF_LAWS(1.0),_T,GE,_T,1564,1
SLC:DF_LAWS(1.0),_T,_T,etat,1564,1
SLC:DF_LAWS(1.0),_T,_T,_T,1564,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AG,infra,1632,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,FR,fin,1632,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,NW,fin,1632,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SG,sante,1632,7
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,fin,1632,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1632,13
SLC:DF_LAWS(1.0),_T,AG,_T,1632,3
SLC:DF_LAWS(1.0),_T,FR,_T,1632,1
SLC:DF_LAWS(1.0),_T,NW,_T,1632,1
SLC:DF_LAWS(1.0),_T,SG,_T,1632,7
SLC:DF_LAWS(1.0),_T,ZH,_T,1632,1
SLC:DF_LAWS(1.0),_T,_T,fin,1632,3
SLC:DF_LAWS(1.0),_T,_T,infra,1632,3
SLC:DF_LAWS(1.0),_T,_T,sante,1632,7
SLC:DF_LAWS(1.0),_T,_T,_T,1632,13
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,GE,etat,1726,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1726,1
SLC:DF_LAWS(1.0),_T,GE,_T,1726,1
SLC:DF_LAWS(1.0),_T,_T,etat,1726,1
SLC:DF_LAWS(1.0),_T,_T,_T,1726,1
SLC:DF_LAWS(1.0),staatsvertrag,GE,etat,1749,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1749,1
SLC:DF_LAWS(1.0),_T,GE,_T,1749,1
SLC:DF_LAWS(1.0),_T,_T,etat,1749,1
SLC:DF_LAWS(1.0),_T,_T,_T,1749,1
SLC:DF_LAWS(1.0),staatsvertrag,BS,infra,1756,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1756,1
SLC:DF_LAWS(1.0),_T,BS,_T,1756,1
SLC:DF_LAWS(1.0),_T,_T,infra,1756,1
SLC:DF_LAWS(1.0),_T,_T,_T,1756,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,infra,1780,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1780,1
SLC:DF_LAWS(1.0),_T,SO,_T,1780,1
SLC:DF_LAWS(1.0),_T,_T,infra,1780,1
SLC:DF_LAWS(1.0),_T,_T,_T,1780,1
SLC:DF_LAWS(1.0),anderes,NW,etat,1787,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1787,1
SLC:DF_LAWS(1.0),_T,NW,_T,1787,1
SLC:DF_LAWS(1.0),_T,_T,etat,1787,1
SLC:DF_LAWS(1.0),_T,_T,_T,1787,1
SLC:DF_LAWS(1.0),anderes,GL,fin,1800,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1800,1
SLC:DF_LAWS(1.0),_T,GL,_T,1800,1
SLC:DF_LAWS(1.0),_T,_T,fin,1800,1
SLC:DF_LAWS(1.0),_T,_T,_T,1800,1
SLC:DF_LAWS(1.0),anderes,SO,autres,1802,1
SLC:DF_LAWS(1.0),anderes,SO,educ,1802,1
SLC:DF_LAWS(1.0),gesetz,VS,etat,1802,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1802,2
SLC:DF_LAWS(1.0),gesetz,_T,_T,1802,1
SLC:DF_LAWS(1.0),_T,SO,_T,1802,2
SLC:DF_LAWS(1.0),_T,VS,_T,1802,1
SLC:DF_LAWS(1.0),_T,_T,autres,1802,1
SLC:DF_LAWS(1.0),_T,_T,educ,1802,1
SLC:DF_LAWS(1.0),_T,_T,etat,1802,1
SLC:DF_LAWS(1.0),_T,_T,_T,1802,3
SLC:DF_LAWS(1.0),anderes,AG,etat,1803,1
SLC:DF_LAWS(1.0),anderes,SO,etat,1803,3
SLC:DF_LAWS(1.0),anderes,TG,etat,1803,1
SLC:DF_LAWS(1.0),anderes,VD,etat,1803,3
SLC:DF_LAWS(1.0),dekret,VD,etat,1803,1
SLC:DF_LAWS(1.0),gesetz,GE,etat,1803,1
SLC:DF_LAWS(1.0),gesetz,TI,etat,1803,2
SLC:DF_LAWS(1.0),gesetz,VD,etat,1803,2
SLC:DF_LAWS(1.0),anderes,_T,_T,1803,8
SLC:DF_LAWS(1.0),dekret,_T,_T,1803,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1803,5
SLC:DF_LAWS(1.0),_T,AG,_T,1803,1
SLC:DF_LAWS(1.0),_T,GE,_T,1803,1
SLC:DF_LAWS(1.0),_T,SO,_T,1803,3
SLC:DF_LAWS(1.0),_T,TG,_T,1803,1
SLC:DF_LAWS(1.0),_T,TI,_T,1803,2
SLC:DF_LAWS(1.0),_T,VD,_T,1803,6
SLC:DF_LAWS(1.0),_T,_T,etat,1803,14
SLC:DF_LAWS(1.0),_T,_T,_T,1803,14
SLC:DF_LAWS(1.0),gesetz,VD,autres,1804,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1804,1
SLC:DF_LAWS(1.0),_T,VD,_T,1804,1
SLC:DF_LAWS(1.0),_T,_T,autres,1804,1
SLC:DF_LAWS(1.0),_T,_T,_T,1804,1
SLC:DF_LAWS(1.0),anderes,GL,educ,1807,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1807,1
SLC:DF_LAWS(1.0),_T,GL,_T,1807,1
SLC:DF_LAWS(1.0),_T,_T,educ,1807,1
SLC:DF_LAWS(1.0),_T,_T,_T,1807,1
SLC:DF_LAWS(1.0),staatsvertrag,FR,autres,1808,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1808,1
SLC:DF_LAWS(1.0),_T,FR,_T,1808,1
SLC:DF_LAWS(1.0),_T,_T,autres,1808,1
SLC:DF_LAWS(1.0),_T,_T,_T,1808,1
SLC:DF_LAWS(1.0),anderes,GE,autres,1815,1
SLC:DF_LAWS(1.0),gesetz,GE,etat,1815,1
SLC:DF_LAWS(1.0),staatsvertrag,BL,etat,1815,1
SLC:DF_LAWS(1.0),staatsvertrag,GE,etat,1815,2
SLC:DF_LAWS(1.0),anderes,_T,_T,1815,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1815,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1815,3
SLC:DF_LAWS(1.0),_T,BL,_T,1815,1
SLC:DF_LAWS(1.0),_T,GE,_T,1815,4
SLC:DF_LAWS(1.0),_T,_T,autres,1815,1
SLC:DF_LAWS(1.0),_T,_T,etat,1815,4
SLC:DF_LAWS(1.0),_T,_T,_T,1815,5
SLC:DF_LAWS(1.0),staatsvertrag,GE,etat,1816,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1816,1
SLC:DF_LAWS(1.0),_T,GE,_T,1816,1
SLC:DF_LAWS(1.0),_T,_T,etat,1816,1
SLC:DF_LAWS(1.0),_T,_T,_T,1816,1
SLC:DF_LAWS(1.0),gesetz,GE,fin,1817,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1817,1
SLC:DF_LAWS(1.0),_T,GE,_T,1817,1
SLC:DF_LAWS(1.0),_T,_T,fin,1817,1
SLC:DF_LAWS(1.0),_T,_T,_T,1817,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,etat,1824,1
SLC:DF_LAWS(1.0),staatsvertrag,SZ,etat,1824,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1824,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1824,1
SLC:DF_LAWS(1.0),_T,SZ,_T,1824,2
SLC:DF_LAWS(1.0),_T,_T,etat,1824,2
SLC:DF_LAWS(1.0),_T,_T,_T,1824,2
SLC:DF_LAWS(1.0),staatsvertrag,BS,sante,1825,1
SLC:DF_LAWS(1.0),staatsvertrag,GE,etat,1825,1
SLC:DF_LAWS(1.0),staatsvertrag,OW,autres,1825,1
SLC:DF_LAWS(1.0),staatsvertrag,SO,autres,1825,1
SLC:DF_LAWS(1.0),staatsvertrag,SO,etat,1825,1
SLC:DF_LAWS(1.0),staatsvertrag,TG,sante,1825,1
SLC:DF_LAWS(1.0),staatsvertrag,VD,autres,1825,1
SLC:DF_LAWS(1.0),staatsvertrag,ZG,autres,1825,1
SLC:DF_LAWS(1.0),staatsvertrag,ZH,autres,1825,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1825,9
SLC:DF_LAWS(1.0),_T,BS,_T,1825,1
SLC:DF_LAWS(1.0),_T,GE,_T,1825,1
SLC:DF_LAWS(1.0),_T,OW,_T,1825,1
SLC:DF_LAWS(1.0),_T,SO,_T,1825,2
SLC:DF_LAWS(1.0),_T,TG,_T,1825,1
SLC:DF_LAWS(1.0),_T,VD,_T,1825,1
SLC:DF_LAWS(1.0),_T,ZG,_T,1825,1
SLC:DF_LAWS(1.0),_T,ZH,_T,1825,1
SLC:DF_LAWS(1.0),_T,_T,autres,1825,5
SLC:DF_LAWS(1.0),_T,_T,etat,1825,2
SLC:DF_LAWS(1.0),_T,_T,sante,1825,2
SLC:DF_LAWS(1.0),_T,_T,_T,1825,9
SLC:DF_LAWS(1.0),staatsvertrag,FR,autres,1826,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1826,1
SLC:DF_LAWS(1.0),_T,FR,_T,1826,1
SLC:DF_LAWS(1.0),_T,_T,autres,1826,1
SLC:DF_LAWS(1.0),_T,_T,_T,1826,1
SLC:DF_LAWS(1.0),anderes,SO,etat,1828,1
SLC:DF_LAWS(1.0),dekret,BE,etat,1828,1
SLC:DF_LAWS(1.0),dekret,JU,etat,1828,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BE,etat,1828,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BL,etat,1828,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BS,etat,1828,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,etat,1828,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,TG,etat,1828,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZG,etat,1828,1
SLC:DF_LAWS(1.0),staatsvertrag,AG,etat,1828,2
SLC:DF_LAWS(1.0),staatsvertrag,BL,etat,1828,1
SLC:DF_LAWS(1.0),staatsvertrag,BS,etat,1828,1
SLC:DF_LAWS(1.0),staatsvertrag,SH,etat,1828,1
SLC:DF_LAWS(1.0),staatsvertrag,SO,etat,1828,1
SLC:DF_LAWS(1.0),staatsvertrag,TG,etat,1828,1
SLC:DF_LAWS(1.0),staatsvertrag,ZG,etat,1828,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1828,1
SLC:DF_LAWS(1.0),dekret,_T,_T,1828,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1828,9
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1828,8
SLC:DF_LAWS(1.0),_T,AG,_T,1828,2
SLC:DF_LAWS(1.0),_T,BE,_T,1828,3
SLC:DF_LAWS(1.0),_T,BL,_T,1828,3
SLC:DF_LAWS(1.0),_T,BS,_T,1828,2
SLC:DF_LAWS(1.0),_T,JU,_T,1828,1
SLC:DF_LAWS(1.0),_T,SH,_T,1828,1
SLC:DF_LAWS(1.0),_T,SO,_T,1828,4
SLC:DF_LAWS(1.0),_T,TG,_T,1828,2
SLC:DF_LAWS(1.0),_T,ZG,_T,1828,2
SLC:DF_LAWS(1.0),_T,_T,etat,1828,20
SLC:DF_LAWS(1.0),_T,_T,_T,1828,20
SLC:DF_LAWS(1.0),anderes,BL,etat,1829,1
SLC:DF_LAWS(1.0),staatsvertrag,TG,etat,1829,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1829,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1829,1
SLC:DF_LAWS(1.0),_T,BL,_T,1829,1
SLC:DF_LAWS(1.0),_T,TG,_T,1829,1
SLC:DF_LAWS(1.0),_T,_T,etat,1829,2
SLC:DF_LAWS(1.0),_T,_T,_T,1829,2
SLC:DF_LAWS(1.0),anderes,SO,etat,1830,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,etat,1830,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1830,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1830,1
SLC:DF_LAWS(1.0),_T,SO,_T,1830,3
SLC:DF_LAWS(1.0),_T,_T,etat,1830,3
SLC:DF_LAWS(1.0),_T,_T,_T,1830,3
SLC:DF_LAWS(1.0),dekret,FR,etat,1831,1
SLC:DF_LAWS(1.0),gesetz,VD,etat,1831,1
SLC:DF_LAWS(1.0),staatsvertrag,TG,etat,1831,1
SLC:DF_LAWS(1.0),dekret,_T,_T,1831,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1831,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1831,1
SLC:DF_LAWS(1.0),_T,FR,_T,1831,1
SLC:DF_LAWS(1.0),_T,TG,_T,1831,1
SLC:DF_LAWS(1.0),_T,VD,_T,1831,1
SLC:DF_LAWS(1.0),_T,_T,etat,1831,3
SLC:DF_LAWS(1.0),_T,_T,_T,1831,3
SLC:DF_LAWS(1.0),anderes,AG,sante,1832,1
SLC:DF_LAWS(1.0),anderes,FR,etat,1832,1
SLC:DF_LAWS(1.0),anderes,NE,sante,1832,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1832,3
SLC:DF_LAWS(1.0),_T,AG,_T,1832,1
SLC:DF_LAWS(1.0),_T,FR,_T,1832,1
SLC:DF_LAWS(1.0),_T,NE,_T,1832,1
SLC:DF_LAWS(1.0),_T,_T,etat,1832,1
SLC:DF_LAWS(1.0),_T,_T,sante,1832,2
SLC:DF_LAWS(1.0),_T,_T,_T,1832,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BL,etat,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,BS,sante,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,FR,autres,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,GE,etat,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,OW,autres,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,SO,autres,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,TG,sante,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,VD,autres,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,ZG,autres,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,ZH,autres,1834,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1834,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1834,9
SLC:DF_LAWS(1.0),_T,BL,_T,1834,1
SLC:DF_LAWS(1.0),_T,BS,_T,1834,1
SLC:DF_LAWS(1.0),_T,FR,_T,1834,1
SLC:DF_LAWS(1.0),_T,GE,_T,1834,1
SLC:DF_LAWS(1.0),_T,OW,_T,1834,1
SLC:DF_LAWS(1.0),_T,SO,_T,1834,1
SLC:DF_LAWS(1.0),_T,TG,_T,1834,1
SLC:DF_LAWS(1.0),_T,VD,_T,1834,1
SLC:DF_LAWS(1.0),_T,ZG,_T,1834,1
SLC:DF_LAWS(1.0),_T,ZH,_T,1834,1
SLC:DF_LAWS(1.0),_T,_T,autres,1834,6
SLC:DF_LAWS(1.0),_T,_T,etat,1834,2
SLC:DF_LAWS(1.0),_T,_T,sante,1834,2
SLC:DF_LAWS(1.0),_T,_T,_T,1834,10
SLC:DF_LAWS(1.0),gesetz,GL,etat,1835,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1835,1
SLC:DF_LAWS(1.0),_T,GL,_T,1835,1
SLC:DF_LAWS(1.0),_T,_T,etat,1835,1
SLC:DF_LAWS(1.0),_T,_T,_T,1835,1
SLC:DF_LAWS(1.0),anderes,BL,etat,1836,1
SLC:DF_LAWS(1.0),dekret,FR,etat,1836,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1836,1
SLC:DF_LAWS(1.0),dekret,_T,_T,1836,1
SLC:DF_LAWS(1.0),_T,BL,_T,1836,1
SLC:DF_LAWS(1.0),_T,FR,_T,1836,1
SLC:DF_LAWS(1.0),_T,_T,etat,1836,2
SLC:DF_LAWS(1.0),_T,_T,_T,1836,2
SLC:DF_LAWS(1.0),gesetz,BE,sante,1837,1
SLC:DF_LAWS(1.0),staatsvertrag,FR,autres,1837,1
SLC:DF_LAWS(1.0),staatsvertrag,SO,autres,1837,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1837,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1837,2
SLC:DF_LAWS(1.0),_T,BE,_T,1837,1
SLC:DF_LAWS(1.0),_T,FR,_T,1837,1
SLC:DF_LAWS(1.0),_T,SO,_T,1837,1
SLC:DF_LAWS(1.0),_T,_T,autres,1837,2
SLC:DF_LAWS(1.0),_T,_T,sante,1837,1
SLC:DF_LAWS(1.0),_T,_T,_T,1837,3
SLC:DF_LAWS(1.0),gesetz,AG,infra,1838,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1838,1
SLC:DF_LAWS(1.0),_T,AG,_T,1838,1
SLC:DF_LAWS(1.0),_T,_T,infra,1838,1
SLC:DF_LAWS(1.0),_T,_T,_T,1838,1
SLC:DF_LAWS(1.0),gesetz,AG,etat,1840,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,sante,1840,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1840,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1840,1
SLC:DF_LAWS(1.0),_T,AG,_T,1840,1
SLC:DF_LAWS(1.0),_T,SZ,_T,1840,1
SLC:DF_LAWS(1.0),_T,_T,etat,1840,1
SLC:DF_LAWS(1.0),_T,_T,sante,1840,1
SLC:DF_LAWS(1.0),_T,_T,_T,1840,2
SLC:DF_LAWS(1.0),gesetz,GE,fin,1841,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,fin,1841,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,infra,1841,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,etat,1841,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,infra,1841,2
SLC:DF_LAWS(1.0),gesetz,_T,_T,1841,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1841,5
SLC:DF_LAWS(1.0),_T,GE,_T,1841,1
SLC:DF_LAWS(1.0),_T,SZ,_T,1841,2
SLC:DF_LAWS(1.0),_T,ZH,_T,1841,3
SLC:DF_LAWS(1.0),_T,_T,etat,1841,1
SLC:DF_LAWS(1.0),_T,_T,fin,1841,2
SLC:DF_LAWS(1.0),_T,_T,infra,1841,3
SLC:DF_LAWS(1.0),_T,_T,_T,1841,6
SLC:DF_LAWS(1.0),gesetz,LU,etat,1842,1
SLC:DF_LAWS(1.0),staatsvertrag,NW,autres,1842,1
SLC:DF_LAWS(1.0),staatsvertrag,SZ,etat,1842,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1842,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1842,2
SLC:DF_LAWS(1.0),_T,LU,_T,1842,1
SLC:DF_LAWS(1.0),_T,NW,_T,1842,1
SLC:DF_LAWS(1.0),_T,SZ,_T,1842,1
SLC:DF_LAWS(1.0),_T,_T,autres,1842,1
SLC:DF_LAWS(1.0),_T,_T,etat,1842,2
SLC:DF_LAWS(1.0),_T,_T,_T,1842,3
SLC:DF_LAWS(1.0),staatsvertrag,SG,etat,1845,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1845,1
SLC:DF_LAWS(1.0),_T,SG,_T,1845,1
SLC:DF_LAWS(1.0),_T,_T,etat,1845,1
SLC:DF_LAWS(1.0),_T,_T,_T,1845,1
SLC:DF_LAWS(1.0),dekret,BE,autres,1846,1
SLC:DF_LAWS(1.0),gesetz,BS,etat,1846,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,TG,etat,1846,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,etat,1846,1
SLC:DF_LAWS(1.0),dekret,_T,_T,1846,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1846,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1846,2
SLC:DF_LAWS(1.0),_T,BE,_T,1846,1
SLC:DF_LAWS(1.0),_T,BS,_T,1846,1
SLC:DF_LAWS(1.0),_T,TG,_T,1846,1
SLC:DF_LAWS(1.0),_T,ZH,_T,1846,1
SLC:DF_LAWS(1.0),_T,_T,autres,1846,1
SLC:DF_LAWS(1.0),_T,_T,etat,1846,3
SLC:DF_LAWS(1.0),_T,_T,_T,1846,4
SLC:DF_LAWS(1.0),verfassung,GE,etat,1847,1
SLC:DF_LAWS(1.0),verfassung,_T,_T,1847,1
SLC:DF_LAWS(1.0),_T,GE,_T,1847,1
SLC:DF_LAWS(1.0),_T,_T,etat,1847,1
SLC:DF_LAWS(1.0),_T,_T,_T,1847,1
SLC:DF_LAWS(1.0),anderes,FR,etat,1848,1
SLC:DF_LAWS(1.0),dekret,FR,etat,1848,1
SLC:DF_LAWS(1.0),gesetz,FR,etat,1848,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AI,etat,1848,1
SLC:DF_LAWS(1.0),anderes,_T,_T,1848,1
SLC:DF_LAWS(1.0),dekret,_T,_T,1848,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1848,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1848,1
SLC:DF_LAWS(1.0),_T,AI,_T,1848,1
SLC:DF_LAWS(1.0),_T,FR,_T,1848,3
SLC:DF_LAWS(1.0),_T,_T,etat,1848,4
SLC:DF_LAWS(1.0),_T,_T,_T,1848,4
SLC:DF_LAWS(1.0),gesetz,GE,autres,1849,1
SLC:DF_LAWS(1.0),gesetz,NE,infra,1849,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1849,2
SLC:DF_LAWS(1.0),_T,GE,_T,1849,1
SLC:DF_LAWS(1.0),_T,NE,_T,1849,1
SLC:DF_LAWS(1.0),_T,_T,autres,1849,1
SLC:DF_LAWS(1.0),_T,_T,infra,1849,1
SLC:DF_LAWS(1.0),_T,_T,_T,1849,2
SLC:DF_LAWS(1.0),dekret,OW,etat,1850,1
SLC:DF_LAWS(1.0),gesetz,FR,fin,1850,1
SLC:DF_LAWS(1.0),gesetz,VS,etat,1850,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,NW,autres,1850,1
SLC:DF_LAWS(1.0),dekret,_T,_T,1850,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1850,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1850,1
SLC:DF_LAWS(1.0),_T,FR,_T,1850,1
SLC:DF_LAWS(1.0),_T,NW,_T,1850,1
SLC:DF_LAWS(1.0),_T,OW,_T,1850,1
SLC:DF_LAWS(1.0),_T,VS,_T,1850,1
SLC:DF_LAWS(1.0),_T,_T,autres,1850,1
SLC:DF_LAWS(1.0),_T,_T,etat,1850,2
SLC:DF_LAWS(1.0),_T,_T,fin,1850,1
SLC:DF_LAWS(1.0),_T,_T,_T,1850,4
SLC:DF_LAWS(1.0),gesetz,BL,etat,1851,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BE,etat,1851,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,etat,1851,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1851,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1851,2
SLC:DF_LAWS(1.0),_T,BE,_T,1851,1
SLC:DF_LAWS(1.0),_T,BL,_T,1851,1
SLC:DF_LAWS(1.0),_T,SO,_T,1851,1
SLC:DF_LAWS(1.0),_T,_T,etat,1851,3
SLC:DF_LAWS(1.0),_T,_T,_T,1851,3
SLC:DF_LAWS(1.0),dekret,BE,etat,1852,1
SLC:DF_LAWS(1.0),gesetz,FR,etat,1852,1
SLC:DF_LAWS(1.0),staatsvertrag,BS,infra,1852,1
SLC:DF_LAWS(1.0),verordnung,BS,infra,1852,1
SLC:DF_LAWS(1.0),dekret,_T,_T,1852,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1852,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1852,1
SLC:DF_LAWS(1.0),verordnung,_T,_T,1852,1
SLC:DF_LAWS(1.0),_T,BE,_T,1852,1
SLC:DF_LAWS(1.0),_T,BS,_T,1852,2
SLC:DF_LAWS(1.0),_T,FR,_T,1852,1
SLC:DF_LAWS(1.0),_T,_T,etat,1852,2
SLC:DF_LAWS(1.0),_T,_T,infra,1852,2
SLC:DF_LAWS(1.0),_T,_T,_T,1852,4
SLC:DF_LAWS(1.0),staatsvertrag,BS,infra,1853,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1853,1
SLC:DF_LAWS(1.0),_T,BS,_T,1853,1
SLC:DF_LAWS(1.0),_T,_T,infra,1853,1
SLC:DF_LAWS(1.0),_T,_T,_T,1853,1
SLC:DF_LAWS(1.0),gesetz,VS,etat,1855,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1855,1
SLC:DF_LAWS(1.0),_T,VS,_T,1855,1
SLC:DF_LAWS(1.0),_T,_T,etat,1855,1
SLC:DF_LAWS(1.0),_T,_T,_T,1855,1
SLC:DF_LAWS(1.0),gesetz,AG,infra,1856,1
SLC:DF_LAWS(1.0),gesetz,GE,eco,1856,1
SLC:DF_LAWS(1.0),gesetz,VS,fin,1856,1
SLC:DF_LAWS(1.0),gesetz,_T,_T,1856,3
SLC:DF_LAWS(1.0),_T,AG,_T,1856,1
SLC:DF_LAWS(1.0),_T,GE,_T,1856,1
SLC:DF_LAWS(1.0),_T,VS,_T,1856,1
SLC:DF_LAWS(1.0),_T,_T,eco,1856,1
SLC:DF_LAWS(1.0),_T,_T,fin,1856,1
SLC:DF_LAWS(1.0),_T,_T,infra,1856,1
SLC:DF_LAWS(1.0),_T,_T,_T,1856,3
SLC:DF_LAWS(1.0),gemeindeerlass,BS,etat,1857,1
SLC:DF_LAWS(1.0),staatsvertrag,NE,etat,1857,1
SLC:DF_LAWS(1.0),gemeindeerlass,_T,_T,1857,1
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,1857,1
SLC:DF_LAWS(1.0),_T,BS,_T,1857,1
SLC:DF_LAWS(1.0),_T,NE,_T,1857,1
SLC:DF_LAWS(1.0),_T,_T,etat,1857,2
SLC:DF_LAWS(1.0),_T,_T,_T,1857,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,infra,1858,1
SLC:DF_LAWS(1.0),reglement,GE,autres,1858,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,1858,1
SLC:DF_LAWS(1.0),reglement,_T,_T,1858,1
SLC:DF_LAWS(1.0),_T,GE,_T,1858,1
SLC:DF_LAWS(1.0),_T,SZ,_T,1858,1
SLC:DF_LAWS(1.0),_T,_T,autres,1858,1
SLC:DF_LAWS(1.0),_T,_T,infra,1858,1
SLC:DF_LAWS(1.0),_T,_T,_T,1858,2
